_t4 		what would you like ? 
_t4 		yep [: yes] the bird and the hippo . 
_t4 		I'm gonna put this right there . 
_t4 		is he under the stairs ? 
_t4 		is he under the stairs ? 
_t4 		who's under the stairs Naima ? 
_t4 		who  is that a giraffe ? 
_t4 		what's the lion say ? 
_t4 		yes . 
_t4 		in this case he says no: . 
_t4 		is he in the closet ? 
_t4 		no . 
_t4 		hey that sounds like it might be Daddy home . 
_t4 		hello . 
_t4 		hello . 
_t4 		Daddy's home . 
_t4 		we're reading a story to Sleepy Bear . 
_t4 		and trying to do some taping .
_t4 		oh . 
_t4 		not very successfully . 
_t4 		is he under the bed ? 
_t4 		no . 
_t4 		hi Daddy you wanna say hi to Daddy ? 
_t4 		how about your nose your nose .
_t4 		hey there's a crocodile under the bed . 
_t4 		who says nope [: no] nope [: no] nope [: no] ? 
_t4 		penguins what did you use to call penguins when you were little ?
_t4 		pengams yeah . 
_t4 		pengams I don't remember that .
_t4 		she use to say pengams .
_t4 		oh when did you say that .
_t4 		now you know they are really called penguins right . 
_t4 		penguins .
_t4 		penguins .
_t4 		here's spot he is under the rug . 
_t4 		try the basket . 
_t4 		hah there he is  his Mommy found him I do I'm gonna check I'm gonna turn this off . 
_t4 		xxx .
_t4 		good boy spot . 
_t4 		he's having his supper . 
_t4 		okay well we'll try to resume this another time . 
_t4 		so she had a hundred and two point four temperature after you left and I did call the nurse and . 
_t4 		oh dear .
_t4 		okay we can read that .
_t4 		which I got and have given her and I've also given her more motrin . 
_t4 		and she said she thought it was two different bugs . 
_t4 		I mean you know she doesn't really have anyway of knowing .
_t4 		there . 
_t4 		here .
_t4 		what you doing booboo . 
_t4 		who's coming from the hospital ? 
_t4 		oh Daddy has Mommy's camera yeah . 
_t4 		it's you know it's Daddy's camera too . 
_t4 		Daddy gets to play with it too sometimes you know . 
_t4 		oh  she's sitting in Daddy's lap the doll is sitting in Daddy's lap uh+huh .
_t4 		from Santa Claus that's at Christmas time she needs some clothes though I can see that .
_t4 		oh that's a dress you wanna put the dress on . 
_t4 		you want Daddy to put the dress on okay .
_t4 		Daddy will put the dress on .
_t4 		do you wanna try to put the dress on Naima ? 
_t4 		no why ? 
_t4 		here Daddy will fix that I don't want you to break it . 
_t4 		is it bothering you ? 
_t4 		there we actually need a cross strap that would work better for you wouldn't it baby+o . 
_t4 		that will stabilize a lot more . 
_t4 		there is that better ? 
_t4 		okay . 
_t4 		there okay do you want to put the dress on ?
_t4 		you want you want Daddy to okay .
_t4 		Daddy just is doing it .
_t4 		there . 
_t4 		there you go . 
_t4 		what's wrong with her foot ? 
_t4 		there there do you want her back ?
_t4 		hey that's a sea horse .
_t4 		what's that ?
_t4 		oh yeah that's a turkey . 
_t4 		gobble gobble gobble turkeys don't nurse .
_t4 		turkeys are birds . 
_t4 		yeah turk(eys) turkeys hatch out of eggs . 
_t4 		horsies horsies nurse that's right . 
_t4 		sea horses don't nurse because sea horses are not actually horses . 
_t4 		sea horses are they're kinda fish . 
_t4 		they're kinda fish booboo . 
_t4 		they're kinda fish . 
_t4 		they kinda look like horses but they actually they're in the ocean so they're fish . 
_t4 		I don't know where the ocean went . 
_t4 		that means they come from eggs fish come from eggs too . 
_t4 		no: .
_t4 		fish don't nurse . 
_t4 		yeah cats nurse .
_t4 		cats are mammals that's right .
_t4 		and that's right because they nurse .
_t4 		yeah raccoons nurse that's right .
_t4 		I guess they are mammals too that's right . 
_t4 		baby+o . 
_t4 		no turkeys are not mammals they are birds .
_t4 		they are birds . 
_t4 		birds don't nurse sweetie pie . 
_t4 		sweetie pie .
_t4 		they hatch out of eggs . 
_t4 		hey here's a koala bear . 
_t4 		what does what does a koala bear say ?
_t4 		I love Australia that's right . 
_t4 		he wants to look in there . 
_t4 		he is looking in there .
_t4 		he is looking in there . 
_t4 		he's going in there what's he doing in there ? 
_t4 		what is he doing in there Naima ?
_t4 		Koala bear what are you doing in there ? 
_t4 		what are you doing in there koala bear ? 
_t4 		Koala bear what are you doing in there ?
_t4 		Koala bear what are you doing in there ?
_t4 		he's getting he's getting .
_t4 		he's getting out .
_t4 		hi Naima .
_t4 		he's back in . 
_t4 		he's getting out hi Naima . 
_t4 		peek+a+boo . 
_t4 		he's getting back in hi Naima peek+a+boo . 
_t4 		he's in . 
_t4 		yeah well she got her clothes off pretty fast didn't she .
_t4 		now what she gonna do ? 
_t4 		ahh .
_t4 		she's gonna put her clothes back on . 
_t4 		I see .
_t4 		oh you're putting the dress in there too . 
_t4 		but now what's the doll gonna do she doesn't have a dress . 
_t4 		does she fit in there ? 
_t4 		you can leave that there Naima just leave it alone . 
_t4 		that's a microphone . 
_t4 		what's he doing in there ? 
_t4 		he is what's he doing in there ? 
_t4 		yeah baby+o . 
_t4 		oh just forget about that it can just stay there for a while .
_t4 		it's not bothering you .
_t4 		the doll  . 
_t4 		what's she doing in there ? 
_t4 		what's he doing ?
_t4 		you want the doll to sit and stand both . 
_t4 		birds don't nurse you baby+o . 
_t4 		you: baby+o . 
_t4 		turkeys nurse . 
_t4 		can you give me that can you give me that Naima bring me the back pack please . 
_t4 		can you bring the back pack ? 
_t4 		there . 
_t4 		you wanna take it off here ? 
_t4 		there . 
_t4 		can Daddy put it on up here ? 
_t4 		can Daddy put it on up here it wouldn't bother you as much up there how's that is that better ? 
_t4 		okay now you can put the back pack on it wouldn't bother you very much . 
_t4 		there and the side there how's that Miss boo . 
_t4 		yeah I think that's much better . 
_t4 		that's much better .
_t4 		turkeys nurse .
_t4 		no turkeys don't nurse . 
_t4 		are turkeys fish ?
_t4 		oh are they ?
_t4 		sea horse is a fish .
_t4 		it's a kind it's a kind of fish you right it's a kind of fish . 
_t4 		Sleepy Bear sit .
_t4 		oh you gonna rake Daddy ? 
_t4 		oh my  my gosh you gonna rake Daddy's hair .
_t4 		hay my hay what's my hay . 
_t4 		I don't have any hay on here . 
_t4 		shirt I'm gonna rake your shirt . 
_t4 		your shirt  . 
_t4 		oh I want  you want me to rake back of your shirt okay here I'm gonna rake the back of your shirt . 
_t4 		yee I'm raking the back of your shirt . 
_t4 		yeah you wanna do some raking now ? 
_t4 		you wanna rake Sleepy Bear ? 
_t4 		wee . 
_t4 		he's raked uh+huh . 
_t4 		okay now you can rake the koala thought I heard a truck .
_t4 		oh the koala's [: koala is] raked . 
_t4 		oh okay you can rake them lying down .
_t4 		you're raking the doll too . 
_t4 		oh you gonna rake the duck to sleep I don't think she'll go sleep with you raking her will she ? 
_t4 		she might . 
_t4 		boy everybody's been raked . 
_t4 		is she gonna go in the blanket ? 
_t4 		oh on the blanket  . 
_t4 		where is the sofa ? 
_t4 		I think that's the sofa right there .
_t4 		yeah . 
_t4 		oh she has a nice blanket . 
_t4 		there . 
_t4 		now you're raking the blanket  . 
_t4 		mmmm is the duck taking a nap  ?
_t4 		your nose you need your nose wiped . 
_t4 		Daddy's gonna get a tissue .
_t4 		xxx . 
_t4 		oh how many chairs does the duck have ? 
_t4 		there's a chair there and a chair there and a chair there . 
_t4 		ahh .
_t4 		I see . 
_t4 		oh that's Mommy and Daddy's bed . 
_t4 		Daddy's bed . 
_t4 		oh the doll is gonna sleep in Naima's bed I see .
_t4 		there . 
_t4 		oh are you raking Sleepy Bear I think that must feel very good .
_t4 		I bet Sleepy Bear feels very good that's almost like a massage . 
_t4 		um it's like a massage Naima that's very nice of you .
_t4 		I think Sleepy Bear enjoys it . 
_t4 		he's having a massage Naima is giving him a massage with the rake .
_t4 		with the rake it's a raking massage .
_t4 		it's a raking massage .
_t4 		oh you left it on him  . 
_t4 		what's he doing now was he taking a nap ? 
_t4 		ah is Naima sleepy do you wanna take a nap ? 
_t4 		turkeys are birds yeah they sure are .
_t4 		ah did you hurt yourself ? 
_t4 		turkeys are birds . 
_t4 		not mammals . 
_t4 		they're birds not mammals . 
_t4 		they're birds not mammals .
_t4 		yeah . 
_t4 		oh no they're not . 
_t4 		they're birds . 
_t4 		they run I think they do run around . 
_t4 		and they gobble too . 
_t4 		they do gobble .
_t4 		gobble gobble gobble .
_t4 		was there a turkey in the music class ?
_t4 		gobble gobble and hello I don't I didn't hear about a turkey in the music class .
_t4 		oh a turkey who says gobble . 
_t4 		hats hats don't nurse . 
_t4 		what hatches out of eggs ? 
_t4 		hats come out of eggs ? 
_t4 		oh my gosh I had no idea .
_t4 		they do . 
_t4 		you mean hats are alive . 
_t4 		are hats alive I didn't think hat were alive . 
_t4 		hats are things .
_t4 		hats are hats and cats are cats . 
_t4 		and rakes are rakes . 
_t4 		ah you left it on the Sleepy Bear . 
_t4 		oh did you give the turkey a massage ? 
_t4 		there yeah there's the turkey .
_t4 		turkeys are alive they are living things .
_t4 		turkeys are living things but hats that's a different matter . 
_t4 		hats are not living things . 
_t4 		hats are just things we wear on our head . 
_t4 		they're not alive . 
_t4 		they are alive  I didn't know that . 
_t4 		wow: .
_t4 		oh boy .
_t4 		hats are alive  boy . 
_t4 		then it's a very different world than I knew . 
_t4 		it's a very different world than the one I knew . 
_t4 		I think you're right . 
_t4 		oh is she getting cozy under the blanket ? 
_t4 		oh baby+o what's the matter ? 
_t4 		they're trying to a blanket okay .
_t4 		there that's much better isn't it ? 
_t4 		okay you can do that just turn it over and do that . 
_t4 		oh pumpkin you're getting tired ? 
_t4 		there you did it good job . 
_t4 		I think .
_t4 		oh the doll watching ducks go to sleep . 
_t4 		I guess they're tired and what about you are you tired ? 
_t4 		oh my gosh is she waking the ducks up why the ducks just barely got to sleep and they haven't been sleeping for very long . 
_t4 		oh she's sitting on her own stool yay . 
_t4 		and she has her own belly button yeah . 
_t4 		baby . 
_t4 		oh: . 
_t4 		oh there she is sitting on Sleepy Bear's lap .
_t4 		oh is she comfortable there ? 
_t4 		what goes there we need a very small lego to go there I don't know where all the legos are I think looks like they might have been moved . 
_t4 		where are they are they any in the bag are they any in that big bin . 
_t4 		hey there's a red one .
_t4 		that doesn't fit like that but if we take this one out then it'll fit . 
_t4 		you can put the red one in instead of the blue one . 
_t4 		hey there it is .
_t4 		hmmm . 
_t4 		hey it fits in there .
_t4 		let's find some legos .
_t4 		I don't see any legos here . 
_t4 		here's one is a red one . 
_t4 		here's another duck who didn't go to sleep yet . 
_t4 		that duck hasn't gone to sleep yet . 
_t4 		oh she's gonna snuggle up in there in bed . 
_t4 		there . 
_t4 		yep [: yes] that fits alright . 
_t4 		that fits that fits perfectly .
_t4 		she .
_t4 		she is snuggling up .
_t4 		oh there's the koala in the backpack .
_t4 		there he is . 
_t4 		there .
_t4 		there's the koala right in there . 
_t4 		okay I think the koala is gonna take your microphone off because I think we've had .
_t4 		hi Naima let me take your microphone off .
_t4 		oh I'm gonna take your microphone off .
_t4 		the koala took your microphone off Naima . 
_t4 		you're putting him back in the back pack . 
_t4 		wow let's turn the microphone off Naima there's a switch to turn it off . 
_t4 		there's a switch here to turn it off .
_t4 		Daddy's gonna turn it off see . 
_t4 		there Daddy turn it off . 
_t4 		the koala is in there  my gosh the koala is in there let's get him out let's get him out he doesn't want to be stuck in there . 
_t4 		why you're sticking him back in there . 
_t4 		hmmm Naima . 
_t4 		he's in there . 
_t4 		what're you doing in there koala . 
_t4 		okay . 
_t4 		the doll can sit up there .
_t4 		oh and go down the slide boy that's gonna be that's gonna be fun .
_t4 		oh that's gonna be hard because sleepy bear doesn't he's kind of floppy he doesn't really . 
_t4 		they do . 
_t4 		she fit she fits there . 
_t4 		she does fit Daddy's gonna wipe your nose . 
_t4 		woo wow wow wow wow . 
_t4 		what's the matter with Dr bone .
_t4 		let's look can see what's that called .
_t4 		oh there's the vacuum cleaner noise let's shut the door . 
_t4 		let's find a picture of Dr bones . 
_t4 		Dr Bones Dr Bones where are you Dr Bones . 
_t4 		let's cross your legs , there comfy . 
_t4 		that's Mr fix it let's find I think Dr Bones is in the Raccoon story  what's the matter with Dr bones can't he see where he's going . 
_t4 		he is crashing into a ladder and oh+my+goodness and Mr Fix it was standing on that ladder . 
_t4 		today is February fifth . 
_t4 		the last segment with  and Naima was taped it yesterday February fourth so this tape has three days on it February third fourth and today the fifth .
_t4 		you want me to read that page . 
_t4 		why that's amazing said Mr fix it show me how to do it now just be patient Mr fix it let him finish his bottle first then he will show you how . 
_t4 		that's very silly that fox baby is drinking from a bottle . 
_t4 		foxes don't drink from bottles though foxes nurse this is a silly book . 
_t4 		foxes don't drink from bottles . 
_t4 		is that your beeper ? 
_t4 		that's Naima's beeper . 
_t4 		you look just like Daddy . 
_t4 		you're sick today again . 
_t4 		okay .
_t4 		you are genius said Lilly I'll bet there isn't anything that you can't fix you're right Lilly said Mr fix it I can fix anything . 
_t4 then Mr fix it went home for supper after his wife kissed him she said will you please give little fix it his bottle while I am fixing supper Mr fix it filled the baby's bottle with milk 
_t4  he didn't know how to fix the nipple on top . 
_t4 		yeah .
_t4 he tried and he tried 
_t4  he couldn't get it on what a mess he was making little fix it said Daddy let me try it can't be done said Mr fix it 
_t4  he let little fix it try anyhow and little fix it fixed it on the very first try . 
_t4 		why that's amazing said Mr fix it show me how to do it now just be patient Mr fix it let him finish his bottle first and then he will show you how . 
_t4 		that's little fix it . 
_t4 		the cat and Dr bones that's Dr bones right there what's he doing with the car ? 
_t4 		what's the car doing ? 
_t4 		oh what's in that that's not Dr bones that's Mr fix it .
_t4 		that's that's .
_t4 		Mr fix it and mother cat are looking at the vacuum cleaner which is on the ceiling . 
_t4 		well he fixed the vacuum cleaner except now the vacuum cleaner wouldn't vacuum the floor it would only vacuum the ceiling and that is very very silly . 
_t4 		that is very very silly and not very efficient . 
_t4 		they're both looking up at the vacuum cleaner on the ceiling have you ever seen a vacuum cleaner on the ceiling ? 
_t4 		you want me to read that one .
_t4 		that's where Harry is making fudge . 
_t4 		oh yeah this is called the three sitters . 
_t4 		mother bear saw Wolfgang Benny and Harry walking by she ran out and said my house is a mess . 
_t4 		my house is a mess I've got_to clean it from top to bottom will you please babysit with Robert while I'll go shopping for some soap . 
_t4 		what's she doing ? 
_t4 		what's she say she's going to do ? 
_t4 		she tells them she's going shopping right . 
_t4 		for soap . 
_t4 		and what're these three guys doing ? 
_t4 		they're going to take care of the baby bear .
_t4 		while while she goes out .
_t4 		Wolfgang Benny and Harry all agree to stay and play with Robert while mother bear was shopping . 
_t4 		that's part of the house  that's the kitchen . 
_t4 		after a while they got tired of playing I have a good idea said Harry let's make some fudge . 
_t4 		I don't think the mother bear would of approved of that do you ? 
_t4 		look at they're mixing something with the mixer . 
_t4 		and here they are they're making it they finish mixing it and they poured it into a pan .
_t4 		then they all sat down at the kitchen table to wait for the fudge to cook . 
_t4 		pop the oven door burst open the fudge had exploded run run for your lives . 
_t4 		boy they're quick . 
_t4 		they're using fire hoses .
_t4 		Wolfgang Benny Harry and the little bear . 
_t4 		they're standing on they're standing in the front yard of the house but getting sprayed with water .
_t4 		because Lolly turn on the water hydrant before the fire fighters attached the hose . 
_t4 		that fire fighter has a musical instrument . 
_t4 		soon every bit of fudge had been washed out of the house along with the few other things . 
_t4 		look who's that coming  who's that ? 
_t4 		is mother bear . 
_t4 		what's she doing ? 
_t4 		is she coming home ?
_t4 		hurry up fellows straighten the house before she gets home . 
_t4 		put everything back in place and hurry up they did . 
_t4 		ha now she's giving them some fudge to eat . 
_t4 		including the fire fighter pigs . 
_t4 		do you wanna read the story ? 
_t4 		this is tangle foot . 
_t4 		what's the first thing he does he trips out the front door . 
_t4 		then he trips over . 
_t4 		something .
_t4 		a baby carriage .
_t4 		and then he falls somewhere else where's this ? 
_t4 		yep [: yes] the market what are they selling at this market ? 
_t4 		what's that market selling ? 
_t4 		oranges and pears and what else ? 
_t4 		here's the oranges .
_t4 		and .
_t4 		yep [: yes] for sale and apples also .
_t4 		he's going to get the to buy the soup for his mother . 
_t4 		what happens here ? 
_t4 		what happens here ? 
_t4 		he bumps into somebody . 
_t4 		a grocer .
_t4 		here he knocks over the butcher . 
_t4 		and what's happening in this picture . 
_t4 		he tripped . 
_t4 		and cans of soups went flying all over . 
_t4 		dah what happens here ? 
_t4 		you want to nurse ? 
_t4 		yeah that's big Helda . 
_t4 		he bumps .
_t4 		you wanna turn off the beeper ? 
_t4 		okay well don't you don't have_to worry about the little red light . 
_t4 		big Helda was in his way . 
_t4 		I must stop tripping and falling he said to himself then where does he fall ? 
_t4 		at the check out counter right .
_t4 		because . 
_t4 		yeah the cash register . 
_t4 		the light is still on but that's okay . 
_t4 		it's alright if the light is still on . 
_t4 		you can ignore it .
_t4 		he is falling into his bed in that picture . 
_t4 		you need another story .
_t4 		what's the name of this book Naima ?
_t4 		you remember ? 
_t4 		what's the name of the book ? 
_t4 		oh that's the unlucky day isn't it ?
_t4 		what happens there ? 
_t4 		Mr raccoon opened his eyes what did he say ? 
_t4 		what does he say next ? 
_t4 		what did he say ?
_t4 		the mama is sleeping yeah . 
_t4 		he says wake up Mama looks like a good day . 
_t4 		he turned on the water  what happened ? 
_t4 		what happened ? 
_t4 		what's in his hand ? 
_t4 		the faucet broke off . 
_t4 		call Mr fix it Mama he said . 
_t4 		that water is spraying everywhere .
_t4 		I see some tooth brushes do you see them ? 
_t4 		do you see any tooth brushes in the bathroom ? 
_t4 		this is where the bathroom is .
_t4 		this picture here . 
_t4 		where are the tooth brushes ?
_t4 		yeah .
_t4 		he sat down to eat his breakfast .
_t4 		maybe he will brush his teeth .
_t4 		and maybe one of them belongs to the mama raccoon . 
_t4 		what happened when he sat down to breakfast ? 
_t4 		he burned his toast .
_t4 		and Mama burned his bacon  . 
_t4 		and then he was leaving the house and what happened ? 
_t4 		the nursie broke .
_t4 		the door broke .
_t4 		do you see any hinges ? 
_t4 		hinges and screws . 
_t4 		the door fell right off . 
_t4 		and driving down the road he had a flat . 
_t4 		yeah . 
_t4 		oh dear while he was fixing it what happened ? 
_t4 		while he was fixing it his pants ripped . 
_t4 		do you wanna nurse ?
_t4 		his nursies will fix it . 
_t4 		oh he's a man raccoon though .
_t4 		he started again his car motor exploded . 
_t4 		and wouldn't go any farther . 
_t4 		he .
_t4 		oh you wanna go to a different story ? 
_t4 		hey what're all those eggs doing on the ground .
_t4 		why all those eggs .
_t4 		okay . 
_t4 		tell me what happens here .
_t4 		ha . 
_t4 		oh the uncle Willy story . 
_t4 		who's eating his pie ? 
_t4 		who's eating his pie Naima ? 
_t4 		pirates . 
_t4 		mice . 
_t4 		are you feeling sleepy ? 
_t4 		ha this is where he dresses up like an alligator . 
_t4 		and he scares those mice . 
_t4 		that's he's pretending to be a monster like a crocodile . 
_t4 		he's wearing a crocodile costume . 
_t4 		uncle Willy is wearing it right there .
_t4 		and there's Lolly worm . 
_t4 		I think Lolly is saying hello to uncle Willy in that picture . 
_t4 		I think that's what's happening . 
_t4 		oh is that sergeant Murphy ? 
_t4 		sergeant Murphy is taking the pirates away the pirates .
_t4 		pirates .
_t4 		there's the costume nobody's wearing it right now .
_t4 		he made that costume out of some gr(ass) grass . 
_t4 		he made some cloth out of grass so it was green and made him look like an alligator . 
_t4 		oh that story is in there we can get that story . 
_t4 		that's the second story in this book .
_t4 		sergeant Murphy and the banana thief . 
_t4 		sergeant Murphy was busy doing what ? 
_t4 		yes . 
_t4 		and then what happened .
_t4 		who came running out of the market ? 
_t4 		he had stolen a bunch of bananas . 
_t4 		that's right that means he took them away without asking . 
_t4 		without paying for them .
_t4 		yes he's trying to escape them that means run away . 
_t4 		Murphy look he's stealing your motorcycle too . 
_t4 		banana's gorilla . 
_t4 		you're putting the beeper in your shirt .
_t4 		okay you can keep it there while we are reading the story . 
_t4 		Huckel and Lolly worm were watching Huckel said you may borrow my tricycle to chase after him if you want to . 
_t4 		the beeper is in your shirt . 
_t4 		and then oop(s) there it goes there it goes the next  . 
_t4 		oh maybe it's time to stop this tape . 
_t4 		we can still read it there's the milk truck .
_t4 		they raced through a crowded streets don't you ever ride your tricycle in the street . 
_t4 		they cross the draw bridge just gentle with that please just as it was opening to let a boat to go through what's that pig doing ? 
_t4 		swimming .
_t4 		banana stops suddenly and let  .
_t4 		xxx gosh he's knocking over the table all the bananas peels are falling in the air and falling on the ground  .
_t4 		and the motorcycle knocked over the fire hydrant . 
_t4 		what a mess . 
_t4 		and who's chasing bananas .
_t4 		and who else ? 
_t4 		right sergeant Murphy and Lolly worm and Huckle the cat they all chasing him . 
_t4 		mmmm+hmmm . 
_t4 		yeah he owns the restaurant that means he brings people the food .
_t4 		his restaurant he owns it .
_t4 		I'm looking for a thief which is Murphy said together the searched the whole restaurant  but they couldn't find bananas anywhere . 
_t4 		Louie then said seat down and relax  . 
_t4 		I think there are banana peels in here I think that must mean banana's gorilla is here somewhere  . 
_t4 		somebody has better to pick up those banana peels before someone slips on one don't you think so . 
_t4 		the door is closed but the vacuum cleaner is very loud right now . 
_t4 		Louie brought them a bowl of banana soup . 
_t4 		where's the bowl of banana soup ? 
_t4 		and who's sharing the soup ?
_t4 		is anyone sharing it ? 
_t4 		no . 
_t4 		where's bananas gorilla ?
_t4 		he's eating it he likes to eat it .
_t4 		I think may be we'll turn off the the camera . 
_t4 		yeah . 
_t4 		xxx some batteries here . 
_t4 		I now have . 
_t4 		old batteries and both transmitters . 
_t4 		and the new battery and the receiver to see if that is what was causing the +... 
_t4 		yyy the green hair elastic on it  . 
_t4 		don't touch , okay ? 
_t4 		and now I'm going to hold up the one with the orange hair elastic in my mouth . 
_t4 		xxx see if this one is possibly the problem .
_t4 		okay .
_t4 		this is the one +...
_t4 		today is February twelfth . 
_t4 		Wednesday .
_t4 		what's the lizard doing ? 
_t4 		oh , the lizard's gonna nurse ? 
_t4 		what a nice little lizard . 
_t4 		that's my beeper . 
_t4 		no , it's really called a transmitter . 
_t4 		lizard looks like he's lying down . 
_t4 		he's nursing .
_t4 		oh . 
_t4 		but lizards don't nurse , do they ? 
_t4 		I don't think lizards nurse . 
_t4 		sh'we [: should we] read this now ? 
_t4 		oh , where's the Max book ? 
_t4 		this is the Max book . 
_t4 		okay . 
_t4 		shall we start from the beginning ? 
_t4 		who's that ?
_t4 		what are Max and Ruby doing here ? 
_t4 		this book is called +... 
_t4 		what's this book called , do you remember ? 
_t4 		it's called bunny party . 
_t4 		it's called bunny: party: . 
_t4 		he is . 
_t4 		and what's his sister's name ? 
_t4 		his sister ? 
_t4 		what's her name ? 
_t4 		yeah . 
_t4 		xxx .
_t4 		her baby's name ? 
_t4 		her brother's name is Max . 
_t4 		they both are wearing party hats . 
_t4 		and here's some mail . 
_t4 		a picture of some mail . 
_t4 		it's late at night +//.
_t4 		well , it's sort of late for Naima .
_t4 		the lizard wants to nurse again ? 
_t4 		is the lizard sleepy , too ? 
_t4 		on my knee ? 
_t4 		okay . 
_t4 		you mean on my knee , right ? 
_t4 		okay . 
_t4 		oh , like this ? 
_t4 		okay . 
_t4 		okay . 
_t4 		is he listening to the story ?
_t4 		Max wound up his jelly ball shooter spider . 
_t4 		the spider shot red , blue and yellow jelly balls . 
_t4 		what's Ruby doing ?
_t4 		what does she have in her hand ? 
_t4 		the spider is spitting out jelly balls . 
_t4 		spitting out jelly balls . 
_t4 		spitting out jelly balls . 
_t4 		like that .
_t4 		that Max . 
_t4 		that Max . 
_t4 		I sent out ten party invitations Max said Ruby . 
_t4 		all the guests +...
_t4 		wrote back and checked the yes box .
_t4 		will you help me put +//.
_t4 		what ? 
_t4 		what about your foot ? 
_t4 		I think we skipped a page by accident . 
_t4 		Max said Max's sister Ruby it's time for grandma's birthday party . 
_t4 		you look like you're pressing the the soles of your feet . 
_t4 		these are the soles of your feet . 
_t4 		you have cold little feet little girl .
_t4 		you have cold feet . 
_t4 		they're getting ready for a birthday party , Max and Ruby . 
_t4 		you know , you know whose birthday it's gonna be ?
_t4 		their grandma's birthday . 
_t4 		Mrs Quack is over: here . 
_t4 		which one is that ? 
_t4 		she is . 
_t4 		two is Curly Shirley . 
_t4 		three is the Tooth Fairy . 
_t4 		right there . 
_t4 		four and five are Mr and Mrs Quack . 
_t4 		that's Mr Quack . 
_t4 		six is Pinocchio . 
_t4 		seven is Walkie Talkie . 
_t4 		Teddy Bear . 
_t4 		then there's you , me and grandma . 
_t4 		but Max did not like any of Ruby's guests . 
_t4 		mmmm . 
_t4 		those are his toys . 
_t4 		those are his friends . 
_t4 		these are Ruby's friends . 
_t4 		hmmm . 
_t4 		what will happen next ? 
_t4 		no Max said Ruby . 
_t4 		grandma hates spiders and slugs and space cadets . 
_t4 		grandma wants to sit between Rapunzel and the Tooth Fairy . 
_t4 		that's Ruby . 
_t4 		she's combing Curly Shirley's hair . 
_t4 		sitting in the chair .
_t4 		oh dear , he's making a big noise with that space cadet . 
_t4 		that space cadet is making a big loud noise right at Ruby . 
_t4 		oh , there's the party table . 
_t4 		Ruby put all the guests in their chairs . 
_t4 		one two three four five six seven . 
_t4 		stuffed guests . 
_t4 		Max said Ruby . 
_t4 		what happens next ? 
_t4 		Max took the crown and wig off Rapunzel and put them on his spider . 
_t4 		xxx .
_t4 		what is he doing ?
_t4 		what's Rapunzel doing ? 
_t4 		she's sitting in the chair while Max takes off her hair .
_t4 		oh , brother . 
_t4 		yes , right there that's his spider with the hair and the crown . 
_t4 		uh , then Max put Rapunzel in his own seat . 
_t4 		and the jelly balls +...
_t4 		Rapunzel .
_t4 		Rapunzel .
_t4 		one two three four five six seven eight . 
_t4 		where is she ? 
_t4 		she's not here . 
_t4 		this is this is the can't sit up slug .
_t4 		ah . 
_t4 		you wanna look for Curly Shirley ? 
_t4 		I think that's her right there . 
_t4 		whadaya [: what do you] think they're going to do at the birthday party ? 
_t4 		what do people do at birthday parties ? 
_t4 		do they sing ? 
_t4 		do people sing at birthday parties ?
_t4 		what song do they sing at birthday parties ? 
_t4 		yeah . 
_t4 		I can have that please . 
_t4 		who did we sing that to recently ?
_t4 		yes , we did !
_t4 		last week we sang that to Daddy .
_t4 		and Bingo was his name  . 
_t4 		yes , they were playing that song in the play space , you're right . 
_t4 		they were playing that song in the play space . 
_t4 		Naima's [: Naima is] in her little house . 
_t4 		xxx  there you are . 
_t4 		was it dark in there ? 
_t4 		was it kinda [: kind of] dark in there ? 
_t4 		oh .
_t4 		there's no light in that cardboard house . 
_t4 		we don't have a light for that cardboard house . 
_t4 		you wanna make one ?
_t4 		what can we make it out of ? 
_t4 		a carton ? 
_t4 		a curtain .
_t4 		oh , we could make a curtain . 
_t4 		that would be easy to do . 
_t4 		xxx I have some material that I was gonna use for a curtain for that window . 
_t4 		but a curtain would make that house darker . 
_t4 		that is Rapunzel without any hair , I think . 
_t4 		careful  .
_t4 		yes , he's taking Rapunzel's hair off . 
_t4 		and her +..? 
_t4 		I think he's doing that because Ruby doesn't want his toys to be at the birthday party . 
_t4 		he's disguising his toys as her toys . 
_t4 		including Rapunzel !
_t4 		Rapunzel's [: Rapunzel is] over there . 
_t4 		Rapunzel , Rapunzel .
_t4 		Rapunzel , Rapunzel . 
_t4 		Rapunzel , Rapunzel .
_t4 		xxx .
_t4 		knock , knock who's there Mommy ?
_t4 		knock , knock . 
_t4 		I see you in there . 
_t4 		I see you in there . 
_t4 		it's dark in there . 
_t4 		here she comes , out of her house ! 
_t4 		is that mother bear going shopping ? 
_t4 		let me fix that  +//. 
_t4 		oh , that's the telephone .
_t4 		maybe we should get the telephone . 
_t4 		here put that back on . 
_t4 		mmmm , dear .
_t4 		xxx  , dear . 
_t4 		okay , then make a barn for the lizard now ?
_t4 		does motorcycle chicken need one , too ?
_t4 		let me see if I can't fix this  .
_t4 		you wan'a [: want a] big barn ?
_t4 		you wanna build a big barn ? 
_t4 		well , we can try . 
_t4 		xxx try to build a big one . 
_t4 		all+right , do we need to build a new barn for the lizard ?
_t4 		okay , let's take  down these old dilapidated barns . 
_t4 		and put up nice new barns . 
_t4 		big ones . 
_t4 		for the big lizard and motorcycle chicken is kind of big . 
_t4 		and the dinosaur is the smallest animal . 
_t4 		come on over here . 
