_d5113 		hurt your toe ? 
_d5162 		that'll be nice , I think that would be a good place . 
_d5162 		mmmm . 
_d5162 		would you like some toast to eat Naima ? 
_d5162 		I'll toast the toast , for you . 
_d5162 		well the toaster's [: toaster is] unplugged , that's okay . 
_d5162 		I think we don't have enough maple syrup to really make ,  +...
_d5162 		yeah we have very little , in fact , I , keep meaning to tell you . 
_d5162 		I haven't been using it so I haven't noticed .
_d5162 		I'm looking for bread so that I can make the toast for you .
_d5162 		there's bread in the freezer . 
_d5162 		yeah , I just +//. 
_d5162 		I'm not , a big , fan of bread in the freezer .
_d5162 		why am I fanning ? 
_d5162 		oh I wasn't talking about the fan .
_d5162 		she was talking about a different kind of fan . 
_d5162 		there's a different kind of fan called , a fan , somebody who likes something a lot is called a fan . 
_d5162 		that's short for fanatic . 
_d5162 		oh , what's the fan gonna blow out ?
_d5162 		fans blow air . 
_d5162 		but when people are fans we mean that they're fanatics .
_d5162 		that means they really like something a lot .
_d5162 		that means they really really really like something they're called fans . 
_d5162 		what was used to go in the house , fans ? 
_d5162 		the big fan ? 
_d5162 		upstairs in the ceiling ?
_d5162 		oh in the old house , you mean .
_d5162 		in the old house , the big noisy fan ?
_d5162 		mmmm+hmmm . 
_d5162 		is that what you were remembering Naima ? 
_d5162 		no ? 
_d5162 		oh .
_d5162 		the plastic smell ? 
_d5162 		Daddy was blowing fans out . 
_d5162 		dya [: do you] want some fresh banana ? 
_d5162 		okay .
_d5162 		but I'm making the toast .
_d5162 		I'm making the toast now .
_d5162 		I do .
_d5162 		we picked them .
_d5162 		Naima's [: Naima is] gonna help me plant them when the weather's a little bit better when it stops raining .
_d5162 		yeah it's not good to really do gardening when the ground is wet , (be)cause you spread things all over the place . 
_d5162 		yeah . 
_d5162 		we do need to tug up more weeds well maybe , who knows , maybe today it won't rain very much , and maybe it will get a little dryer and maybe we can do , things outside . 
_d5162 		well anyway I didn't finish telling you all the other kinds of seeds we're gonna plant .
_d5162 		beans , we have beans to plant .
_d5162 		we need to get some poles , to put the beans on .
_d5162 		and , we're +...
_d5162 		and we're gonna +//.
_d5162 		at the pole store ?
_d5162 		yeah , I'm gonna order some from the pole store .
_d5162 		it's not a real store , it's a , thing I have_to buy on the computer .
_d5162 		you can do it with me .
_d5162 		you can do it with Mommy .
_d5162 		yup [: yes] , you can do +...
_d5162 		but you have_to just sit at the computer and do it .
_d5163 		and we'll look at a picture of it and buy it . 
_d5163 		boy , I'm tired .
_d5163 		I know .
_d5163 		there is a pole at fire+stations .
_d5163 		and you slid down the pole and , actually do you remember , when we went with Grandma  to the Museum of Science , there was a play+ground that had a pole , and you slid down that pole too ! 
_d5163 		we helped you slide down that pole . 
_d5163 		miss , little firefighter girl . 
_d5163 		dya [: do you] remember that play+ground ? 
_d5163 		it had wiggly +... 
_d5163 		what did it have ? 
_d5163 		wiggly turtles ?
_d5163 		no , what were those +..?
_d5163 		it had a wiggly sea+horse +...
_d5163 		oh yeah , a wiggly whale .
_d5163 		mmmm !
_d5163 		and a wiggly duck . 
_d5163 		wow .
_d5163 		I dunno [: don't know] if it had a turtle , did it ? 
_d5163 		I think there were three , two or three wiggly things . 
_d5163 		wiggly wiggly wiggly wiggly wiggly . 
_d5163 		wiggly wiggly wiggly you were going back and forth from one to the other . 
_d5163 		wiggly wiggly wiggly wiggly . 
_d5163 		they had , things to climb on . 
_d5163 		there were other children there there were swings . 
_d5163 		well , the lack of croissant on Sunday morning is an argument for moving to the city .
_d5163 		a city . 
_d5163 		uh , slides . 
_d5163 		Portland .
_d5163 		it's on the train line .
_d5163 		xxx said it takes a long time (be)cause it stops everywhere .
_d5163 		yeah it's a slow train at this time of year .
_d5163 		do you remember anything else at that play+ground ?
_d5163 		do you want almond butter on your toast ?
_d5163 		dya [: do you] want regular butter on you toast , cow , cow butter ?
_d5163 		this , hair situation is bugging me .
_d5163 		you know what , I'm gonna put your hair up in a bun , because +...
_d5163 		just like  , you lucky girl !
_d5163 		because , your hair is getting , food in it , and , not that +... 
_d5163 		you lucky girl you're gonna have your hair in a bun .
_d5163 		if your hair gets food in it it will get snarls .
_d5163 		just like  , we'll have_to show  your bun sometime .
_d5163 		yeah .
_d5163 		I have_to go +...
_d5163 		xxx .
_d5163 		and , we could even put some chopsticks in it , someday . 
_d5163 		oops . 
_d5163 		I , dropped the hair .
_d5163 		all+right , what would you like on your toast Naima boo ? 
_d5163 		cow cow , you want some cow butter .
_d5163 		this is cow butter . 
_d5163 		she's just getting cow butter out for you , boo+boo .
_d5163 		you don't want ?
_d5163 		Mommy will do it by herself ?
_d5163 		I guess she will do it by herself , nobody is helping her . 
_d5163 		trying to make the toast for you . 
_d5163 		I'm melting the butter onto the toast .
_d5163 		butter_a toast , butter_a toast ? 
_d5163 		butter toast .
_d5163 		butter_a toast . 
_d5163 		butter toast .
_d5163 		boy , I remember that time I was sick and I was eating like , massive quantities of tea n' [: and] buttered toast and nothing else .
_d5163 		where , in  ?
_d5163 		yes ! 
_d5163 		I remember that almost more than , being sick . 
_d5163 		
_d5163 		well , if I made something here it would be +...
_d5164 		why is that flashing ? 
_d5164 		oh the tape's almost over , how could that be ? 
_d5164 		hmmm . 
_d5164 		dya [: do you] running it at a fast speed ?
_d5164 		oh ! 
_d5164 		what does that mean , even ? 
_d5164 		mmmm a couple of speed settings .
_d5164 		I didn't know that . 
_d5164 		I think . 
_d5164 		but wait , how could +..?
_d5164 		I mean +...
_d5164 		but , unless , it was changed it should be on the default . 
_d5164 		well +...
_d5164 		the higher speed I think gives you , greater fidelity , allegedly , I never really looked into it . 
_d5164 		I should read the manual , I suppose . 
_d5164 		well , we could have a whole hour on it I spose [: suppose] . 
_d5164 		are you eating your toast ?
_d5164 		dya [: do you] want jam on it ? 
_d5164 		what jam do you want on it boo+boo ? 
_d5164 		there's , I think there's either strawberry or apricot .
_d5164 		think that's in the door . 
_d5164 		strawberry jam for Naima , coming right up . 
_d5165 		I'll take this ,  . 
_d5165 		I'm putting strawberry jam on , for you . 
_d5165 		it's sticky . 
_d5165 		okay I'll put it on that one . 
_d5165 		there , that has a lot of strawberry jam . 
_d5165 		that's sticky too ! 
_d5165 		I guess I don't feel like cooking (be)cause the , amount of dishes that ends up getting generated is just +... 
_d5165 		it's like three meals a day for , four people is , like constant cooking and cleaning up . 
_d5165 		she's putting her own spoon in that jar so we have_to +... 
_d5165 		and your elbows are over toast . 
_d5165 		you could use the knife to try to get out the jam .
_d5165 		don't you use the knife ?
_d5165 		hold onto the jar with one hand and then put the knife in .
_d5165 		put the knife in , and scoop it out . 
_d5165 		that's not how we eat jam , we eat jam on toast . 
_d5165 		where did you get these +..? 
_d5166 		are you rolling ? 
_d5166 		yup [: yes] . 
_d5166 		is it rolling Bob ? 
_d5166 		it's rolling Bob . 
_d5166 		to be alone with you +... 
_d5166 		Daddy's going to Noble's . 
_d5166 		at the close of the day , at the end of the day . 
_d5166 		mmmm , my , car windows are , gonna need to be rolled down .
_d5166 		now won't you tell me the truth ?
_d5166 		yeah ?
_d5166 		for this episode , in the back .
_d5166 		yeah and the garage door needs to be closed .
_d5166 		yes , and I will be back . 
_d5166 		very very shortly . 
_d5166 		that's a lot of bubbles Miss Boo . 
_d5166 		I will be back before you need , a towell and a diaper and all that .
_d5166 		oh , good . 
_d5166 		I mean I'm just gonna be do that  . 
_d5166 		that's extra work for Mommy and Daddy , when they wanna , clean up . 
_d5166 		there sure are ! 
_d5166 		you petting them out or patting them or , slapping them ? 
_d5166 		clapping em [: them] ? 
_d5166 		Daddy's a bubble factory . 
_d5167 		they are all lined up . 
_d5167 		what are they doing ?
_d5167 		that's what +...
_d5167 		where are my duckies are those his duckies ?
_d5167 		oh !
_d5167 		oh those are his friends ,  .
_d5168 		more bubbles , coming right up . 
_d5168 		yeah what are you trying to do with the water ? 
_d5168 		oh .
_d5168 		oh you want the duckies to take a bath ?
_d5168 		okay . 
_d5168 		she wants soap in her mouth ?
_d5168 		oh my gosh !
_d5168 		okay , here's the soap .
_d5168 		get a little piece . 
_d5168 		okay . 
_d5168 		you want some more ? 
_d5168 		okay .
_d5168 		and one second , as soon as +...
_d5168 		okay .
_d5168 		okay .
_d5168 		for you .
_d5168 		yes , Daddy's , got   scrub+a+dub+dub Naima . 
_d5168 		oh you want a tiny little bit of soap okay . 
_d5168 		tiny little bit of soap  , tiny +//.
_d5168 		there it is , there it is , get it , quick ! 
_d5168 		there ! 
_d5168 		scrub +...
_d5168 		okay , tiny little bit . 
_d5168 		tiny little bit .
_d5168 		there , okay . 
_d5168 		and Daddy's gonna scrub+a+dub+dub Naima's chest . 
_d5168 		hey you know what , I'm gonna scrub+a+dub+dub your ears I told you we were gonna scrub+a+dub+dub your ears . 
_d5168 		and your cheeks . 
_d5168 		and Mommy , wanted you to have a scrub+a+dub+dub for your nose . 
_d5168 		(be)cause you always get food , up in your +//. 
_d5168 		uh+oh .
_d5168 		more ? 
_d5168 		okay , duckie , there you go !
_d5168 		have some soap .
_d5168 		mmmm , that duckie's [: duckie is] getting plenty of soap .
_d5169 		did you scrub+a+dub the duck ? 
_d5169 		did you scrub+a+dub the duck ? 
_d5169 		you can scrub+a+dub yourself you know . 
_d5169 		there's the soap , you can scrub+a+dub yourself ! 
_d5169 		good job , Naima .
_d5169 		she has a towell here .
_d5169 		yup [: yes] get some on your belly .
_d5169 		that's good . 
_d5169 		here's , her towell lotion .
_d5169 		okay , get that guy . 
_d5169 		Daddy's gonna get your bottom while you're up , Daddy's getting your bottom while you're up .
_d5169 		okay , get some for the guy . 
_d5169 		there it is . 
_d5169 		okay . 
_d5169 		maybe Daddy's gonna get some for you . 
_d5169 		thighs ! 
_d5169 		feet .
_d5169 		okay . 
_d5169 		okay .
_d5169 		yeah , just like Naima's [: Naima is] all soapy now . 
_d5169 		Naima's [: Naima is] a soapy baby now . 
_d5169 		oops I mean toddler . 
_d5169 		(be)cause I said baby .
_d5169 		but you're a toddler .
_d5169 		are you a baby still ?
_d5169 		really , are you a +..?
_d5169 		you're what ? 
_d5169 		are you a little baby ?
_d5169 		she wants some on her bottom ? 
_d5169 		well okay , let's get a little soap for her bottom .
_d5170 		you're all+right sweetie , you're all+right doll . 
_d5170 		oh . 
_d5170 		can I get you some , can I get you some bubbles Naima ?
_d5170 		okay .
_d5170 		she slipped .
_d5170 		oh . 
_d5170 		she , hit her head on the tub , but not very hard .
_d5170 		oh . 
_d5170 		here's some bubbles Boo . 
_d5170 		yeah . 
_d5170 		and then let's rinse you off . 
_d5170 		more bubbles ?
_d5170 		you're a slippery baby , I mean toddler .
_d5170 		you're a slippery baby .
_d5170 		okay , my Boo , here we go . 
_d5170 		you're a toddler ?
_d5171 		gotta get your soap off Boo . 
_d5171 		you want what ? 
_d5171 		watering can , okay .
_d5171 		okay , faucet just , turn the water , for the rinse . 
_d5171 		that's a pretty clean , amount of water isn't it ? 
_d5171 		get the soap off the duckies , and get the soap off the guy .
_d5171 		and then , we'll be ready , to get out . 
_d5171 		yes .
_d5171 		you need to change her diaper ?
_d5171 		you have a diaper on ?
_d5171 		I don't see a diaper on .
_d5171 		I've never had you , given you a bath with a diaper on Naima .
_d5171 		where's the diaper ? 
_d5171 		is it a pretend diaper ? 
_d5171 		is it a pretend diaper boo+boo ? 
_d5171 		it's a real one ?
_d5171 		oh my gosh . 
_d5171 		can't see it . 
_d5171 		if it's real , it's an invisible . 
_d5171 		sure is .
_d5171 		oh that's a very nice swimming pool .
_d5171 		it's a swimming class ,  that's nice .
_d5171 		who's the teacher ?
_d5171 		the guy is the teacher .
_d5171 		wow .
_d5172 		all+right . 
_d5172 		very good , Mister Guy . 
_d5172 		it's Mister Guy .
_d5172 		the swimming class teacher .
_d5172 		is it ?
_d5172 		well , don't stick your finger under there then .
_d5173 		why are you doing it ? 
_d5173 		that's the dripping water the faucet's [: faucet is] leaking a little . 
_d5173 		oh it's warm , it's not hot , okay .
_d5173 		well then you can put your hands under there . 
_d5173 		is it warm or is it hot ?
_d5173 		it is hot , okay .
_d5173 		has to be pretty uneven .
_d5173 		what did you say there was in the water ? 
_d5173 		ah .
_d5173 		oh .
_d5173 		all+right , let's get rid of that , dirty water .
_d5173 		let's get rid of that dirty water !
_d5173 		what is the dirty water ?
_d5173 		that water's the dirty water .
_d5174 		it's not very dirty actually because that was the rinse water so , you are a very clean , baby . 
_d5174 		toddler . 
_d5174 		baby , toddler . 
_d5174 		toddler baby . 
_d5174 		are you a baby ?
_d5174 		goodbye +...
_d5174 		goodbye guy .
_d5174 		goodbye guy . 
_d5174 		it's time to say goodbye . 
_d5174 		it is a scrape . 
_d5174 		why is it a scrape ?
_d5174 		well it is just is a scrape . 
_d5174 		do you mean why did it happen ? 
_d5174 		I wasn't , I don't know I wasn't here .
_d5174 		Momma was here ?
_d5174 		we could guess , but we won't know for sure .
_d5174 		she wants her rake and her , lawnmower ?
_d5175 		is she gonna work in the yard ? 
_d5175 		look what Daddy has . 
_d5175 		x x x x x .
_d5175 		be careful Naima it is slippery don't , play around I don't want you to fall and hit yourself again . 
_d5175 		be careful . 
_d5175 		let's get out . 
_d5175 		yeah .
_d5175 		I don't know the words it's too new a song Naima .
_d5176 		you know the words better than I do . 
_d5176 		Miss Naima's [: Naima is] getting dry ,  , she's running away ! 
_d5176 		oh+my+goodness she's running away .
_d5176 		who's screaming ?
_d5176 		still recording on this one ?
_d5176 		uh , yeah but I can stop .
_d5176 		(be)cause mosquitos bite people , that's why .
_d5177 		so the , so that they don't bite any of us . 
_d5177 		let's put the diaper on now .
_d5177 		where'd that diaper go ?
_d5177 		here it is .
_d5177 		no it doesn't , it doesn't have any pee or poop .
_d5177 		have a seat .
_d5177 		have a seat .
_d5177 		do you need to poop ?
_d5177 		well then +...
_d5177 		I think that's a yawning girl .
_d5178 		hi pumpkin . 
_d5178 		you need to nurse ?
_d5178 		need to nurse .
_d5178 		how bout [: about] pajamas ?
_d5178 		you can also nurse .
_d5178 		just with the cat in the hat ? 
_d5178 		okay .
_d5178 		you gonna go over there and read it ? 
_d5178 		hmmm I'll come over there and look at it in a second .
_d5179 		xxx in the street ? 
_d5179 		oh is he building something ? 
_d5179 		is he fixing the street ?
_d5179 		ah . 
_d5179 		oh , it's not open people can't come buy clothes ? 
_d5179 		let's see what else is there ? 
_d5179 		is there a sign on it ?
_d5179 		no I +//.
_d5179 		well , let's see . 
_d5179 		oh . 
_d5179 		somebody's standing in the doorway .
_d5179 		of the clothing store . 
_d5179 		it's closed , yeah , it might be closed . 
_d5179 		what about the barber is the barbershop closed ? 
_d5179 		that baby cat , in the stroller ? 
_d5179 		oh .
_d5179 		oh yeah , that's a daddy cat .
_d5180 		he's standing in the doorway of the clothing +... 
_d5180 		store .
_d5180 		oh in the drugstore at the soda+fountain ? 
_d5180 		oh !
_d5180 		I see some other kinds of stores here too I see a store that sells books . 
_d5180 		can you read that ? 
_d5180 		it does .
_d5180 		yeah .
_d5181 		s . 
_d5181 		spells +... 
_d5181 		it spells , drugs .
_d5181 		that's a drugstore .
_d5181 		xxx you're right that pig is , drilling in the street (be)cause he's fixing the street . 
_d5181 		this is a street in a busy town . 
_d5181 		my what a busy town , Mommy Daddy Huckle and Sally cat live in busy+town . 
_d5181 		you .
_d5182 		the fire will come back another night ? 
_d5182 		into the fireplace you mean ? 
_d5182 		that's the family's living room I think you're right . 
_d5182 		what do you think they do in their kitchen ?
_d5182 		they make cookies in their kitchen ?
_d5182 		and wash their hands .
_d5182 		what other things do you think they do in the kitchen ? 
_d5182 		they use powder .
_d5182 		you mean baking +..?
_d5182 		he's yawning up in his bed .
_d5182 		when you say , powder do you mean baking powder ?
_d5182 		oh I thought so .
_d5182 		baking powder they use that when they make cookies .
_d5182 		what else do you think they put in the cookies ?
_d5182 		sugar .
_d5183 		anything else ? 
_d5183 		baking soda .
_d5183 		anything else ? 
_d5183 		what else goes into cookies ? 
_d5183 		what kind of cookies do you think they're making ? 
_d5183 		oh elephant cookies .
_d5183 		they put food coloring . 
_d5183 		mmmm+hmmm . 
_d5183 		green elephant cookies ?
_d5183 		oh boy ! 
_d5183 		they put green +...
_d5183 		oh .
_d5183 		so you said they put sugar , baking powder baking soda , green food+coloring , anything else go in the cookies ?
_d5183 		green ?
_d5183 		do they use any eggs do you think ?
_d5184 		what about flour ? 
_d5184 		what about , butter ? 
_d5184 		and vanilla maybe ?
_d5184 		and then what do they do they put all those things in the bowl and what do they do with it ? 
_d5184 		they whisk it , mmmm+hmmm .
_d5184 		does it take a long time or , do they take a short time , to make cookies ? 
_d5184 		a woman cardinal ? 
_d5184 		you're right !
_d5184 		that's a female cardinal . 
_d5184 		it's eating some seeds !
_d5184 		well I think it's , it might still be in , in the birdfeeder there . 
_d5184 		I don't have my glasses on so I can't see it too well . 
_d5184 		oh , I think everyone's waking up in the morning , in this picture . 
_d5184 		dya [: do you] think it might be snarly ?
_d5185 		yeah . 
_d5185 		I think it's big enough for Sally . 
_d5185 		oh . 
_d5185 		what do you use a toilet for ? 
_d5185 		for flushing , uh+huh . 
_d5185 		do you like to do that ? 
_d5185 		it has a flusher ? 
_d5185 		yeah . 
_d5185 		mmmm+hmmm !
_d5185 		what do you think the cat family is going to use the grater for ? 
_d5185 		grating salty cheese and carrots . 
_d5185 		big carrots and make little pieces out of them with the grater ?
_d5185 		what's a grater sound like ? 
_d5185 		you don't wanna make that sound ? 
_d5185 		oh this is the page about housework .
_d5185 		do we , do housework at our house ? 
_d5185 		we don't do any housework ? 
_d5185 		xxx vacuums for us , she often vacuums for us that's true .
_d5185 		but we , we do , housework also at our house .
_d5185 		yeah she's dusting a lamp .
_d5185 		Daddy cat is vacuuming .
_d5185 		oh dear what's he slipping on ? 
_d5185 		mmmm+hmmm . 
_d5185 		oh it's leaking water and soap ? 
_d5185 		that's why he's slipping . 
_d5185 		looks like , mommy cat is saying something . 
_d5185 		yeah . 
_d5185 		and Sally too . 
_d5185 		Sally's saying it's not time to sleep it's time to clean ?
_d5185 		it's cleaning time !
_d5186 		that's good he's a very helpful worm . 
_d5186 		he knows how to do a lot of things . 
_d5186 		he's , sitting in the , umbrella stand . 
_d5186 		that's where umbrellas are kept in an umbrella stand . 
_d5186 		Sally will use the green one ? 
_d5186 		oh , take a turn with the green one .
_d5186 		you sound like you have a cold .
_d5186 		are you sick ? 
_d5186 		is your nose stuffed up ? 
_d5186 		Loley Worm looks like he's carrying , a teapot a cup a saucer a mug and two more tea+cups .
_d5186 		how can he carry all those things ? 
_d5186 		and a plate . 
_d5186 		I think you're right . 
_d5186 		and he's wearing an apron too . 
_d5186 		so he doesn't get his clothes wet from the water that he's using to wash the dishes .
_d5186 		what dya [: do you] think he gonna make ? 
_d5186 		is he gonna make pasta for Sally and Huckle ? 
_d5186 		what kind of pasta ? 
_d5186 		orzo ?
_d5186 		yum ! 
_d5186 		they are so lucky . 
_d5186 		he's going to pour orzo ? 
_d5186 		he's a big worm .
_d5186 		aha . 
_d5186 		a big sink ?
_d5186 		take a bath in the washing machine ?
_d5187 		so he doesn't get it wet ? 
_d5187 		yeah nobody wears a hat when they're taking a bath . 
_d5187 		in that pail ? 
_d5187 		pail of water , because , I think , lemme [: let me] see . 
_d5187 		there's a scrub+brush there I think that Huckle and Sally are going to scrub the floor , clean , after they finish sweeping up the dust .
_d5187 		and the dirt .
_d5187 		that's about different sizes . 
_d5187 		this is the school this is the classroom . 
_d5187 		Janitor Joe .
_d5187 		what's +..?
_d5187 		somebody left the beads there . 
_d5187 		oh you're right , she's letting them slip off the string , and fall onto the floor , and so he's tripping on em [: them] . 
_d5187 		dya [: do you] think he's gonna paint something when he's done slipping ? 
_d5187 		Naima I think it's time to put on your ,  pajamas . 
_d5187 		one more page and then pajamas . 
_d5187 		you can read this . 
_d5187 		and that +...
_d5187 		this is about sizes and shapes .
_d5187 		yeah that's a wide book . 
_d5187 		that's a narrow book right .
_d5187 		what else do you see in this picture ? 
_d5187 		I think she's talking to bug . 
_d5187 		bug is little Miss Honey is big . 
_d5187 		she's talking to bug he's standing on her desk . 
_d5187 		mmmm+hmmm . 
_d5187 		that pig is making a paper hat , that's a triangle shaped , hat . 
_d5187 		mmmm+hmmm .
_d5187 		mmmm+hmmm .
_d5187 		the ice+cream cone is cone shaped , the cone part is cone shape .
_d5188 		dya [: do you] wanna use your potty ? 
_d5188 		you could sit on your potty .
_d5188 		that giraffe is reading a book .
_d5188 		or , and +...
_d5188 		it's a book about Big Hilda ?
_d5188 		oh ! 
_d5188 		what's the name of the book do you think ? 
_d5188 		it's called fooba wooba John ?
_d5188 		it's not called saw meow ? 
_d5188 		xxx . 
_d5188 		yes , I am too .
_d5188 		would you like to get it out of the diaper and flush it down the toilet ? 
_d5188 		well , what else are we gonna do with it ? 
_d5188 		I think that's what we're gonna do . 
_d5188 		well , yeah . 
_d5188 		well I'll go change you in the in the changing table then . 
_d5188 		on the toilet ? 
_d5188 		okay let's put it in the toilet . 
_d5188 		flush the poop down the toilet ?
_d5188 		well , I guess we'll find out .
_d5189 		all+right . 
_d5189 		I need ya [: you] to lie down here so we could , get that poop out of that , diaper . 
_d5189 		and then what are we gonna read tonight , for a story ? 
_d5189 		that's not a story .
_d5189 		poop is a story ?
_d5189 		we do have a book called everybody poops .
_d5189 		poop is a story ?
_d5190 		I think we're going to need to go into your room to get some wipes , because I can't get all the poop off with just the plain toilet+paper . 
_d5190 		why the is macaque unhappy ? 
_d5190 		why is he crying ?
_d5190 		oh , poor macaque .
_d5190 		okay you should take care of her . 
_d5190 		I bet you could make her feel better .
_d5190 		she's unhappy about the what ? 
_d5190 		who +..?
_d5190 		fooba wooba John is a little girl and Naima said I should look in the phone+book to find out .
_d5190 		oh , my gosh really ?
_d5190 		yeah .
_d5190 		oh okay , you could do that . 
_d5190 		what else begins with C ? 
_d5190 		coconut and +..? 
_d5190 		ah . 
_d5190 		f stands for fooba wooba John .
_d5190 		g stands for girl .
_d5190 		fooba begins with f , wooba begins with w and girl begins with g . 
_d5190 		we getting , kinda [: kind of] sleepy ? 
_d5190 		how bout [: about] if we read cat in the hat now ?
_d5190 		okay .
_d5190 		hey John , Pope John .
_d5190 		pope , pope .
_d5191 		that's what the song says , pope . 
_d5191 		hey John poke John ?
_d5191 		hey John , poke John . 
_d5191 		fooba , wooba John . 
_d5191 		poke the girl ?
_d5191 		Naima told me she was scared of thunder . 
_d5191 		Daddy loves thunder . 
_d5191 		it's thunder .
_d5191 		it means it's , going to rain . 
_d5191 		Daddy loves thunder . 
_d5191 		it's thunder it's in the clouds in the sky . 
_d5191 		mmmm+hmmm .
_d5191 		yeah it's outside . 
_d5191 		I had a very , amazing conversation this morning about what , the world is .
_d5191 		hmmm , I wondered about +...
_d5191 		we talked about it .
_d5191 		we actually we talked about it the other day , and then Naima brought it up this morning .
_d5191 		what's the where where is the world , Naima ? 
_d5191 		the world's at the play+ground .
_d5191 		mmmm .
_d5191 		everywhere ?
_d5191 		this whole big place , I was saying that all the towns , that we know about are all in the world .
_d5192 		like  ? 
_d5192 		and what other towns do we know about ?
_d5192 		yes .
_d5192 		xxx . 
_d5192 		Cambridge .
_d5192 		what other towns and cities do you know ?
_d5192 		New York City . 
_d5192 		mmmm .
_d5192 		and then , India , is another place in the world .
_d5192 		and Florida .
_d5192 		and Alaska . 
_d5192 		yeah , all of those places are in the world . 
_d5192 		eagles are at Alaska ?
_d5192 		yeah .
_d5192 		yeah . 
_d5192 		yeah .
_d5192 		they fly and they hatch out of eggs . 
_d5192 		they build nests , to live in .
_d5192 		did you know eagles are related to dinosaurs , Naima ? 
_d5192 		related ,  .
_d5192 		yeah .
_d5192 		oh I hear that rain now .
_d5192 		it's raining . 
_d5192 		can you hear that way ? 
_d5192 		it sounds like water . 
_d5192 		it's raining outside . 
_d5192 		that's a very scarry bear +//.
_d5192 		oh , I just saw some lightning .
_d5192 		oh , there was lightning .
_d5192 		that means it's gonna thunder in a second . 
_d5192 		xxx .
_d5192 		yeah . 
_d5192 		maybe we should stop recording now . 
_d5192 		mmmm it's probably time to get ready for bed . 
_d5192 		and , we might need to nurse again if it thunders +...
_d5192 		did you brush your teeth Naima ? 
_d5192 		we did .
_d5192 		you're scared ?
_d5192 		&aw , I'll give you a big hug and that will make it better okay I'm turning this off . 
_d5192 		fooba wooba John . 
_d5192 		fooba wooba grizzly+bear . 
_d5192 		oh , I'm sorry . 
_d5192 		you wanna sing it for me ?
_d5192 		you want me to put it on the , the , the cd player ?
_d5192 		oh .
_d5193 		oh well , today is June , first and all the other taping was done , on May thirty+first . 
_d5193 		up to , now . 
_d5193 		why don't we do the sticker+book together ? 
_d5193 		you don't wanna do the sticker+book ?
_d5193 		let's find where x goes .
_d5193 		wanna take it out , and we'll find the page where it goes . 
_d5193 		we're doing the sticker+book . 
_d5193 		let's see +... 
_d5193 		come on over here . 
_d5193 		x . 
_d5193 		hmmm , I think I see an x . 
_d5193 		the place where the x goes .
_d5193 		a xylophone ?
_d5193 		what's next to the picture of the xylophone ? 
_d5193 		mallets .
_d5193 		and , what does w stand for ? 
_d5193 		wolf and +..? 
_d5193 		and ? 
_d5193 		wheelbarrow watering can wolf . 
_d5193 		where is that wolf , by the way ? 
_d5193 		let's find the wolf .
_d5193 		there's a wolf I saw one !
_d5194 		w , o , l f . 
_d5194 		do you wanna put it where it goes ?
_d5194 		oh okay .
_d5194 		spiders ! 
_d5194 		the seagull . 
_d5194 		you wanna take the seagull out ?
_d5194 		oh .
_d5194 		hmmm , can you see what letter flag begins with ?
_d5194 		right , f .
_d5194 		I see the letter F .
_d5194 		look on the page for the letter f . 
_d5194 		yup [: yes] . 
_d5194 		mmmm+hmmm . 
_d5194 		what , what else begins with the letter F ?
_d5194 		yes .
_d5194 		is there a picture of a fish somewhere ?
_d5194 		there it is , it's a red fish .
_d5194 		here ya [: you] go . 
_d5194 		you wanna put it where it goes ? 
_d5194 		you could put it somewhere else . 
_d5194 		it does go there . 
_d5194 		there's the fish .
_d5194 		that's okay , you know what , it's all+right it doesn't have_to go exactly where the outline is . 
_d5194 		you want me to do it ?
_d5195 		it's just not important that it be right , exactly there you don't have_to worry about it . 
_d5195 		fish . 
_d5195 		what other words begin with f ? 
_d5195 		fff fff fff . 
_d5195 		fish ?
_d5195 		what else ?
_d5195 		fff fff fff fff fff . 
_d5195 		friend ? 
_d5195 		five , fat . 
_d5195 		what ? 
_d5195 		chive ?
_d5195 		c , chives begins with letter c . 
_d5195 		you know what chives are ? 
_d5195 		bushes ? 
_d5195 		mmmm+hmmm it's an herb . 
_d5195 		yeah . 
_d5195 		and , what else begins with , c ?
_d5195 		chives , cat , circle . 
_d5195 		carrot . 
_d5195 		okay . 
_d5195 		I thought you saw the grapes the other day , yesterday . 
_d5195 		the I see em [: them] , the purple grapes .
_d5195 		what's what ? 
_d5195 		oh that's an iron . 
_d5195 		iron , I , I begins , I stands for iron , letter I . 
_d5195 		iron is a tool that we use to make clothes look nice . 
_d5195 		I think it could must go near the letter I , don't you think ? 
_d5195 		well that's J . 
_d5195 		this is where letter I is . 
_d5195 		you need to look at the shape , and figure out , which way does it match . 
_d5195 		all+right .
_d5196 		yes . 
_d5196 		where's the jelly ? 
_d5196 		where does the jelly sticker go first of all ? 
_d5196 		you're right . 
_d5196 		how do you know did you read that ? 
_d5196 		did you read that word ? 
_d5196 		okay let's find the jelly . 
_d5196 		oh jelly +//.
_d5196 		oh ! 
_d5196 		that's the jelly right there . 
_d5196 		ya [: you] gonna put the jelly , where it goes ? 
_d5196 		looks like raspberry jelly . 
_d5196 		mmmm , raspberry jelly . 
_d5196 		what else begins with j , jelly , juice , and +..? 
_d5196 		well pants begins with the letter p , but jeans , begins with the letter j . 
_d5196 		jeans . 
_d5196 		what what else starts with the letter j ?
_d5196 		Jack and Jill . 
_d5196 		and jump . 
