_t4 		this is later the same day the twenty+ninth . 
_t4 		everybody's in that garage ! 
_t4 		oh , here comes the Billy . 
_t4 		and here comes +... 
_t4 		Emily +//.
_t4 		where is everybody Naima , says Emily . 
_t4 		oh everybody's in the garage ! 
_t4 		o:h . 
_t4 		Billy the cat is what ? 
_t4 		yeah . 
_t4 		that's a punjabi cat .
_t4 		I ,  everybody's in there , is everybody nice and warm in there ? 
_t4 		is it warm in the garage ? 
_t4 		oh good . 
_t4 		o:h . 
_t4 		oh , maybe more trains could go in the garage . 
_t4 		will they fit ? 
_t4 		or is the garage too small ? 
_t4 		mmmm . 
_t4 		o:h . 
_t4 		o:h . 
_t4 		a look train ? 
_t4 		or a luck train ? 
_t4 		a luck train ? 
_t4 		I'm just building a little bit more of a bridge over here on the train track that goes to the garage . 
_t4 		will the trains fit ,  they fit under the bridge . 
_t4 		oh and here's another bridge over here . 
_t4 		here's another one . 
_t4 		let's see +... 
_t4 		let's see . 
_t4 		let's see . 
_t4 		uh , how about +... 
_t4 		oh this is what I wanna do , I wanna do it this way . 
_t4 		I'm re+making the bridge , I'm making it again . 
_t4 		there ,  . 
_t4 		hmmm . 
_t4 		mmmm+hmmm .
_t4 		a train can go there . 
_t4 		this train's gonna go all the way . 
_t4 		oh , it's a tight squeeze there . 
_t4 		that train doesn't really fit under this bridge . 
_t4 		this train will probably fit all the way . 
_t4 		in the bridge , there . 
_t4 		mmmm+hmmm . 
_t4 		now let's see if the yellow train fits . 
_t4 		hey , where'd it go ,  . 
_t4 		oh , under the bridge ? 
_t4 		can it go under ? 
_t4 		mmmm+hmmm , go ahead . 
_t4 		yeah ! 
_t4 		it does fit . 
_t4 		there , that train fits too . 
_t4 		xxx . 
_t4 		wheeeee ! 
_t4 		the aquarium trains don't fit under the little bridge . 
_t4 		they don't fit there . 
_t4 		yes , they do fit under the big bridge . 
_t4 		yeah , yup [: yes] , there train .
_t4 		train is+a coming ,  yeah . 
_t4 		the train is singing ? 
_t4 		there's a very big bridge . 
_t4 		oh yeah , what are they doing in the garage ?
_t4 		they're looking for something ,  . 
_t4 		oh .
_t4 		in the octopus train ? 
_t4 		mmmm+hmmm . 
_t4 		snuggle snake ? 
_t4 		oh it's a snuggle octopus in that aquarium car ? 
_t4 		where are you +//.
_t4 		oh , there's the snuggle octopus .
_t4 		oh , is that in your way honey ? 
_t4 		here . 
_t4 		mmmm . 
_t4 		xxx . 
_t4 		the trains are on top of the bridge now . 
_t4 		the trains are on top of the bridge . 
_t4 		oh good job putting that together , those tracks are kinda [: kind of] like puzzles , aren't they ? 
_t4 		they fit together like puzzle pieces . 
_t4 		uh , I think we don't have any more track , actually . 
_t4 		that's all the track that we have , we only have four pieces of track . 
_t4 		yes I bet you can make it fit ,  , you did make it fit . 
_t4 		Naima is taking pieces of track off the end , off one end of the track , and putting them on the other end , and fitting them on the opposite end of the track and extending the track . 
_t4 		there , like that . 
_t4 		mmmm+hmmm . 
_t4 		they're coming out ? 
_t4 		they're all finished with what they were doing ? 
_t4 		finish the thing for something ? 
_t4 		oh . 
_t4 		xxx looking in there . 
_t4 		Liza's [: Liza is] saying what in there ?
_t4 		what is she saying ? 
_t4 		I wonder , wonder , wonder ?
_t4 		I wonder +... 
_t4 		does she say , I wonder if there are any trains in here ? 
_t4 		oh the octopus and the shark ,  . 
_t4 		hi , hi Emily Mommily . 
_t4 		she's right here . 
_t4 		oh everybody's going under this bridge . 
_t4 		everybody's under there , it's like a party ! 
_t4 		it's almost like a party . 
_t4 		who was in the swimming class this morning ? 
_t4 		well let's see ,  was there . 
_t4 		yeah she's a little girl . 
_t4 		who else was there ? 
_t4 		do you remember ? 
_t4 		who else was there ? 
_t4 		anybody else we know ? 
_t4 		who ? 
_t4 		who was it ? 
_t4 		who did we know who was there ? 
_t4 		did we know  ? 
_t4 		you like  . 
_t4 		xxx was in your music class ! 
_t4 		in the summer . 
_t4 		that was a long time ago . 
_t4 		mmmm+hmmm . 
_t4 		xxx was there with her daddy , and her mommy was also there , did you see  mommy there ? 
_t4 		ah , that I don't remember . 
_t4 		okay . 
_t4 		and who +//.
_t4 		oh , you're making a garage out of the bridge ? 
_t4 		mmmm+hmmm . 
_t4 		xxx . 
_t4 		I don't know , actually . 
_t4 		I don't her daddy's name . 
_t4 		here's another bridge piece . 
_t4 		you wanna use this too ? 
_t4 		uh , and  ,  and  Daddy were there , do you remember  daddy's name ? 
_t4 		his name . 
_t4 		xxx dad , I mean , not  . 
_t4 		xxx daddy's name , do you remember ? 
_t4 		yeah ,  . 
_t4 		xxx . 
_t4 		mmmm .
_t4 		she did . 
_t4 		Billy's staying in there ? 
_t4 		and there was  . 
_t4 		did you hurt yourself falling there ? 
_t4 		you fell over the block ? 
_t4 		you trip on the block ? 
_t4 		that's called tripping over something . 
_t4 		what , yeah +//.
_t4 		what hurts ? 
_t4 		yyy the foot does . 
_t4 		do you want me to kiss it ? 
_t4 		come over here and I will kiss it for you . 
_t4 		which foot ? 
_t4 		right on the tip , where the toes are ? 
_t4 		is that where it hurts ? 
_t4 		xxx  . 
_t4 		is that better ? 
_t4 		does it feel better now ? 
_t4 		xxx . 
_t4 		who else ? 
_t4 		hmmm . 
_t4 		let's see , who else was there ? 
_t4 		xxx ! 
_t4 		xxx was there , we know him from toddler time . 
_t4 		and his mommy's name is  . 
_t4 		mmmm+hmmm .
_t4 		oh it's a bridge like a garage , huh ?
_t4 		huh . 
_t4 		xxx Emily is playing on that ride . 
_t4 		wiggily wiggily wiggily wiggily wiggily . 
_t4 		wiggily wiggily wiggily wiggily wiggily . 
_t4 		wiggily wiggily wiggily wiggily wiggily wiggily wiggily wiggily wiggily wiggily wiggily wiggily wiggily wiggily wiggily wiggily that's hard to say . 
_t4 		wiggily wiggily wiggily . 
_t4 		wiggily wiggily wiggily . 
_t4 		wiggily wiggily wiggily wiggily wiggily wiggily wiggily wiggily wiggily wiggily  ! 
_t4 		that cat's name is Punjabi . 
_t4 		Billy is Punjabi for cat . 
_t4 		wiggily wiggily wiggily wiggily wiggily . 
_t4 		wiggily wiggily wiggily wiggily wiggily . 
_t4 		wiggily wiggily wiggily wiggily wiggily . 
_t4 		it's in (.) Boston , remember , in Brookline . 
_t4 		will you let me know if you're hungry and you want a snack ? 
_t4 		okay . 
_t4 		wiggily wiggily wiggily wiggily wiggily . 
_t4 		she's really wiggling ! 
_t4 		she is really wiggling . 
_t4 		that's pretty neat . 
_t4 		xxx . 
_t4 		you're balancing her , she's balancing on that . 
_t4 		she's balancing . 
_t4 		yeah .
_t4 		oh you're locking the wheels of the crib ? 
_t4 		or you're unlocking the wheels of the crib ? 
_t4 		mmmm+hmmm . 
_t4 		now it's locked actually , when you put it up that means it's (.) unlocked . 
_t4 		when it's down , it's locked . 
_t4 		whoa , I'm trying to balance this . 
_t4 		whoa . 
_t4 		whoa . 
_t4 		there was hair on that block ? 
_t4 		did you take it off ? 
_t4 		oh that's good . 
_t4 		oh she was resting her head ? 
_t4 		whoa . 
_t4 		xxx . 
_t4 		look at Mommy's tower . 
_t4 		it's balancing . 
_t4 		Liza is under the (.) bridge that's like a garage . 
_t4 		the lemon ! 
_t4 		is the lemon in the +//.
_t4 		under the blanket ? 
_t4 		xxx .
_t4 		in Mommy and Daddy's room . 
_t4 		but on Naima's bed . 
_t4 		is it time to change your diaper ? 
_t4 		do you have poop in your diaper ? 
_t4 		are you sure , cause [: because] +... 
_t4 		no it isn't ? 
_t4 		okay let's play for a while longer . 
_t4 		and then I'm gonna check your diaper , but let's play for a little while . 
_t4 		careful , the tower !
_t4 		the tower fell over . 
_t4 		xxx . 
_t4 		it's all+right , you're okay . 
_t4 		you're okay . 
_t4 		that was that startling ? 
_t4 		that startled you , that surprised you , I think . 
_t4 		yes they fell down off the tower that Mommy made . 
_t4 		okay . 
_t4 		are they gonna go up and down the escalator ? 
_t4 		are they gonna hold hands or are they gonna [: going to] go by themselves ? 
_t4 		okay . 
_t4 		well there's some escalators for them .
_t4 		okay , who wants to go first ? 
_t4 		are you upset about something ? 
_t4 		oh I'm glad to finally meet Tajumbuddy . 
_t4 		hi Tajumbuddy . 
_t4 		is that +//.
_t4 		oh . 
_t4 		who wants to go up the escalator ? 
_t4 		Jimmy cracked corn , I don't care +... 
_t4 		they're rushing down ,  . 
_t4 		oh they're brushing ? 
_t4 		they're brushing their hair . 
_t4 		oh , just like we did this morning ? 
_t4 		mmmm . 
_t4 		that baby's not  or  ? 
_t4 		oh . 
_t4 		her name is  because she's a boy ? 
_t4 		he's a boy ? 
_t4 		those are all kids in the yoga class . 
_t4 		mmmm . 
_t4 		her name is  because she's a boy ? 
_t4 		oh .
_t4 		oooh , her name is Emily Mommily because she needs to go down the escalator . 
_t4 		hmmm . 
_t4 		Sally's going down this escalator . 
_t4 		that's a slide next to the escalator . 
_t4 		oh Liza's [: Liza is] sitting next to Emily Mommily and having a picnic ? 
_t4 		how about Sally ? 
_t4 		what are they eating at their picnic ? 
_t4 		are they eating something delicious ? 
_t4 		xxx oooh . 
_t4 		that sounds delicious . 
_t4 		there was another  , yeah . 
_t4 		I think you held hands with  when we went around a circle .
_t4 		and Mommy held your hand . 
_t4 		what did we pretend to be at the yoga class ? 
_t4 		yeah , a snake .
_t4 		and what else did we do there ,  people , the children rolled on the mat . 
_t4 		mmmm+hmmm . 
_t4 		oh I think  was rolling on the mat . 
_t4 		and somebody else was rolling on the mat . 
_t4 		xxx .
_t4 		but you didn't go on the mat , you didn't roll on that mat . 
_t4 		you didn't want to do it , did you ? 
_t4 		you wanted to sit on my lap instead . 
_t4 		next time you could roll on the mat , if you want to . 
_t4 		yes . 
_t4 		we're playing at our house now . 
_t4 		yes we are . 
_t4 		xxx , Liza ,  +... 
_t4 		xxx was the little boy at the yoga class , and you just told me that little lego person's name was  . 
_t4 		xxx was unhappy at the yoga class . 
_t4 		he didn't want to be there . 
_t4 		yeah , he didn't like the yoga class . 
_t4 		yoga class .
_t4 		yup [: yes] , his name is  . 
_t4 		I think  was  brother , maybe . 
_t4 		yeah I think so . 
_t4 		he was unhappy .
_t4 		you're going like a penguin ? 
_t4 		let's see how you go like a penguin . 
_t4 		like what ? 
_t4 		oh , you're walking like the girl from Ipanema ? 
_t4 		does she walk like a penguin ? 
_t4 		xxx , okay girl from Ipanema . 
_t4 		xxx .
_t4 		xxx . 
_t4 		tall and tan and young and lovely , the girl from Ipanema goes walking +... 
_t4 		when she's walking she smiles but she doesn't see +... 
_t4 		when she passes  . 
_t4 		when she passes she smiles but she , no let's see , when she  . 
_t4 		hmmm . 
_t4 		your diaper's [: diaper is] poopy ,  , shall we change it and put a clean one on ? 
_t4 		oh yeah I see Billy there . 
_t4 		okay . 
_t4 		okay come on , over here . 
_t4 		oh , but you said your diaper's [: diaper is] poopy ? 
_t4 		we're gonna get a dry one . 
_t4 		it's a dry one , well you're the one who told me it's actually poopy . 
_t4 		it's a Liza diaper ? 
_t4 		I never heard of such a thing . 
_t4 		in the (.) diaper ? 
_t4 		Liza's trunk ? 
_t4 		does Liza have a trunk ? 
_t4 		oh their mommies nurse them , o:h . 
_t4 		babies nurse , yeah .
_t4 		your friends all nurse huh , they're all babies ? 
_t4 		mmmm+hmmm .
_t4 		my friends ? 
_t4 		my friends' names ? 
_t4 		well , some of my friends are  and  and  +... 
_t4 		um +... 
_t4 		don't have that many friends , let's see , who else +... 
_t4 		oh  , and +... 
_t4 		xxx , yes . 
_t4 		xxx is  +... 
_t4 		yes . 
_t4 		that's right . 
_t4 		she shared your toys +//.
_t4 		her toys with you . 
_t4 		when we went to her house . 
_t4 		and when she came to our house , you shared your toys with her . 
_t4 		that's right . 
_t4 		you remember what her daddy's name is , too ? 
_t4 		we haven't seen them in a long time . 
_t4 		we should call them on the phone and say , would you like to play with us sometime soon ? 
_t4 		should we call and ask them if they want to play sometime soon ? 
_t4 		xxx Mommy's name is +... 
_t4 		what ? 
_t4 		what ?
_t4 		yes ,  . 
_t4 		her daddy's name is +... 
_t4 		xxx . 
_t4 		what ? 
_t4 		that's right . 
_t4 		xxx is  Daddy's name . 
_t4 		what's  Mommy's name ? 
_t4 		right ! 
_t4 		that's right . 
_t4 		what does she do ? 
_t4 		what do you mean what does she do ? 
_t4 		what do you mean what does she do ? 
_t4 		she brought  to her house . 
_t4 		to play . 
_t4 		xxx daddy's name is  . 
_t4 		who is cranky ? 
_t4 		this was all taped on January eleventh . 
_t4 		except for the little bit that was yesterday , the tenth . 
