_d4726 		what would you like ? 
_d4785 		but , you know what , we have a picture of them , we could look at that after breakfast , too . 
_d4785 		Kinana was hiding . 
_d4785 		she made a good place to hide . 
_d4785 		amongst the toys .
_d4785 		Tyler was hiding , too , they were both hiding .
_d4785 		they were hiding in the slide .
_d4785 		they were hiding under the blankets .
_d4785 		the kids . 
_d4785 		yep [: yes] , they were hiding .
_d4785 		xxx .
_d4785 		xxx .
_d4786 		wha:t ? 
_d4786 		are you ready (.) to get out from there ? 
_d4786 		that was very shrill .
_d4786 		you know what , we're out of straws .
_d4786 		we have no straws , we'll [: we will] have_to go to the store and get some straws today . 
_d4786 		that's a scream . 
_d4786 		that's almost a scream , I should say . 
_d4786 		oh , you want the box , okay .
_d4786 		you can open that box .
_d4786 		that box is already open , in fact . 
_d4786 		this is a messy kitchen . 
_d4786 		our kitchen is messy , now . 
_d4786 		hmmm , is that funny ? 
_d4786 		are you having fun with the box ? 
_d4786 		xxx . 
_d4786 		xxx are you taking the box apart ? 
_d4786 		no straws .
_d4786 		no stra:ws in that box . 
_d4786 		all gone . 
_d4786 		cake ?
_d4786 		cake ? 
_d4786 		ca:ke .
_d4786 		Daddy's cake .
_d4787 		Mommy's cake ? 
_d4787 		o:h .
_d4787 		oh , I thought you were done with the cheese .
_d4787 		okay . 
_d4787 		cheesy Naima .
_d4787 		are you a cheesy girl ?
_d4787 		I think you're a cheesy girl .
_d4787 		macaroni , that's right . 
_d4787 		xxx . 
_d4787 		xxx .
_d4787 		xxx .
_d4787 		no straws . 
_d4787 		no straws . 
_d4788 		you wanna see yourself ? 
_d4788 		that's kinda hard to do . 
_d4788 		that's too hard . 
_d4788 		are we gonna read are what about snake ?
_d4788 		oh these are snake in the clock ? 
_d4788 		can you see it ? 
_d4788 		what's Sleepy Bear like to listen to ? 
_d4788 		hah he does I meant which story does he like to listen to . 
_d4788 		he likes the word spot book . 
_d4788 		which animal does he like does he like crocodile or the penguins the best . 
_d4788 		hah the snake in the clock let's show Sleepy Bear the snake in the clock .
_d4788 		hah  no there's the snake . 
_d4788 		is he in the piano ? 
_d4788 		he's sticking his nose in the piano . 
_d4788 		hah no no said the hippo and the bird . 
_d4788 		no no is he under the stairs ? 
_d4788 		lions do nurse that's right who doesn't nurse Naima ? 
_d4788 		what animal doesn't nurse . 
_d4788 		right they don't nurse crocodiles don't nurse . 
_d4788 		who else doesn't nurse ? 
_d4788 		right .
_d4788 		birds don't nurse .
_d4788 		they do hatch out of eggs . 
_d4788 		and who else doesn't nurse do insects nurse ? 
_d4788 		they do . 
_d4788 		right ostriches don't nurse .
_d4788 		snakes .
_d4789 		yeah can you leave that back pack on  . 
_d4789 		you wanna put things in there . 
_d4789 		let's go sit over here and read this book to sleepy bear . 
_d4789 		I'll take that . 
_d4789 		come on over here . 
_d4789 		shall we read him Rosey ? 
_d4789 		does he like the Rosey book ? 
_d4789 		okay .
_d4789 		I'll put him in the .
_d4790 		let's read him a book . 
_d4790 		do you want to sit on my lap ?
_d4790 		next to Sleepy Bear .
_d4790 		he likes spot better okay .
_d4790 		come sit here . 
_d4790 		okay good .
_d4790 		okay go Sleepy Bear he's listening . 
_d4790 		is he in the piano ?
_d4790 		he sticks his nose in the piano yeah . 
_d4790 		what's in the piano ? 
_d4790 		yep [: yes] the bird and the hippo . 
_d4790 		I'm gonna put this right there . 
_d4790 		is he under the stairs ? 
_d4790 		is he under the stairs ? 
_d4790 		who's under the stairs Naima ? 
_d4790 		who  is that a giraffe ? 
_d4790 		what's the lion say ? 
_d4790 		yes . 
_d4790 		in this case he says no: . 
_d4790 		is he in the closet ? 
_d4790 		no . 
_d4790 		hey that sounds like it might be Daddy home . 
_d4790 		hello . 
_d4790 		hello . 
_d4790 		Daddy's home . 
_d4790 		we're reading a story to Sleepy Bear . 
_d4790 		and trying to do some taping .
_d4790 		oh . 
_d4790 		not very successfully . 
_d4790 		is he under the bed ? 
_d4790 		no . 
_d4790 		hi Daddy you wanna say hi to Daddy ? 
_d4790 		how about your nose your nose .
_d4790 		hey there's a crocodile under the bed . 
_d4790 		who says nope [: no] nope [: no] nope [: no] ? 
_d4790 		penguins what did you use to call penguins when you were little ?
_d4790 		pengams yeah . 
_d4790 		pengams I don't remember that .
_d4790 		she use to say pengams .
_d4790 		oh when did you say that .
_d4791 		now you know they are really called penguins right . 
_d4791 		penguins .
_d4791 		penguins .
_d4791 		here's spot he is under the rug . 
_d4791 		try the basket . 
_d4791 		hah there he is  his Mommy found him I do I'm gonna check I'm gonna turn this off . 
_d4791 		xxx .
_d4791 		good boy spot . 
_d4791 		he's having his supper . 
_d4791 		okay well we'll try to resume this another time . 
_d4791 		so she had a hundred and two point four temperature after you left and I did call the nurse and . 
_d4791 		oh dear .
_d4791 		okay we can read that .
_d4791 		which I got and have given her and I've also given her more motrin . 
_d4791 		and she said she thought it was two different bugs . 
_d4791 		I mean you know she doesn't really have anyway of knowing .
_d4792 		there . 
_d4792 		here .
_d4792 		what you doing booboo . 
_d4792 		who's coming from the hospital ? 
_d4792 		oh Daddy has Mommy's camera yeah . 
_d4792 		it's you know it's Daddy's camera too . 
_d4792 		Daddy gets to play with it too sometimes you know . 
_d4792 		oh  she's sitting in Daddy's lap the doll is sitting in Daddy's lap uh+huh .
_d4792 		from Santa Claus that's at Christmas time she needs some clothes though I can see that .
_d4793 		oh that's a dress you wanna put the dress on . 
_d4793 		you want Daddy to put the dress on okay .
_d4793 		Daddy will put the dress on .
_d4793 		do you wanna try to put the dress on Naima ? 
_d4793 		no why ? 
_d4793 		here Daddy will fix that I don't want you to break it . 
_d4793 		is it bothering you ? 
_d4793 		there we actually need a cross strap that would work better for you wouldn't it baby+o . 
_d4793 		that will stabilize a lot more . 
_d4793 		there is that better ? 
_d4793 		okay . 
_d4793 		there okay do you want to put the dress on ?
_d4793 		you want you want Daddy to okay .
_d4793 		Daddy just is doing it .
_d4793 		there . 
_d4793 		there you go . 
_d4793 		what's wrong with her foot ? 
_d4793 		there there do you want her back ?
_d4793 		hey that's a sea horse .
_d4793 		what's that ?
_d4793 		oh yeah that's a turkey . 
_d4793 		gobble gobble gobble turkeys don't nurse .
_d4793 		turkeys are birds . 
_d4793 		yeah turk(eys) turkeys hatch out of eggs . 
_d4793 		horsies horsies nurse that's right . 
_d4793 		sea horses don't nurse because sea horses are not actually horses . 
_d4793 		sea horses are they're kinda fish . 
_d4793 		they're kinda fish booboo . 
_d4793 		they're kinda fish . 
_d4793 		they kinda look like horses but they actually they're in the ocean so they're fish . 
_d4793 		I don't know where the ocean went . 
_d4793 		that means they come from eggs fish come from eggs too . 
_d4793 		no: .
_d4793 		fish don't nurse . 
_d4793 		yeah cats nurse .
_d4793 		cats are mammals that's right .
_d4793 		and that's right because they nurse .
_d4793 		yeah raccoons nurse that's right .
_d4793 		I guess they are mammals too that's right . 
_d4793 		baby+o . 
_d4793 		no turkeys are not mammals they are birds .
_d4793 		they are birds . 
_d4793 		birds don't nurse sweetie pie . 
_d4793 		sweetie pie .
_d4793 		they hatch out of eggs . 
_d4793 		hey here's a koala bear . 
_d4793 		what does what does a koala bear say ?
_d4793 		I love Australia that's right . 
_d4793 		he wants to look in there . 
_d4793 		he is looking in there .
_d4793 		he is looking in there . 
_d4793 		he's going in there what's he doing in there ? 
_d4793 		what is he doing in there Naima ?
_d4793 		Koala bear what are you doing in there ? 
_d4793 		what are you doing in there koala bear ? 
_d4793 		Koala bear what are you doing in there ?
_d4793 		Koala bear what are you doing in there ?
_d4793 		he's getting he's getting .
_d4793 		he's getting out .
_d4793 		hi Naima .
_d4794 		he's back in . 
_d4794 		he's getting out hi Naima . 
_d4794 		peek+a+boo . 
_d4794 		he's getting back in hi Naima peek+a+boo . 
_d4794 		he's in . 
_d4794 		yeah well she got her clothes off pretty fast didn't she .
_d4794 		now what she gonna do ? 
_d4794 		ahh .
_d4794 		she's gonna put her clothes back on . 
_d4794 		I see .
_d4794 		oh you're putting the dress in there too . 
_d4794 		but now what's the doll gonna do she doesn't have a dress . 
_d4794 		does she fit in there ? 
_d4794 		you can leave that there Naima just leave it alone . 
_d4794 		that's a microphone . 
_d4794 		what's he doing in there ? 
_d4794 		he is what's he doing in there ? 
_d4795 		yeah baby+o . 
_d4795 		oh just forget about that it can just stay there for a while .
_d4795 		it's not bothering you .
_d4795 		the doll  . 
_d4795 		what's she doing in there ? 
_d4795 		what's he doing ?
_d4795 		you want the doll to sit and stand both . 
_d4795 		birds don't nurse you baby+o . 
_d4795 		you: baby+o . 
_d4795 		turkeys nurse . 
_d4795 		can you give me that can you give me that Naima bring me the back pack please . 
_d4795 		can you bring the back pack ? 
_d4795 		there . 
_d4795 		you wanna take it off here ? 
_d4795 		there . 
_d4795 		can Daddy put it on up here ? 
_d4795 		can Daddy put it on up here it wouldn't bother you as much up there how's that is that better ? 
_d4795 		okay now you can put the back pack on it wouldn't bother you very much . 
_d4795 		there and the side there how's that Miss boo . 
_d4795 		yeah I think that's much better . 
_d4795 		that's much better .
_d4795 		turkeys nurse .
_d4795 		no turkeys don't nurse . 
_d4795 		are turkeys fish ?
_d4795 		oh are they ?
_d4795 		sea horse is a fish .
_d4796 		it's a kind it's a kind of fish you right it's a kind of fish . 
_d4796 		Sleepy Bear sit .
_d4796 		oh you gonna rake Daddy ? 
_d4796 		oh my  my gosh you gonna rake Daddy's hair .
_d4796 		hay my hay what's my hay . 
_d4796 		I don't have any hay on here . 
_d4796 		shirt I'm gonna rake your shirt . 
_d4796 		your shirt  . 
_d4796 		oh I want  you want me to rake back of your shirt okay here I'm gonna rake the back of your shirt . 
_d4796 		yee I'm raking the back of your shirt . 
_d4796 		yeah you wanna do some raking now ? 
_d4796 		you wanna rake Sleepy Bear ? 
_d4796 		wee . 
_d4796 		he's raked uh+huh . 
_d4796 		okay now you can rake the koala thought I heard a truck .
_d4796 		oh the koala's [: koala is] raked . 
_d4796 		oh okay you can rake them lying down .
_d4796 		you're raking the doll too . 
_d4796 		oh you gonna rake the duck to sleep I don't think she'll go sleep with you raking her will she ? 
_d4796 		she might . 
_d4796 		boy everybody's been raked . 
_d4796 		is she gonna go in the blanket ? 
_d4796 		oh on the blanket  . 
_d4797 		where is the sofa ? 
_d4797 		I think that's the sofa right there .
_d4797 		yeah . 
_d4797 		oh she has a nice blanket . 
_d4797 		there . 
_d4797 		now you're raking the blanket  . 
_d4797 		mmmm is the duck taking a nap  ?
_d4798 		your nose you need your nose wiped . 
_d4798 		Daddy's gonna get a tissue .
_d4798 		xxx . 
_d4798 		oh how many chairs does the duck have ? 
_d4798 		there's a chair there and a chair there and a chair there . 
_d4798 		ahh .
_d4798 		I see . 
_d4798 		oh that's Mommy and Daddy's bed . 
_d4798 		Daddy's bed . 
_d4798 		oh the doll is gonna sleep in Naima's bed I see .
_d4799 		there . 
_d4799 		oh are you raking Sleepy Bear I think that must feel very good .
_d4799 		I bet Sleepy Bear feels very good that's almost like a massage . 
_d4799 		um it's like a massage Naima that's very nice of you .
_d4799 		I think Sleepy Bear enjoys it . 
_d4799 		he's having a massage Naima is giving him a massage with the rake .
_d4799 		with the rake it's a raking massage .
_d4799 		it's a raking massage .
_d4800 		oh you left it on him  . 
_d4800 		what's he doing now was he taking a nap ? 
_d4800 		ah is Naima sleepy do you wanna take a nap ? 
_d4800 		turkeys are birds yeah they sure are .
_d4800 		ah did you hurt yourself ? 
_d4800 		turkeys are birds . 
_d4800 		not mammals . 
_d4800 		they're birds not mammals . 
_d4800 		they're birds not mammals .
_d4800 		yeah . 
_d4800 		oh no they're not . 
_d4800 		they're birds . 
_d4800 		they run I think they do run around . 
_d4800 		and they gobble too . 
_d4800 		they do gobble .
_d4800 		gobble gobble gobble .
_d4800 		was there a turkey in the music class ?
_d4800 		gobble gobble and hello I don't I didn't hear about a turkey in the music class .
_d4801 		oh a turkey who says gobble . 
_d4801 		hats hats don't nurse . 
_d4801 		what hatches out of eggs ? 
_d4801 		hats come out of eggs ? 
_d4801 		oh my gosh I had no idea .
_d4801 		they do . 
_d4801 		you mean hats are alive . 
_d4801 		are hats alive I didn't think hat were alive . 
_d4801 		hats are things .
_d4801 		hats are hats and cats are cats . 
_d4801 		and rakes are rakes . 
_d4801 		ah you left it on the Sleepy Bear . 
_d4801 		oh did you give the turkey a massage ? 
_d4801 		there yeah there's the turkey .
_d4801 		turkeys are alive they are living things .
_d4801 		turkeys are living things but hats that's a different matter . 
_d4801 		hats are not living things . 
_d4801 		hats are just things we wear on our head . 
_d4801 		they're not alive . 
_d4801 		they are alive  I didn't know that . 
_d4801 		wow: .
_d4801 		oh boy .
_d4802 		hats are alive  boy . 
_d4802 		then it's a very different world than I knew . 
_d4802 		it's a very different world than the one I knew . 
_d4802 		I think you're right . 
_d4802 		oh is she getting cozy under the blanket ? 
_d4802 		oh baby+o what's the matter ? 
_d4802 		they're trying to a blanket okay .
_d4802 		there that's much better isn't it ? 
_d4802 		okay you can do that just turn it over and do that . 
_d4802 		oh pumpkin you're getting tired ? 
_d4802 		there you did it good job . 
_d4802 		I think .
_d4802 		oh the doll watching ducks go to sleep . 
_d4802 		I guess they're tired and what about you are you tired ? 
_d4802 		oh my gosh is she waking the ducks up why the ducks just barely got to sleep and they haven't been sleeping for very long . 
_d4802 		oh she's sitting on her own stool yay . 
_d4802 		and she has her own belly button yeah . 
_d4802 		baby . 
_d4802 		oh: . 
_d4802 		oh there she is sitting on Sleepy Bear's lap .
_d4803 		oh is she comfortable there ? 
_d4803 		what goes there we need a very small lego to go there I don't know where all the legos are I think looks like they might have been moved . 
_d4803 		where are they are they any in the bag are they any in that big bin . 
_d4803 		hey there's a red one .
_d4803 		that doesn't fit like that but if we take this one out then it'll fit . 
_d4803 		you can put the red one in instead of the blue one . 
_d4803 		hey there it is .
_d4803 		hmmm . 
_d4803 		hey it fits in there .
_d4803 		let's find some legos .
_d4804 		I don't see any legos here . 
_d4804 		here's one is a red one . 
_d4804 		here's another duck who didn't go to sleep yet . 
_d4804 		that duck hasn't gone to sleep yet . 
_d4804 		oh she's gonna snuggle up in there in bed . 
_d4804 		there . 
_d4804 		yep [: yes] that fits alright . 
_d4804 		that fits that fits perfectly .
_d4804 		she .
_d4804 		she is snuggling up .
_d4804 		oh there's the koala in the backpack .
_d4805 		there he is . 
_d4805 		there .
_d4805 		there's the koala right in there . 
_d4805 		okay I think the koala is gonna take your microphone off because I think we've had .
_d4805 		hi Naima let me take your microphone off .
_d4805 		oh I'm gonna take your microphone off .
_d4806 		the koala took your microphone off Naima . 
_d4806 		you're putting him back in the back pack . 
_d4806 		wow let's turn the microphone off Naima there's a switch to turn it off . 
_d4806 		there's a switch here to turn it off .
_d4806 		Daddy's gonna turn it off see . 
_d4806 		there Daddy turn it off . 
_d4806 		the koala is in there  my gosh the koala is in there let's get him out let's get him out he doesn't want to be stuck in there . 
_d4806 		why you're sticking him back in there . 
_d4806 		hmmm Naima . 
_d4806 		he's in there . 
_d4806 		what're you doing in there koala . 
_d4806 		okay . 
_d4806 		the doll can sit up there .
_d4806 		oh and go down the slide boy that's gonna be that's gonna be fun .
_d4806 		oh that's gonna be hard because sleepy bear doesn't he's kind of floppy he doesn't really . 
_d4806 		they do . 
_d4806 		she fit she fits there . 
_d4806 		she does fit Daddy's gonna wipe your nose . 
_d4806 		woo wow wow wow wow . 
_d4806 		what's the matter with Dr bone .
_d4806 		let's look can see what's that called .
_d4807 		oh there's the vacuum cleaner noise let's shut the door . 
_d4807 		let's find a picture of Dr bones . 
_d4807 		Dr Bones Dr Bones where are you Dr Bones . 
_d4807 		let's cross your legs , there comfy . 
_d4807 		that's Mr fix it let's find I think Dr Bones is in the Raccoon story  what's the matter with Dr bones can't he see where he's going . 
_d4807 		he is crashing into a ladder and oh+my+goodness and Mr Fix it was standing on that ladder . 
_d4807 		today is February fifth . 
_d4807 		the last segment with  and Naima was taped it yesterday February fourth so this tape has three days on it February third fourth and today the fifth .
_d4808 		you want me to read that page . 
_d4808 		why that's amazing said Mr fix it show me how to do it now just be patient Mr fix it let him finish his bottle first then he will show you how . 
_d4808 		that's very silly that fox baby is drinking from a bottle . 
_d4808 		foxes don't drink from bottles though foxes nurse this is a silly book . 
_d4808 		foxes don't drink from bottles . 
_d4808 		is that your beeper ? 
_d4808 		that's Naima's beeper . 
_d4808 		you look just like Daddy . 
_d4808 		you're sick today again . 
_d4808 		okay .
_d4808 		you are genius said Lilly I'll bet there isn't anything that you can't fix you're right Lilly said Mr fix it I can fix anything . 
_d4808 then Mr fix it went home for supper after his wife kissed him she said will you please give little fix it his bottle while I am fixing supper Mr fix it filled the baby's bottle with milk 
_d4808  he didn't know how to fix the nipple on top . 
_d4808 		yeah .
_d4808 he tried and he tried 
_d4808  he couldn't get it on what a mess he was making little fix it said Daddy let me try it can't be done said Mr fix it 
_d4808  he let little fix it try anyhow and little fix it fixed it on the very first try . 
_d4808 		why that's amazing said Mr fix it show me how to do it now just be patient Mr fix it let him finish his bottle first and then he will show you how . 
_d4808 		that's little fix it . 
_d4808 		the cat and Dr bones that's Dr bones right there what's he doing with the car ? 
_d4808 		what's the car doing ? 
_d4808 		oh what's in that that's not Dr bones that's Mr fix it .
_d4808 		that's that's .
_d4808 		Mr fix it and mother cat are looking at the vacuum cleaner which is on the ceiling . 
_d4808 		well he fixed the vacuum cleaner except now the vacuum cleaner wouldn't vacuum the floor it would only vacuum the ceiling and that is very very silly . 
_d4808 		that is very very silly and not very efficient . 
_d4808 		they're both looking up at the vacuum cleaner on the ceiling have you ever seen a vacuum cleaner on the ceiling ? 
_d4808 		you want me to read that one .
_d4808 		that's where Harry is making fudge . 
_d4808 		oh yeah this is called the three sitters . 
_d4808 		mother bear saw Wolfgang Benny and Harry walking by she ran out and said my house is a mess . 
_d4808 		my house is a mess I've got_to clean it from top to bottom will you please babysit with Robert while I'll go shopping for some soap . 
_d4808 		what's she doing ? 
_d4808 		what's she say she's going to do ? 
_d4808 		she tells them she's going shopping right . 
_d4808 		for soap . 
_d4808 		and what're these three guys doing ? 
_d4808 		they're going to take care of the baby bear .
_d4808 		while while she goes out .
_d4808 		Wolfgang Benny and Harry all agree to stay and play with Robert while mother bear was shopping . 
_d4808 		that's part of the house  that's the kitchen . 
_d4808 		after a while they got tired of playing I have a good idea said Harry let's make some fudge . 
_d4808 		I don't think the mother bear would of approved of that do you ? 
_d4808 		look at they're mixing something with the mixer . 
_d4808 		and here they are they're making it they finish mixing it and they poured it into a pan .
_d4808 		then they all sat down at the kitchen table to wait for the fudge to cook . 
_d4808 		pop the oven door burst open the fudge had exploded run run for your lives . 
_d4808 		boy they're quick . 
_d4808 		they're using fire hoses .
_d4809 		Wolfgang Benny Harry and the little bear . 
_d4809 		they're standing on they're standing in the front yard of the house but getting sprayed with water .
_d4809 		because Lolly turn on the water hydrant before the fire fighters attached the hose . 
_d4809 		that fire fighter has a musical instrument . 
_d4809 		soon every bit of fudge had been washed out of the house along with the few other things . 
_d4809 		look who's that coming  who's that ? 
_d4809 		is mother bear . 
_d4809 		what's she doing ? 
_d4809 		is she coming home ?
_d4809 		hurry up fellows straighten the house before she gets home . 
_d4809 		put everything back in place and hurry up they did . 
_d4809 		ha now she's giving them some fudge to eat . 
_d4809 		including the fire fighter pigs . 
_d4810 		do you wanna read the story ? 
_d4810 		this is tangle foot . 
_d4810 		what's the first thing he does he trips out the front door . 
_d4810 		then he trips over . 
_d4810 		something .
_d4810 		a baby carriage .
_d4810 		and then he falls somewhere else where's this ? 
_d4810 		yep [: yes] the market what are they selling at this market ? 
_d4810 		what's that market selling ? 
_d4810 		oranges and pears and what else ? 
_d4810 		here's the oranges .
_d4810 		and .
_d4810 		yep [: yes] for sale and apples also .
_d4810 		he's going to get the to buy the soup for his mother . 
_d4810 		what happens here ? 
_d4810 		what happens here ? 
_d4810 		he bumps into somebody . 
_d4810 		a grocer .
_d4810 		here he knocks over the butcher . 
_d4810 		and what's happening in this picture . 
_d4810 		he tripped . 
_d4810 		and cans of soups went flying all over . 
_d4810 		dah what happens here ? 
_d4810 		you want to nurse ? 
_d4810 		yeah that's big Helda . 
_d4810 		he bumps .
_d4810 		you wanna turn off the beeper ? 
_d4810 		okay well don't you don't have_to worry about the little red light . 
_d4810 		big Helda was in his way . 
_d4810 		I must stop tripping and falling he said to himself then where does he fall ? 
_d4810 		at the check out counter right .
_d4811 		because . 
_d4811 		yeah the cash register . 
_d4811 		the light is still on but that's okay . 
_d4811 		it's alright if the light is still on . 
_d4811 		you can ignore it .
_d4811 		he is falling into his bed in that picture . 
_d4811 		you need another story .
_d4811 		what's the name of this book Naima ?
_d4811 		you remember ? 
_d4811 		what's the name of the book ? 
_d4811 		oh that's the unlucky day isn't it ?
_d4812 		what happens there ? 
_d4812 		Mr raccoon opened his eyes what did he say ? 
_d4812 		what does he say next ? 
_d4812 		what did he say ?
_d4812 		the mama is sleeping yeah . 
_d4812 		he says wake up Mama looks like a good day . 
_d4812 		he turned on the water  what happened ? 
_d4812 		what happened ? 
_d4812 		what's in his hand ? 
_d4812 		the faucet broke off . 
_d4812 		call Mr fix it Mama he said . 
_d4812 		that water is spraying everywhere .
_d4812 		I see some tooth brushes do you see them ? 
_d4812 		do you see any tooth brushes in the bathroom ? 
_d4812 		this is where the bathroom is .
_d4812 		this picture here . 
_d4812 		where are the tooth brushes ?
_d4812 		yeah .
_d4812 		he sat down to eat his breakfast .
_d4812 		maybe he will brush his teeth .
_d4812 		and maybe one of them belongs to the mama raccoon . 
_d4812 		what happened when he sat down to breakfast ? 
_d4812 		he burned his toast .
_d4812 		and Mama burned his bacon  . 
_d4812 		and then he was leaving the house and what happened ? 
_d4812 		the nursie broke .
_d4812 		the door broke .
_d4813 		do you see any hinges ? 
_d4813 		hinges and screws . 
_d4813 		the door fell right off . 
_d4813 		and driving down the road he had a flat . 
_d4813 		yeah . 
_d4813 		oh dear while he was fixing it what happened ? 
_d4813 		while he was fixing it his pants ripped . 
_d4813 		do you wanna nurse ?
_d4813 		his nursies will fix it . 
_d4813 		oh he's a man raccoon though .
_d4813 		he started again his car motor exploded . 
_d4813 		and wouldn't go any farther . 
_d4813 		he .
_d4813 		oh you wanna go to a different story ? 
_d4813 		hey what're all those eggs doing on the ground .
_d4813 		why all those eggs .
_d4813 		okay . 
_d4813 		tell me what happens here .
_d4813 		ha . 
_d4814 		oh the uncle Willy story . 
_d4814 		who's eating his pie ? 
_d4814 		who's eating his pie Naima ? 
_d4814 		pirates . 
_d4814 		mice . 
_d4814 		are you feeling sleepy ? 
_d4814 		ha this is where he dresses up like an alligator . 
_d4814 		and he scares those mice . 
_d4814 		that's he's pretending to be a monster like a crocodile . 
_d4814 		he's wearing a crocodile costume . 
_d4814 		uncle Willy is wearing it right there .
_d4814 		and there's Lolly worm . 
_d4814 		I think Lolly is saying hello to uncle Willy in that picture . 
_d4814 		I think that's what's happening . 
_d4814 		oh is that sergeant Murphy ? 
_d4814 		sergeant Murphy is taking the pirates away the pirates .
_d4814 		pirates .
_d4814 		there's the costume nobody's wearing it right now .
_d4815 		he made that costume out of some gr(ass) grass . 
_d4815 		he made some cloth out of grass so it was green and made him look like an alligator . 
_d4815 		oh that story is in there we can get that story . 
_d4815 		that's the second story in this book .
_d4815 		sergeant Murphy and the banana thief . 
_d4815 		sergeant Murphy was busy doing what ? 
_d4815 		yes . 
_d4815 		and then what happened .
_d4815 		who came running out of the market ? 
_d4815 		he had stolen a bunch of bananas . 
_d4815 		that's right that means he took them away without asking . 
_d4815 		without paying for them .
_d4815 		yes he's trying to escape them that means run away . 
_d4815 		Murphy look he's stealing your motorcycle too . 
_d4815 		banana's gorilla . 
_d4815 		you're putting the beeper in your shirt .
_d4815 		okay you can keep it there while we are reading the story . 
_d4815 		Huckel and Lolly worm were watching Huckel said you may borrow my tricycle to chase after him if you want to . 
_d4815 		the beeper is in your shirt . 
_d4815 		and then oop(s) there it goes there it goes the next  . 
_d4815 		oh maybe it's time to stop this tape . 
_d4815 		we can still read it there's the milk truck .
_d4815 		they raced through a crowded streets don't you ever ride your tricycle in the street . 
_d4815 		they cross the draw bridge just gentle with that please just as it was opening to let a boat to go through what's that pig doing ? 
_d4815 		swimming .
_d4815 		banana stops suddenly and let  .
_d4815 		xxx gosh he's knocking over the table all the bananas peels are falling in the air and falling on the ground  .
_d4816 		and the motorcycle knocked over the fire hydrant . 
_d4816 		what a mess . 
_d4816 		and who's chasing bananas .
_d4816 		and who else ? 
_d4816 		right sergeant Murphy and Lolly worm and Huckle the cat they all chasing him . 
_d4816 		mmmm+hmmm . 
_d4816 		yeah he owns the restaurant that means he brings people the food .
_d4816 		his restaurant he owns it .
_d4816 		I'm looking for a thief which is Murphy said together the searched the whole restaurant  but they couldn't find bananas anywhere . 
_d4816 		Louie then said seat down and relax  . 
_d4816 		I think there are banana peels in here I think that must mean banana's gorilla is here somewhere  . 
_d4816 		somebody has better to pick up those banana peels before someone slips on one don't you think so . 
_d4816 		the door is closed but the vacuum cleaner is very loud right now . 
_d4816 		Louie brought them a bowl of banana soup . 
_d4816 		where's the bowl of banana soup ? 
_d4816 		and who's sharing the soup ?
_d4816 		is anyone sharing it ? 
_d4816 		no . 
_d4816 		where's bananas gorilla ?
_d4816 		he's eating it he likes to eat it .
_d4816 		I think may be we'll turn off the the camera . 
_d4816 		yeah . 
_d4817 		xxx some batteries here . 
_d4817 		I now have . 
_d4817 		old batteries and both transmitters . 
_d4817 		and the new battery and the receiver to see if that is what was causing the +... 
_d4817 		yyy the green hair elastic on it  . 
_d4817 		don't touch , okay ? 
_d4817 		and now I'm going to hold up the one with the orange hair elastic in my mouth . 
_d4817 		xxx see if this one is possibly the problem .
_d4817 		okay .
_d4817 		this is the one +...
_d4817 		today is February twelfth . 
_d4817 		Wednesday .
_d4817 		what's the lizard doing ? 
_d4817 		oh , the lizard's gonna nurse ? 
_d4817 		what a nice little lizard . 
_d4817 		that's my beeper . 
_d4817 		no , it's really called a transmitter . 
_d4817 		lizard looks like he's lying down . 
_d4817 		he's nursing .
_d4817 		oh . 
_d4817 		but lizards don't nurse , do they ? 
_d4817 		I don't think lizards nurse . 
_d4817 		sh'we [: should we] read this now ? 
_d4817 		oh , where's the Max book ? 
_d4817 		this is the Max book . 
_d4817 		okay . 
_d4817 		shall we start from the beginning ? 
_d4817 		who's that ?
_d4817 		what are Max and Ruby doing here ? 
_d4817 		this book is called +... 
_d4817 		what's this book called , do you remember ? 
_d4817 		it's called bunny party . 
_d4817 		it's called bunny: party: . 
_d4817 		he is . 
_d4817 		and what's his sister's name ? 
_d4817 		his sister ? 
_d4817 		what's her name ? 
_d4817 		yeah . 
_d4817 		xxx .
_d4817 		her baby's name ? 
_d4817 		her brother's name is Max . 
_d4817 		they both are wearing party hats . 
_d4817 		and here's some mail . 
_d4817 		a picture of some mail . 
_d4817 		it's late at night +//.
_d4817 		well , it's sort of late for Naima .
_d4817 		the lizard wants to nurse again ? 
_d4817 		is the lizard sleepy , too ? 
_d4817 		on my knee ? 
_d4817 		okay . 
_d4817 		you mean on my knee , right ? 
_d4817 		okay . 
_d4817 		oh , like this ? 
_d4817 		okay . 
_d4817 		okay . 
_d4817 		is he listening to the story ?
_d4817 		Max wound up his jelly ball shooter spider . 
_d4817 		the spider shot red , blue and yellow jelly balls . 
_d4817 		what's Ruby doing ?
_d4817 		what does she have in her hand ? 
_d4817 		the spider is spitting out jelly balls . 
_d4817 		spitting out jelly balls . 
_d4817 		spitting out jelly balls . 
_d4817 		like that .
_d4817 		that Max . 
_d4817 		that Max . 
_d4817 		I sent out ten party invitations Max said Ruby . 
_d4817 		all the guests +...
_d4817 		wrote back and checked the yes box .
_d4817 		will you help me put +//.
_d4817 		what ? 
_d4817 		what about your foot ? 
_d4817 		I think we skipped a page by accident . 
