_d4287 		today is August sixteenth . 
_d4381 		I can't find him ! 
_d4381 		oh , there he is ! 
_d4381 		oh dear ! 
_d4381 		and what's this ?
_d4381 		the igloo ,  dear ! 
_d4381 		put the igloo up here .
_d4381 		I got the person . 
_d4381 		are you gonna throw it back down ? 
_d4381 		uh  ! 
_d4381 		oh no ! 
_d4381 		today is September (.) ninth .
_d4381 		uh  is right ! 
_d4381 		and Naima is really (.) talking (.) lo:ng sentences these days . 
_d4381 		that's that little picture that goes with the book ? 
_d4381 		it goes with the family book ? 
_d4381 		and you meant to say the little girl is looking at the water . 
_d4381 		that was a long sentence for you . 
_d4381 		dyou [: do you] remember reading that book the other day ?
_d4381 		black moose ? 
_d4381 		yeah , there's another new book , we brought two new books on vacation , and the other one has a moose in it .
_d4381 		yeah .
_d4381 		you wanna get the little girl book and the moose book , I think they're in the dining room .
_d4382 		should we go get em [: them] and bring em [: them] back and read them ? 
_d4382 		okay , let's go for a little walk . 
_d4382 		where ? 
_d4382 		oh , I see the moose book ! 
_d4382 		and I see the little girl book , let's bring these back to the (.) bedroom and read in the bedroom . 
_d4382 		you wanna carry the moose book , you bring the moose book , here Naima . 
_d4382 		can you carry that to the bedroom ? 
_d4382 		bedroom ! 
_d4382 		let's go read these in the bedroom . 
_d4382 		are you gonna come in here and read ? 
_d4382 		no , don't put your foot on that . 
_d4382 		that's baking soda . 
_d4382 		let's read this here . 
_d4382 		ah . 
_d4382 		let's sit on our messy bed (.) and read the books . 
_d4382 		you wanna sit down ? 
_d4382 		thank you .
_d4382 		oh .
_d4382 		okay . 
_d4382 		have a seat , let's read it , sit on Mommy's lap . 
_d4382 		mmmm+hmmm .
_d4382 		there ! 
_d4382 		mmmm . 
_d4382 		what do you see in that picture ?
_d4382 		yeah , what's the little girl doing ?
_d4382 		yeah . 
_d4382 		does she live in that house ?
_d4382 		blue .
_d4382 		here's the picture ! 
_d4382 		hmmm , I see trees . 
_d4382 		he:y ! 
_d4382 		the seagull is flying . 
_d4382 		I see the seagull's wings . 
_d4382 		and where is , where are the seagull's feet ?
_d4382 		you see his feet ? 
_d4382 		there's his feet , and what about his beak ? 
_d4382 		those are the wings . 
_d4382 		and the beak is here ! 
_d4382 		oh , what's happening in that picture ? 
_d4382 		yeah , what's happening ? 
_d4382 		xxx that girl's rowing a boat now . 
_d4382 		are there waves in the water ? 
_d4382 		yeah , and what's that ? 
_d4382 		dyou [: do you] know what that is ?
_d4382 		yes !
_d4382 		it's rope ! 
_d4382 		but this little girl also has a rope in her boat . 
_d4382 		that's her head , that's the top of her head .
_d4382 		we're looking down at her as if we were a bi:rd . 
_d4382 		hmmm+hmmm . 
_d4382 		what's happening in this picture ? 
_d4382 		what's the girl doing ? 
_d4382 		did she pick those blueberries ? 
_d4382 		she picked those blueberries . 
_d4382 		I remember when you picked blueberries when we were in Maine . 
_d4383 		yeah ! 
_d4383 		I see flowers in the grass too . 
_d4383 		she's looking up at the sky . 
_d4383 		let's turn this page . 
_d4383 		special treasures are found on sun warmed sands , what does she have in her hand ? 
_d4383 		shell . 
_d4383 		shells , there are shells in her basket , here's the basket . 
_d4383 		hey ! 
_d4383 		what's happening ? 
_d4383 		you know what , that's actually a sea urchin . 
_d4383 		it looks a little bit like seaweed but that's a sea urchin that's alive . 
_d4383 		that's her foot under the water , she's standing in the ocean . 
_d4383 		that's her hand , she's picking up the sea urchin .
_d4383 		sea urchin . 
_d4383 		that's the sea urchin . 
_d4383 		and these're [: these are] some rocks ! 
_d4383 		in the ocean . 
_d4383 		here she is again ! 
_d4383 		what's she doing ? 
_d4383 		yeah , she's in front of the fireplace . 
_d4383 		it looks like she's resting and thinking . 
_d4383 		or she might be listening to music . 
_d4383 		that's a lighthouse . 
_d4383 		lighthouse . 
_d4383 		xxx , what's happening in this picture ? 
_d4383 		hmmm . 
_d4383 		yeah , a little girl . 
_d4383 		it's raining and she's looking out the window . 
_d4383 		the window has rain on it . 
_d4383 		what's happening ?
_d4383 		you tell me ! 
_d4383 		what's she doin [: doing] ? 
_d4383 		yes , she's reading a book . 
_d4383 		what's she wearing ? 
_d4383 		that's her hair .
_d4383 		those are ribbons in her hair , she's wearing ribbons in her hair , what else is she wearing ? 
_d4383 		is she wearing boots ? 
_d4383 		no ! 
_d4383 		what's she wearing on her feet ? 
_d4383 		gloves ? 
_d4383 		she's wearing gloves ? 
_d4383 		no: ! 
_d4383 		what's she wearing on her feet ? 
_d4383 		clogs ? 
_d4383 		here are her feet , I don't see any clogs on her feet . 
_d4383 		what is , what're [: what are] these ? 
_d4383 		ribbons , these are the ribbons . 
_d4383 		what is this ? 
_d4383 		clogs !
_d4383 		you're making a joke , aren't you ? 
_d4383 		Mommy wears clogs (.) sometimes . 
_d4383 		my feet are (.) bare . 
_d4383 		she's wearing +... 
_d4383 		no , she's not wearing clogs , she's wearing (.) socks ! 
_d4383 		xxx   . 
_d4383 		what's she doing in that picture ?
_d4383 		she has a bear . 
_d4383 		no , it's a nice bear . 
_d4383 		scary bear !
_d4383 		you know how to make a scary bear ,  ,  dear !
_d4383 		it's nighttime in this picture , she's looking out the window at nighttime looking at the ocean . 
_d4383 		she's looking at the ocean and the bear is looking (.) , she's hugging the bear I think . 
_d4383 		yeah , is that how you hug ? 
_d4383 		she hugs her bear . 
_d4383 		yeah , that's my microphone . 
_d4383 		yeah , Naima has one too .
_d4383 		we both have them . 
_d4383 		yeah , you gonna pat it ? 
_d4383 		and , what's happening in this picture ? 
_d4383 		you can leave it there , what's happening in that picture ?
_d4383 		what is that ?
_d4383 		what is that , leave my microphone there , kay [: okay] ?
_d4384 		that's her bear (.) again . 
_d4384 		xxx , and what's she doing now ?
_d4384 		yes , she is sleeping ! 
_d4384 		are you sleepy , I thought you might be .
_d4384 		yes , the old yogurt is sitting right there .
_d4384 		that's right . 
_d4384 		and what's happening in this picture ?
_d4384 		she's writing , that's right . 
_d4384 		I wonder if she's writing (.) a wo:rd ? 
_d4384 		with a pencil , that's right ! 
_d4384 		she has a pencil . 
_d4384 		and what's she wearing ?
_d4384 		yeah , she's wearing a hat and I think she's wearing a swimsuit .
_d4384 		I think she's wearing a hat and a swimsuit . 
_d4384 		and she's sitting on the beach !
_d4384 		now we wanna look at the moose book ? 
_d4384 		yeah .
_d4384 		okay ! 
_d4384 		you can practically ,  , what do you see on the cover ? 
_d4384 		yeah !
_d4384 		I see one moose . 
_d4384 		and the name of , you know what +..?
_d4384 		what ? 
_d4384 		another moose or a little moose ? 
_d4384 		oh , you hug , like to hug the moose ? 
_d4384 		one moose  +... 
_d4384 		twenty mice , that's the name of the book !
_d4384 		one moose twenty mice . 
_d4384 		meow . 
_d4384 		one moose but where's the cat ? 
_d4384 		where's the cat ? 
_d4384 		yes , cat's hiding ! 
_d4384 		yes , the cat is hiding behind the number one . 
_d4384 		that's right . 
_d4384 		two crabs but where's the cat ? 
_d4384 		I see a tail . 
_d4384 		well , yeah , the cat's there too but I see the cat's tail under this (.) pail , this is a pail and the crabs are in the pail . 
_d4384 		and the cat's tail is under the pail . 
_d4384 		three ladybugs but where's the +...
_d4384 		where do you see the cat ? 
_d4384 		behind the leaf . 
_d4384 		the cat is behind the leaf . 
_d4384 		what's in this picture ? 
_d4384 		there's the kitty cat ! 
_d4384 		oh , you a little kitty cat ?
_d4384 		four whales ! 
_d4384 		let's count them , one two three four ! 
_d4384 		good job !
_d4384 		okay , you want me to count them ?
_d4384 		one two three four ! 
_d4384 		five horses but where's the cat ? 
_d4384 		the cat is behind the number five . 
_d4384 		the cat is hiding behind the number five .
_d4384 		meow meow meow meow . 
_d4384 		six quack quack quacks . 
_d4384 		six ducks but where's the cat ? 
_d4384 		let's count the ducks . 
_d4384 		there's a cat up here too , cat's up there , and there's the number six , let's count these ducks ! 
_d4384 		one two three four five six . 
_d4384 		wanna count the horses , Naima count the horses . 
_d4384 		one two three four five ! 
_d4384 		one two three four five ! 
_d4384 		up here !
_d4384 		kitty cat is hiding ! 
_d4384 		seven s:nakes but where's the cat ? 
_d4384 		I see a cat's tail right there . 
_d4384 		calling up ?
_d4384 		or crawling , the cat's crawling up ? 
_d4384 		ah . 
_d4384 		eight fro:gs ribbit ribbit ribbit ribbit ribbit ribbit ribbit ribbit .
_d4384 		but where's the cat , I see an eye there . 
_d4384 		and there's the tail of the cat . 
_d4384 		nine parrots (.) but (.) where's the cat ? 
_d4384 		I don't know where , o:h , the:re's the cat hiding behind the number nine ! 
_d4384 		hiding behind the number nine ! 
_d4384 		ho , what's this ?
_d4384 		yes , tigers !
_d4385 		how many tigers are there ? 
_d4385 		that , that's the number ten .
_d4385 		ten tigers but where's the cat ?
_d4385 		I see the cat's feet up here . 
_d4385 		I'm going to count (.) these tigers . 
_d4385 		one two three , one two three four five six seven eight nine ten ! 
_d4385 		there are ten tigers ! 
_d4385 		ten !
_d4385 		eleven , what are these ? 
_d4385 		yeah , what do the owls say ? 
_d4385 		ooh , very nice (.) owl sound .
_d4385 		and there's the cat .
_d4385 		cat is hiding under the owl tree ! 
_d4385 		and what about this picture , what's happening here ?
_d4385 		this is a bowl and there are twelve fish in it but where's the cat ? 
_d4385 		here's the cat's eyes ! 
_d4385 		thirteen monkeys (.) but where's the cat ?
_d4385 		monkeys ! 
_d4385 		what are the monkeys doing ? 
_d4385 		jumping ? 
_d4385 		oh , I don't know , they are , they look like they're jumping . 
_d4385 		fourteen do:gs but where's the cat ? 
_d4385 		it looks like those dogs are chasing the cat . 
_d4385 		it looks like they're chasing the cat . 
_d4385 		are you getting sleepy ? 
_d4385 		it's a dog .
_d4385 		fourteen dogs .
_d4386 		fifteen dolphins but where's he ca:t ? 
_d4386 		sixteen spiders but where's the cat ?
_d4386 		what's this ? 
_d4386 		Naima , what's that ? 
_d4386 		those are chickens but what's that ?
_d4386 		those are the spiders but what's this ? 
_d4386 		is it a web ? 
_d4386 		it's a spider web . 
_d4386 		yes , we see spider webs outside .
_d4387 		seventeen chickens , or hens , but where's the ca:t ? 
_d4387 		uh  , did you throw that person down ? 
_d4387 		what's in this picture ? 
_d4387 		butterflies !
_d4387 		eighteen butterflies but where's the +...
_d4387 		cat . 
_d4387 		meow meow .
_d4387 		nineteen , what are these ? 
_d4387 		yes , elephants ! 
_d4387 		yes , those elephants have flowers . 
_d4387 		nineteen elephants but where's the cat , I see the cat's tail right here . 
_d4387 		oh , I don't think those flowers have a name , those are generic flowers . 
_d4387 		generic flowers . 
_d4387 		twenty +...
_d4387 		twenty kitty cats ? 
_d4387 		what're these ? 
_d4387 		what are these ? 
_d4387 		there are twenty of them ! 
_d4387 		twenty mice ! 
_d4387 		squeak squeak !
_d4387 		and he:re's the cat ! 
_d4387 		meow: .
_d4387 		cats like to chase mice . 
_d4387 		and here's some numbers , there's a five and a nine ! 
_d4387 		all done with this book ? 
_d4387 		yeah , read this book again ?
_d4387 		read the moose again ? 
_d4387 		okay , I'll try to read it upside down . 
_d4387 		one moose but where's the cat ? 
_d4387 		right there . 
_d4387 		two crabs (.) but where's the cat ? 
_d4387 		kay , you read this page . 
_d4387 		four +... 
_d4387 		what are those ? 
_d4387 		the crabs are on this page , see ?
_d4387 		what are these , dyou [: do you] remember ? 
_d4387 		those are the crabs !
_d4387 		two crabs . 
_d4387 		what's this ? 
_d4387 		there's the ducks , what're these ?
_d4387 		yeah .
_d4387 		yeah , frogs .
_d4387 		yeah .
_d4387 		those're [: those are] the snakes . 
_d4387 		hey ! 
_d4387 		what's the cat doing ? 
_d4387 		what's the cat doing ? 
_d4387 		meow meow meow ? 
_d4387 		are you ready to eat more breakfast ? 
_d4387 		whoa ! 
_d4387 		hug .
_d4387 		hug . 
_d4387 		rar . 
_d4387 		ten tigers . 
_d4387 		let's count to ten , one +... 
_d4387 		you want some fromage ?
_d4387 		o:h , lie down nursie ? 
_d4387 		are you sleepy ? 
_d4387 		we can do some , what ?
_d4387 		what ? 
_d4387 		say it again ? 
_d4387 		what do you need ? 
_d4387 		oh . 
_d4387 		I don't know whatchou [: what you] want , what you're saying , honey . 
_d4387 		I know , say it again , okay ? 
_d4387 		be careful there , please . 
_d4387 		that's all+right . 
_d4387 		try telling me again what you need . 
_d4387 		nursie ?
_d4387 		all+right , let's take these off .
_d4387 		xxx .
_d4387 		take mine off too , okay .
_d4388 		I'll take mine off . 
_d4388 		what're [: what are] we gonna do now ? 
_d4388 		that's a backpack , isn't it ? 
_d4388 		that's your backpack . 
_d4388 		what are you doing ? 
_d4388 		Naima doing what ? 
_d4388 		open it ? 
_d4388 		oh , unzip . 
_d4388 		zip . 
_d4388 		zip . 
_d4388 		what's inside ? 
_d4388 		okay . 
_d4388 		I'll take that now , kay [: okay] ? 
_d4388 		Mommy's gonna take it away . 
_d4388 		um , so this is September (.) ninth . 
_d4388 		motorcycle man said   ?
_d4388 		Tuesday September tenth .
_d4388 		motorcycle man said   ? 
_d4388 		really ? 
_d4388 		when did he say that ?
_d4388 		Mommy talking about love motorcycles , you mean I was telling him that Naima loves motorcycles . 
_d4388 		peek+a+boo see you . 
_d4388 		what was that you just said when you woke up this morning ? 
_d4388 		was that a sentence ? 
_d4388 		motorcycle man did say (.)   .
_d4388 		why did he say   , when did he say   ? 
_d4388 		yes , baby ?
_d4388 		Mommy's gonna give you a good morning hug , good morning ! 
_d4388 		you want me to put these funny things back ? 
_d4388 		but you talk so much when you wake up , Naima talks a lot when she wakes up .
_d4389 		you did , you bit Mommy last night and it hurt . 
_d4389 		and we couldn't nurse when that happened . 
_d4389 		you're right .
_d4389 		you were upset , I know . 
_d4389 		we were both upset .
_d4389 		yeah , I'm wearing a microphone , isn't that funny ?
_d4389 		you want me to take it off , yeah .
_d4389 		Naima what ? 
_d4389 		I'm gonna lie down a little bit and listen to you talk and go back to sleep . 
_d4389 		mmmm . 
_d4389 		are you sleepy , Naima ? 
_d4389 		do you remember what we did yesterday ? 
_d4389 		yesterday we went to the new house with  , in the car . 
_d4389 		dyou [: do you] remember that ? 
_d4389 		yes !
_d4389 		little toys away ? 
_d4389 		yeah , Mommy is wearing a microphone .
_d4389 		yeah , I didn't put it on you .
_d4390 		what did we do at the new house , dyou [: do you] remember ? 
_d4390 		we went in , yes !
_d4390 		didjou [: did you] see Naima's room ? 
_d4390 		yeah !
_d4390 		we put , got some toys and you rolled some rolls . 
_d4390 		some tubes , you rolled some tubes . 
_d4390 		you want me to put that away ?
_d4390 		you could just leave it here . 
_d4390 		you don't have_to pay any attention to it . 
_d4390 		well , let's leave it closed for now . 
_d4390 		oh , you already know how to open it ,  . 
_d4390 		did we go to , did we go somewhere else with  yesterday ? 
_d4390 		in the car ? 
_d4390 		yes , where did we eat snacks ? 
_d4390 		yeah !
_d4390 		we went +...
_d4390 		what didjou [: did you] play with at the play+ground ?
_d4390 		yeah !
_d4390 		yeah .
_d4390 		you went down the slide with  and then you went with Mommy , (.) on my lap .
_d4390 		wee: clunk ! 
_d4390 		clunk .
_d4390 		clunk not clump .
_d4390 		clunk ! 
_d4390 		wee: , actually what Daddy says is kaboom . 
_d4390 		wee: kaboom . 
_d4390 		yes , it's a different play+ground where you went with Daddy and he said kaboom when he went down the slide with you on his lap .
_d4391 		oh and we saw babies at that one and we didn't know what their names were . 
_d4391 		oh , well actually ,  . 
_d4391 		we did know what one of them was called . 
_d4391 		not Zoe , no , it wasn't Zoe . 
_d4391 		Zoe is a doll in that goodnight book . 
_d4391 		that's right . 
_d4391 		mmmm , what else did we do yesterday , we went to the store after we went to the play+ground in the new house . 
_d4391 		we went to the store , remember ? 
_d4391 		what did we do there ? 
_d4391 		we were eating ? 
_d4391 		you know what , I think you should stop playing with that cause [: because] that's gonna make some noise . 
_d4391 		what were we , what did we do at the store , did we (.) buy something ? 
_d4391 		what did we buy ? 
_d4391 		uh huh .
_d4392 		yes , I said you'll make noise if you keep playing with that . 
_d4392 		for the person who's listening it will be a lot of noise . 
_d4392 		it will be a lot of noise . 
_d4392 		oh , hug .
_d4392 		should we go find Daddy this morning ? 
_d4392 		what ?
_d4392 		yeah , I'm wearing a microphone .
_d4392 		Daddy microphone ? 
_d4392 		yeah .
_d4392 		you're upside down . 
_d4392 		today we're gonna go to a play group . 
_d4392 		xxx , not that play group , we'll go to that one on Thursday . 
_d4392 		the one where we see  ? 
_d4392 		this one is going to be at the library but it's a different group of people . 
_d4392 		this is the one where we see nurse  . 
_d4392 		you remember nurse  ? 
_d4392 		she was at the play group we used to go to . 
_d4392 		the one where we met  . 
_d4392 		you remember  ? 
_d4392 		xxx in the car ?
_d4392 		didjou [: did you] play Legos with  , I'm not sure you did . 
_d4392 		Naima was driving a car ? 
_d4392 		were you driving a car at the play+ground yesterday ? 
_d4392 		what didjou [: did you] do last night ? 
_d4392 		yeah , that's true , you were !
_d4393 		I think we should change your diaper ! 
_d4393 		dyou [: do you] wanna try going to the potty , remember there's a potty now ! 
_d4393 		the potty came yesterday and you sat on it . 
_d4393 		wanna see what it's like ? 
_d4393 		Naima's potty , that's right .
_d4393 		you're getting off the bed ? 
_d4393 		cause [: because] you wanna try the potty ? 
_d4393 		oh , I guess so , okay . 
_d4393 		okay , little girl . 
_d4393 		you know what it's time to do ? 
_d4393 		I know , I dropped that thing by accident .
_d4393 		I know , it's your man .
_d4393 		it's Naima's man ?
_d4394 		it's time to put a clean diaper on . 
_d4394 		almost , almost done already . 
_d4394 		almost , not quite done .
_d4394 		soon . 
_d4394 		one two three , zip zip zip , we'll do it really fast .
_d4394 		mama bear ? 
_d4394 		there's a bear in the other room ? 
_d4394 		oh , that's very scary .
_d4394 		are you growling like a bear ?
_d4394 		a bear growls , a dog barks .
_d4394 		rar . 
_d4394 		that's called growling . 
_d4394 		growl_a !
_d4394 		you should ask Daddy if he can growl_a . 
_d4394 		okay .
_d4394 		are you hungry to nurse ?
_d4394 		you know , you could have some regular breakfast too . 
_d4394 		you could have +...
_d4394 		what ?
_d4394 		I said you could have regular breakfast . 
_d4394 		you could have porridge ! 
_d4394 		you could have porridge like Goldilocks ! 
_d4394 		steaming porridge ! 
_d4394 		Naima could have (.) porridge sitting in her high chair just like Goldilocks has !
_d4394 		you could have porridge and blueberries ! 
_d4394 		you could have scrambled eggs ! 
_d4394 		Naima likes scrambled eggs , doesn't she ?
_d4394 		don't you ? 
_d4394 		Naima likes scrambled eggs ! 
_d4395 		she said something like that . 
_d4395 		what is Naima doing ?
_d4395 		xxx said ee: ! 
_d4395 		oh gosh , yeah .
_d4395 		daddiji went home yesterday . 
_d4395 		what did daddiji say ? 
_d4395 		she said little girls ? 
_d4395 		you are stomping ! 
_d4395 		you're kicking on the bed .
_d4395 		should we go cook get you some breakfast ? 
_d4396 		they went to Boston . 
_d4396 		yoga ? 
_d4396 		did I say something about yoga ?
_d4396 		oh , I said , I said to the motorcycle man (.) Naima loves motorcycles .
_d4396 		and the motorcycle man said   (.) that's very young .
_d4396 		actually what he said was (.) she must like the shiny colors but I knew better and I said +...
_d4396 		yoga ? 
_d4396 		was I talking about yoga (.) yesterday I don't remember . 
_d4396 		yoga ! 
_d4396 		is that a funny word ? 
_d4396 		yogurt ? 
_d4396 		yoga ! 
_d4396 		maybe daddiji was talking about yoga , maybe I was talking about yoga . 
_d4396 		maybe Naima's , what ?
_d4397 		yoga's [: yoga is] something different , yes: . 
_d4397 		please don't fall off the bed . 
_d4397 		let's put (.) a shirt on and go and have breakfast . 
_d4397 		no breakfast ?
_d4397 		you're going to fall down ? 
_d4397 		na:h ! 
_d4397 		you can get down .
_d4397 		you know how to get off the bed carefully I know you do . 
_d4397 		yes ! 
_d4397 		I think Daddy's coming . 
_d4397 		Daddy's car ? 
_d4397 		what , what color is Daddy's car ?
_d4397 		is it really ?
_d4398 		red ? 
_d4398 		his hair is wet ? 
_d4398 		Naima's [: Naima is] gonna take a shower ? 
_d4398 		hi Daddy ! 
_d4398 		hello . 
_d4398 		are you taping ? 
_d4398 		mmmm+hmmm .
_d4398 		I can take it off , I'll turn it off . 
_d4398 		you have enough ? 
_d4398 		no , but that's all+right .
_d4398 		it's all+right , you don't have_to stop it . 
_d4398 		yes , she's telling you that I dropped the man .
_d4398 		xxx .
_d4398 		I'm gonna stop it .
