_t4 		xxx okay let see , we in business ? 
_t4 		hey look at that hat somebody else I know has a hat like that . 
_t4 		a fire fighter's hat . 
_t4 		Naima has one just like that . 
_t4 		oh look what's what is that what is that fire fighter doing here . 
_t4 		that's a piece of thread I'll take that . 
_t4 		what's what's that bunny rabbit doing ? 
_t4 		the fire fighter bunny . 
_t4 		here's that what's this ? 
_t4 		a pole . 
_t4 		yeah you slid down the pole . 
_t4 		and the bunny rabbit is sliding down the pole . 
_t4 		oh going to the fire engine . 
_t4 		driving the fire engine . 
_t4 		it's going up the hill . 
_t4 		and the rest of this book seems to be in the car I think because this book is broken in half . 
_t4 		well I could fix it except the rest of it is in the car . 
_t4 		we we'll get it when we go to the car next . 
_t4 		okay . 
_t4 		potatoes what are they doing ? 
_t4 		hi hi hi . 
_t4 		they're hiding in that box . 
_t4 		they look like they're hiding in that box .
_t4 		are they hiding in that box again ? 
_t4 		I see the gorilla went for a little rest in the box also . 
_t4 		mmmm+hmmm .
_t4 		you're mixing them together . 
_t4 		they're all going in the box . 
_t4 		you're mixing them in ? 
_t4 		I think I'm going to put the clothes that are in the washing machine into the dryer and dry them . 
_t4 		would you like to come with me while I'll do that ? 
_t4 		okay you can stay here I'm not gonna take long . 
_t4 		oh yeah there's more animals here and there and everywhere . 
_t4 		those cards are all over the place . 
_t4 		let see . 
_t4 		hi . 
_t4 		I'm putting the wet clothes into the dryer .
_t4 		yeah . 
_t4 		that's a joke . 
_t4 		that's a funny way of saying kitty cat . 
_t4 		kitty cat  . 
_t4 		what ?
_t4 		what ? 
_t4 		purple cat . 
_t4 		oh yeah [x 
_t4 		oh that's a piece of the laundry basket which I'll take from you thank you . 
_t4 		okay I'm gonna wash these new clothes of yours . 
_t4 		and then you can wear them .
_t4 		what are you  you put the person in the sheets .
_t4 		oh dear . 
_t4 		are you gonna move those sheets into the other room so I can put them away ?
_t4 		hey one of your little lego peoples .
_t4 		yes . 
_t4 		you want me to do it okay .
_t4 		oh there's a per(son)  there are several people here I see yes  .
_t4 		I'm gonna put these sheets in the closet where they belong . 
_t4 		are those people having fun in there ? 
_t4 		I'm folding a sheet .
_t4 		I am folding the sheet .
_t4 		yeah .
_t4 		folding up the sheets .
_t4 		or juice ? 
_t4 		you gonna put it on the rug . 
_t4 		what is Naima looking for ? 
_t4 		I don't know . 
_t4 		why are all your baby blankets here . 
_t4 		baby bugs I was talking about the baby blankets . 
_t4 		the baby what ? 
_t4 		blankets that was I talking about baby blankets . 
_t4 		well I just hang them at the edge of crib right there .
_t4 		I put them there . 
_t4 		now I'm gonna go hang these Mommy's bathrobe up in her bathroom . 
_t4 		and ? 
_t4 		oh what animal is that ? 
_t4 		oh what kind of animal is that ? 
_t4 		you tell me .
_t4 		that's the wolf . 
_t4 		you are giving that to me thank you . 
_t4 		let's go back in the other room now . 
_t4 		oop(s) .
_t4 		hi horsie . 
_t4 		hi nice horsie . 
_t4 		hi nice horsie . 
_t4 		hi nice horsie . 
_t4 		you know I think possibly some of the toys that are here are toys that you don't really play with any more we should give them to somebody who doesn't have any toys .
_t4 		what do you think about that idea ? 
_t4 		you don't wanna give them away even the ones you don't play with any more ? 
_t4 		let's look at them and see . 
_t4 		let's look at +//.
_t4 		that's the plane . 
_t4 		well let see .
_t4 		you use it when it was bath time the other day . 
_t4 		aha .
_t4 		okay well we can keep that one . 
_t4 		but this you don't really use this any more . 
_t4 		we can give this one away right . 
_t4 		yeah okay good hey look who I found . 
_t4 		doggy woggy was in there .
_t4 		let see . 
_t4 		what about the bug do you wanna keep the bug you don't play with the bug very much anymore . 
_t4 		what do you think ? 
_t4 		you do wanna play with that again okay . 
_t4 		how about the ball this ball ? 
_t4 		it goes under the crib .
_t4 		I haven't see you play with that very much you wanna give that one away . 
_t4 		no . 
_t4 		so so far we can only give away this rattle .
_t4 		how about this can we give this away ? 
_t4 		how about if we give that one to  .
_t4 		can we give that to  ? 
_t4 		we give that one to  .
_t4 		what's the rake doing there ? 
_t4 		what about these little tiny books ? 
_t4 		you wanna keep these or you wanna give them away ? 
_t4 		you you have a lot of toys .
_t4 		oh I think the scoop is where the other water toys are . 
_t4 		how about this you can give this back to  .
_t4 		no you sure ? 
_t4 		you mean I haven't seen you play with this at all .
_t4 		what is it what are those ? 
_t4 		they are like grapes aren't they ?
_t4 		it's a very nice toy .
_t4 		but it's for little babies it's not for big girls like you you gonna get new toys soon . 
_t4 		so let's give away the old ones . 
_t4 		you wanna have the old ones . 
_t4 		and how about the little elephant ? 
_t4 		these are actually socks for a very little baby . 
_t4 		did you know that ? 
_t4 		they're foot finders . 
_t4 		they're foot socks for a little baby . 
_t4 		the scoop is in the bathroom .
_t4 		and you definitely don't use these any more . 
_t4 		I guess you use the people don't you a little people . 
_t4 		how about this rattle this is for a litle baby don't you think ? 
_t4 		in fact this entire shape sorting toy .
_t4 		this really is for little babies . 
_t4 		who who you're trying figure out how to fit rings in the slot . 
_t4 		you already know how to do that . 
_t4 		there's the jaguar card I see it .
_t4 		what is that do you know what that is ? 
_t4 		that's called a raccoon . 
_t4 		what's the raccoon doing ?
_t4 		and doggy woggy .
_t4 		they were in there all this time . 
_t4 		hmmm . 
_t4 		you missed her huh ? 
_t4 		you missed Asha Basha . 
_t4 		mmmm there's a lego car too . 
_t4 		we are finding a lot  here's your other mitten . 
_t4 		I wonder where that was . 
_t4 		you don't need the Boppy pillow any more . 
_t4 		well she might like it or so or even a littler baby might like it . 
_t4 		let's put these things we gonna give away somewhere else . 
_t4 		well I don't think you gonna miss them at the end . 
_t4 		you have doggy woggy and Asha . 
_t4 		yeah .
_t4 		mmmm .
_t4 		you're looking for more toys to give away . 
_t4 		let see if this sweater still fits you . 
_t4 		this might be to small for you . 
_t4 		yeah if it's too small we give it to  . 
_t4 		can I just try it on you for a second put Asha down just for a second . 
_t4 		let's put the sweater on . 
_t4 		well well it sort of does fit . 
_t4 		we'll hold on to it a little while longer . 
_t4 		yeah . 
_t4 		sit in the rocking chair . 
_t4 		xxx .
_t4 		are you gonna sit in that rocking chair ?
_t4 		you want me I don't really fit in that rocking chair my bottom is too big . 
_t4 		you fit in it . 
_t4 		mmmm those are the beads aren't they ? 
_t4 		xxx that makes a good noise . 
_t4 		you wanna read the book . 
_t4 		which book ? 
_t4 		okay . 
_t4 		and we gonna clean up the toys a little bit . 
_t4 		Kim and Carrots . 
_t4 		Kim has a shopping cart and a purse with pretend money in it where's the purse . 
_t4 		where's the purse ? 
_t4 		yeah . 
_t4 		Kim and Carrots are making a store . 
_t4 		mmmm a panda bear mmmm+hmmm . 
_t4 		who will have it I wonder . 
_t4 		the Kim and Carrots store has toys cookies and fruit for sale . 
_t4 		Mommy visits the store and buys two . 
_t4 		oranges .
_t4 		now it's Kim's turn to go shopping . 
_t4 		Kim buys a +//. 
_t4 		Kim buys a bear and an apple thank you very much Carrots you know it by heart don't you . 
_t4 		what else is in here ? 
_t4 		oh trucks . 
_t4 		the big truck drives down the bumpy road bumpy bumpy bumpy bumpy bumpy . 
_t4 		stops and dumps its heavy load . 
_t4 		the bulldozer pushes and smooths it down then the big truck heads back to town . 
_t4 		the big truck is back at the gravel road it dumps another heavy load . 
_t4 		this time the roller has work to do , it pushes and smooths , the road is new . 
_t4 		let me blow your nose . 
_t4 		you have a runny nose . 
_t4 		Mommy and Naima need to go to the store . 
_t4 		in a little bit not just yet we're gonna be going to the store in a little bit though . 
_t4 		okay . 
_t4 		you have the rake . 
_t4 		hmmm let's see . 
_t4 		Mommy is +//.
_t4 		Mommy is rearranging the things a little bit in your room . 
_t4 		rearranging . 
_t4 		what are you doing Naima ? 
_t4 		hmmm okay .
_t4 		what is Asha Basha doing ? 
_t4 		sleeping in your hand . 
_t4 		is she comfy ? 
_t4 		you wanna give away the rings really . 
_t4 		I thought you like to play with them we can give them away if you want . 
_t4 		we need to find them all though if we gonna give them away . 
_t4 		here's one of them do you know where the other rings are ? 
_t4 		here's the top to it . 
_t4 		but I know there are other rings . 
_t4 		where are the rings ? 
_t4 		penguins and a fox and +//. 
_t4 		ants . 
_t4 		yeah . 
_t4 		there are a lot of animal cards . 
_t4 		Mommy's just putting these books over here for now do you wanna [: want to ] help by cleaning up also ? 
_t4 		you know who's that ? 
_t4 		is a picture of  . 
_t4 		do you remember  ? 
_t4 		do you remember  ? 
_t4 		she is at the old house under the the television . 
_t4 		that's where that picture is taken . 
_t4 		oh there's the phone . 
_t4 		let's go answer the phone . 
_t4 		Mommy's gonna [: going to ] answer the phone now . 
_t4 		if I can find the phone . 
_t4 		hello . 
_t4 		hello . 
_t4 		no there's no one here by that name . 
_t4 		yes it is there's no one here by that name . 
_t4 		yeah . 
_t4 		ah well  that would be me but  you know we've been getting lot's of calls from them I I don't really have time to talk right now . 
_t4 		yeah you have a stamp on your hand .
_t4 		I need to find that phone and bring it into Naima's room . 
_t4 		you were talking about  right . 
_t4 		do you remember  ? 
_t4 		she use to take care of you and play with you . 
_t4 		go for walks . 
_t4 		you remember ? 
_t4 		yeah . 
_t4 		in the old house specially that's right . 
_t4 		I'm gonna take this [: going to]  the rings are in here . 
_t4 		the rings are in here . 
_t4 		Mommy is going to keep cleaning up . 
_t4 		is sorting and putting away the toys . 
_t4 		here are the other rings . 
_t4 		do you remember how these rings go on the pole ? 
_t4 		let's put them over here . 
_t4 		does the red one go first ? 
_t4 		ah . 
_t4 		there's the red one which one goes on next ? 
_t4 		you think the green one goes on next ? 
_t4 		and then the blue one you're putting on next . 
_t4 		ahh .
_t4 		hey you put them all on where's the red one that goes on the very top ? 
_t4 		the round red one . 
_t4 		oh and then the one in your hand also . 
_t4 		oh yeah that one goes on the top doesn't it ? 
_t4 		now I also haven't seen you playing with the puppy very much should we give the puppy away ? 
_t4 		no you wanna keep the puppy ? 
_t4 		okay . 
_t4 		in the house .
_t4 		okay .
_t4 		you use it very well . 
_t4 		oh you put all the rings on a pole looks very good . 
_t4 		how about the little mouse ? 
_t4 		can we give this away you don't use the mouse very much . 
_t4 		no you wanna keep the mouse . 
_t4 		xxx there's Jeremiah . 
_t4 		I'm gonna put this hair elastic in your hair . 
_t4 		to keep your hair out of your face . 
_t4 		I'm making your room a little bit neater . 
_t4 		that nothing is in that that's right . 
_t4 		nothing is in that raisin container . 
_t4 		you ganna [: going to] put the alphabet blocks there  . 
_t4 		okay . 
_t4 		really you don't like that book ? 
_t4 		you don't like that book . 
_t4 		well . 
_t4 		you wanna look inside . 
_t4 		one sign . 
_t4 		two bones . 
_t4 		three books . 
_t4 		four . 
_t4 		butterflies . 
_t4 		five . 
_t4 		six . 
_t4 		blocks .
_t4 		seven .
_t4 		eight . 
_t4 		nine . 
_t4 		nine what ? 
_t4 		lady bugs .
_t4 		and ten . 
_t4 		what are these ? 
_t4 		stars . 
_t4 		that's the end of that book . 
_t4 		that's a nice little book . 
_t4 		it's a very little book . 
_t4 		I'm still cleaning up in your room . 
_t4 		you don't want me to take a puppy away okay . 
_t4 		oh she's riding she looks like she's riding like the baby rides on Carl . 
_t4 		oh you're making her safe on the back of the puppy . 
_t4 		be safe .
_t4 		did she fall off ?
_t4 		she fell off again . 
_t4 		I think it's because she's slippery . 
_t4 		no . 
_t4 		oh the duck is on the dog now . 
_t4 		she's gonna ride on the dog's tail . 
_t4 		she can ride on the tail . 
_t4 		she can or she can't . 
_t4 		did that duck fall off ?
_t4 		yeah where are the other beads ? 
_t4 		oh . 
_t4 		how many beads do you have there ? 
_t4 		how many ? 
_t4 		did you count them ? 
_t4 		did you count these beads ? 
_t4 		one . 
_t4 		are you making a popping noise ? 
_t4 		one two . 
_t4 		yeah see you have three beads there . 
_t4 		umm that's a good popping noise alright .
_t4 		it's a big popping noise . 
_t4 		pop pop pop pop pop pop . 
_t4 		yeah . 
_t4 		that's how that sound goes pop pop pop can you pop those bubbles . 
_t4 		here's somebody . 
_t4 		yeah . 
_t4 		they're mixed up . 
_t4 		um . 
_t4 		is that person having a picnic at that table ?
_t4 		is he going to eat something at the picnic also ?
_t4 		hmmm what is he doing ? 
_t4 		what did you do at Gymboree this morning do you remember ? 
_t4 		you popped the bubbles . 
_t4 		what else did you do ? 
_t4 		you sang a song . 
_t4 		yeah . 
_t4 		did you go down any slides ? 
_t4 		and I think you rode on something too , didn't you ? 
_t4 		what did you ride on ? 
_t4 		oh you rode on the parachute that's right .
_t4 		and you rode on the horse . 
_t4 		also . 
_t4 		I'm asking you questions . 
_t4 		and what did you get on your hands at Gymboree ? 
_t4 		who stamped your hands ? 
_t4 		um . 
_t4 		who stamped your hand ? 
_t4 		do you remember ? 
_t4 		what's her name ? 
_t4 		Tasha .
_t4 		yeah she stamped that Gymbo stamped on you also you have one on each of your hands . 
_t4 		wow . 
_t4 		wow . 
_t4 		pop . 
_t4 		hah what do you hear I hear something . 
_t4 		yeah . 
_t4 		it's called a fire engine . 
_t4 		and it makes a noise with its siren . 
_t4 		fire engines have sirens . 
_t4 		well we are to far away to see it . 
_t4 		if we were in our car driving we might see it . 
_t4 		sounds very close . 
_t4 		what would you like me to read ? 
_t4 		oh that's a very old book that use to be Mommy's when Mommy was little .
_t4 		you want me to read that ?
_t4 		okay okay hold on give me a second .
_t4 		putting these other books away . 
_t4 		putting books away . 
_t4 		I hear another fire engine it is an old book yeah .
_t4 		I hear another fire engine do you hear that too . 
_t4 		Mommy is trying get things cleaned up just a little bit . 
_t4 		you like to lose things Mommy likes to keep things .
_t4 		a little bit on the clean side just a little bit . 
_t4 		do you wanna read that book now . 
_t4 		ahh okay . 
_t4 		come on over here and read it . 
_t4 		you wanna read the book now ?
_t4 		Hanuman is looking very noble in that picture .
_t4 		here I look at this with you you wanna sit on my lap ? 
_t4 		okay . 
_t4 		hey that's Pooh bear . 
_t4 		that's Eeyore the donkey . 
_t4 		the old gray donkey Eeyore . 
_t4 		stood by himself in a desolate corner of the forest . 
_t4 his friend feet well apart his head on one side 
_t4  thought about things sometimes he thought sadly to himself why 
_t4  sometimes he thought where for 
_t4  sometimes he thought in as much as which 
_t4  sometimes he didn't quite know what he was thinking about . 
_t4 		that's Eeyore . 
_t4 		oh this is a pop up book .
_t4 		except it's very old so it's not popping up . 
_t4 		oh so Winnie the Pooh came stumping along . 
_t4 		Eeyore was very glad . 
_t4 		here's Winnie the Pooh . 
_t4 		and there's Piglet . 
_t4 		and there's Eeyore . 
_t4 		Tigger is climbing up a tree . 
_t4 		hmmm . 
_t4 		Pooh bear is there .
_t4 		he's looking at Eeyore's bottom and noticing that Eeyore doesn't have a tail . 
_t4 		someone must have taken it said Eeyore how like them he added after a long silence . 
_t4 		Eeyore's very gloomy . 
_t4 		oh yeah Tigger came down from the tree . 
_t4 		Eeyore he said solemnly I Winnie the Pooh will find your tail for you . 
_t4 		um here they are having fun in a Hundred Acre Wood . 
_t4 		that's Eeyore . 
_t4 		Eeyore is bemoaning the loss of his tail . 
_t4 		Mommy is turning the pages oh+my+goodness . 
_t4 		look at this big pop up . 
_t4 		oh+my+goodness . 
_t4 		ahh this is  . 
_t4 		ah it's a little house . 
_t4 		well said Owl the crustimony proseedcake in such cases is as follows . 
_t4 		what does crustimony proseedcake mean said Pooh for I'm a bear of a very little brain and long words bother me . 
_t4 		it means the thing to do . 
_t4 		ah let Mommy turn that page there . 
_t4 		mmmm  this is Christopher Robin . 
_t4 		and Christopher Robin is talking to Pooh bear about the tail . 
_t4 		that's Eeyore's tail . 
_t4 		um that looks like a picnic to me . 
_t4 		picnic table with a picnic basket . 
_t4 		oh that looks like the Tigger . 
_t4 		let me bend a piece head there Tigger and I think that's Rue . 
_t4 		I think his name is Rue . 
_t4 		and this is the end . 
_t4 		who found the tail . 
_t4 		I said Pooh at a quarter to two . 
_t4 		I found the tail . 
_t4 		the end . 
_t4 		that's the end of that book . 
_t4 		what are you getting ? 
_t4 		another book  that's a good book . 
_t4 		yyy . 
_t4 		we'll just look at the pictures . 
_t4 		o:h  . 
_t4 		wow and let see what other pictures they have here . 
_t4 		mmmm  . 
_t4 		this is for big girls to read . 
_t4 		yyy . 
_t4 		and this is  we can probably look at this . 
_t4 		this is called the rag coat . 
_t4 		hmmm they're in a wagon in this picture . 
_t4 		and they are using a quilt to stay warm in the snow . 
_t4 		see it's snowing here . 
_t4 		you gonna look at those pictures why don't you bring it up here so Mommy can see also .
_t4 		let's look at these picture . 
_t4 		here's the little girl . 
_t4 		xxx they're making a quilt  . 
_t4 		they are making a quilt .
_t4 		mmmm  . 
_t4 		mmmm there's a little girl she's going to school  .
_t4 		mmmm+hmmm .
_t4 		hmmm . 
_t4 		oh let's look at that kitchen fun . 
_t4 		um recipes wow . 
_t4 		peanut+butter cookies . 
_t4 		fairy ginger bread . 
_t4 		chocolate nut drop cookies . 
_t4 		Cinderella cake . 
_t4 		um yummy eggs . 
_t4 		surprise carrot loaf . 
_t4 		that looks terrible . 
_t4 		choo  salad . 
_t4 		kitchen fun how old is this . 
_t4 		nineteen thirty two . 
_t4 		kitchen fun is what it's called . 
_t4 		hmmm  are you hungry for snack by the way ? 
_t4 		does any one want a snack ? 
_t4 		no okay . 
_t4 		did you wanna look at these pictures ? 
_t4 		queen of the tortoises . 
_t4 		look at those those are like turtles . 
_t4 		um  . 
_t4 		there are some other animals including a camel . 
_t4 		I think it's gonna be time to go out to the store soon . 
_t4 		he wants to listen to the story okay .
_t4 		there is the tortoise . 
_t4 		there is . 
_t4 		he's listening to the story okay  mmmm+hmmm . 
_t4 		that's called kitchen fun . 
_t4 		that's called the rag coat . 
_t4 		we didn't finish reading that one  o:h . 
_t4 		um that's called a quilted coat  . 
_t4 		and this is  . 
_t4 		that's called a quilted coat a rag coat . 
_t4 		that's a doll sitting against some books   . 
_t4 		um Mommy's looking at that book .
_t4 		Mommy was admiring that book of yours . 
_t4 		shall we go play in the other room for a while .
_t4 		shall we change your diaper actually ?
_t4 		you're taking all those books out . 
_t4 		these are special books they are they are not really for reading right now they are for reading when you get older . 
_t4 		those are books for reading when you get a little bit older okay .
_t4 		yes actually they are . 
_t4 		what are you doing with your aqua shoes ? 
_t4 		you taking them down ? 
_t4 		and the duck puzzle is there , too .
_t4 		I'll just put it in the backpack  . 
_t4 		where are +//.
_t4 		do we have all the pieces for the duck puzzle ? 
_t4 		do you know if we have all those pieces ? 
_t4 		oh , you wanna play with the blocks ? 
_t4 		somebody +... 
_t4 		oh , you're gonna make a table , somebody's gonna [: going to] sit at that table to eat ? 
_t4 		great . 
_t4 		oh .
_t4 		yeah , that's about Pooh bear , isn't it ? 
_t4 		today is December +... 
_t4 		fifth +//.
_t4 		uh no , today is December sixth , Friday . 
_t4 		and we taped recently , but +... 
_t4 		we're taping again , okay . 
_t4 		I will read that book . 
_t4 		do you wanna sit in my lap to read it ? 
_t4 		mmmm . 
_t4 		hey , what's happening there ? 
_t4 		well , Christopher Robin is using a hammer to put Eeyore's tail back on him . 
_t4 		and who's that ? 
_t4 		yeah . 
_t4 		and look , he doesn't have a tail in that picture . 
_t4 		oh sorry +//.
_t4 		he doesn't have a tail in that picture . 
_t4 		and here is a picture of +... 
_t4 		xxx , who's in that picture ? 
_t4 		who's +...
_t4 		who do you see ? 
_t4 		yeah . 
_t4 		and that's Eeyore . 
_t4 		and in this picture , they're having a picnic , see they have picnic baskets . 
_t4 		mmmm . 
_t4 		well , either a tail is there or isn't there , you can't make a mistake about it , and yours isn't there . 
_t4 		they're trying to figure out what happened to Eeyore's tail . 
_t4 		hmmm , everybody's walking on that little road . 
_t4 		and here is the tree . 
_t4 		yeah . 
_t4 		how is he coming down ? 
_t4 		what's he using to come down out of the tree ? 
_t4 		looks like a rope . 
_t4 		hmmm , okay .
_t4 		oh . 
_t4 		there's an owl , do you see the owl ? 
_t4 		yes . 
_t4 		well , yeah . 
_t4 		and the owl says , hello Pooh , how's things ? 
_t4 		and Pooh says , terrible and sad . 
_t4 		because Eeyore , who is a friend of mine , has lost his tail and he's moping about it . 
_t4 		okay , this is where the other page is , this is a pop+up book . 
_t4 		well , said owl , the customary procedure in such cases is as follows +... 
_t4 		in the house , look he has a fireplace too , just like we have . 
_t4 		that's a fireplace like we have . 
_t4 		and Pooh bear is sitting in something . 
_t4 		you think the owl is having a picnic in his house ? 
_t4 		oh . 
_t4 		oh , gotta turn the page again .
_t4 		mmmm . 
_t4 		mmmm owl is talking to Pooh bear . 
_t4 		the owl is telling Pooh bear something . 
_t4 		there is Christopher Robin . 
_t4 		Christopher Robin is talking to Pooh bear now . 
_t4 		look at that , there seem to be some stairs inside that tree . 
_t4 		huh , huh .
_t4 		who's gonna use those stairs , do you think ? 
_t4 		who do you think ? 
_t4 		who's gonna use those stairs to get up in the tree ? 
_t4 		you wonder ? 
_t4 		hmmm , I think maybe +... 
_t4 		mmmm+hmmm . 
_t4 		hmmm , let's see if we see a picture of those stairs back here . 
_t4 		there's the tree . 
_t4 		I think it's the owl who lives +... 
_t4 		uh , in the tree . 
_t4 		hmmm . 
_t4 		and now what's happening ? 
_t4 		who's having the picnic ? 
_t4 		Tigger . 
_t4 		Tigger the tiger . 
_t4 		his name is Tigger , but he's a tiger . 
_t4 		that's confusing isn't it ? 
_t4 		what do you think he's eating ? 
_t4 		grapes . 
_t4 		I think that's Roo . 
_t4 		mmmm+hmmm . 
_t4 		mmmm+hmmm , that's a tiger whose name is Tigger . 
_t4 		mmmm . 
_t4 		well no +//.
_t4 		oh wait , here , see ? 
_t4 		here she is . 
_t4 		Kanga_a and Roo .
_t4 		mmmm . 
_t4 		they have some little cups and plates don't they ? 
_t4 		mmmm+hmmm . 
_t4 		what ? 
_t4 		uh+huh , that's Roo . 
_t4 		yeah . 
_t4 		that's Kanga_a . 
_t4 		what's Christopher Robin doing ? 
_t4 		looks like he's using a tool . 
_t4 		Eeyore's tail . 
_t4 		yeah .
_t4 		mmmm , blow your nose , okay . 
_t4 		let's look at the picture we were talking about here . 
_t4 		they're having a picnic . 
_t4 		Christopher Robin is putting the tail +... 
_t4 		back on Eeyore . 
_t4 		let's see that nose . 
_t4 		hey you have the picture of  . 
_t4 		right ? 
_t4 		remember  , that's  . 
_t4 		she's looking at you in that picture . 
_t4 		xxx . 
_t4 		he's there . 
_t4 		he is a little boy . 
_t4 		Christopher Robin is a little boy . 
_t4 		those books are the ones that really , really +//.
_t4 		those are for when you get a little bit older , actually . 
_t4 		well I'm just gonna put them here for now , okay ? 
_t4 		some of them aren't in very good shape , those were Mommy's books when Mommy was a little girl . 
_t4 		and , and Grandma even . 
_t4 		they're real old books . 
_t4 		let's put the diapers in the dryer . 
_t4 		you gonna help me ? 
_t4 		I know you can help me do this . 
_t4 		let's take out these sheets . 
_t4 		hey , who's on the other side of that picture that you have there ? 
_t4 		on , on the other side of  , turn it over . 
_t4 		xxx . 
_t4 		what do you remember about doctor Dankner ? 
_t4 		hmmm . 
_t4 		these diapers do not smell one hundred percent clean to me . 
_t4 		unfortunately , I think +//.
_t4 		turn it over ? 
_t4 		okay , here's doctor Dankner . 
_t4 		I'm gonna run the laundry again . 
_t4 		she is wearing +//.
_t4 		what is she wearing around her neck ? 
_t4 		what is that ? 
_t4 		does Daddy wear one of those sometimes ? 
_t4 		mmmm+hmmm . 
_t4 		what does she have around her neck in this picture ? 
_t4 		do you see ? 
_t4 		what is that ? 
_t4 		what do you say ? 
_t4 		no ? 
_t4 		look for Sally ? 
_t4 		well we're gonna look for the apple , I know that . 
_t4 		oh you have some nice stickers there . 
_t4 		you gave the sticker to  today . 
_t4 		who ? 
_t4 		oh , the books that I don't wanna give you , those are +//.
_t4 		books are kinda [: kind of] old and frail . 
_t4 		that's called frail . 
_t4 		yeah the apple , I know that I saw some +//.
_t4 		now these are duck pieces , these go to your duck puzzle . 
_t4 		and I think that there are some other pieces . 
_t4 		mmmm+hmmm . 
_t4 		mmmm+hmmm . 
_t4 		yeah that +//.
_t4 		near the fireplace maybe ? 
_t4 		that other one . 
_t4 		yeah . 
_t4 		you wonder if it's in there ? 
_t4 		it might be . 
_t4 		oh , that's your rhyming puzzle that Grandma gave you . 
_t4 		xxx . 
_t4 		I'm not sure where the apple is , but I know I saw a couple of pieces at +//.
_t4 		I'm just trying to think of what happened to them . 
_t4 		a couple of pieces . 
_t4 		there's the goose . 
_t4 		Mommy's checking what I have in the oven here . 
_t4 		I think that's done . 
_t4 		I'm gonna take it out of the oven . 
_t4 		out .
_t4 		Mommy took the pudding out of the oven . 
_t4 		pudding . 
_t4 		I don't see the apple in here though . 
_t4 		I don't know what happened to it . 
_t4 		hmmm .
_t4 		oh , you're gonna look for it now ? 
_t4 		yes , I have the goose here . 
_t4 		parasurulafalafalafalafalus .
_t4 		all+right I'm gonna +//.
_t4 		oh and here's another +//.
_t4 		we were missing that spinosaurus . 
_t4 		yeah . 
_t4 		she goes to another puzzle , she goes to the dinosaur puzzle . 
_t4 		I need to look it up , I think . 
_t4 		yeah , two dinosaurs , one in each hand . 
_t4 		what's in your right hand ? 
_t4 		yes , what's in your left hand ? 
_t4 		xxx . 
_t4 		a parasuralulafalafalus_b .
_t4 		oh , you want to put them back in the puzzle , okay . 
_t4 		yeah , I think the puzzle's [: puzzle is] near Mommy's desk . 
_t4 		there , you gonna put them back ? 
_t4 		here ,  off . 
_t4 		the pteranodon is +... 
_t4 		you wanna have it , don't you ? 
_t4 		you wanna borrow it back from  ? 
_t4 		well he has had it for quite a while . 
_t4 		but they might not have even found it at his house . 
_t4 		it might still be lost there . 
_t4 		oh dear .
_t4 		those books , I really don't want you to have them +... 
_t4 		we have many other books for you . 
_t4 		I'll , I'll have_to move these away . 
_t4 		oh the Tigger book ,  . 
_t4 		I think that book's still in your room actually . 
_t4 		wanna get it out and we'll read it again ? 
_t4 		get the Tigger book and I'll read it again to you . 
_t4 		Tigger ! 
_t4 		oh Tigger , Tigger book !
_t4 		where are you , Tigger book ?
_t4 		maybe I put it in some funny place , hold on .
_t4 		I'm gonna help you find it . 
_t4 		oh , it's up here . 
_t4 		it's right up here . 
_t4 		hmmm ?
_t4 		okay . 
_t4 		read it in that place ? 
_t4 		okay . 
_t4 		hmmm .
_t4 		oh , okay . 
_t4 		hmmm .
_t4 		this is called Winnie the Pooh and Eeyore's tail . 
_t4 		mmmm . 
_t4 		his front feet well part , his head on one side , and thought about things . 
_t4 		so when Winnie the Pooh came stomping along Eeyore was very glad to be able to stop thinking for a little +... 
_t4 		in order to say how do you do , in a gloomy manner to him . 
_t4 		and how are you , said Winnie the Pooh . 
_t4 		gloomy . 
_t4 		gloomy  . 
_t4 		Eeyore shook his head from side to side , not very how he said , I don't seem to have felt at all how for a long time . 
_t4 		xxx .
_t4 		that is +... 
_t4 		and here is +... 
_t4 		who's this ? 
_t4 		Kanga . 
_t4 		and who's that ? 
_t4 		yeah . 
_t4 		dear dear , said Pooh , I'm sorry about that , let's have a look at you . 
_t4 		so Eeyore stood there gazing sadly at the ground , and Winnie the Pooh walked all around him once . 
_t4 		why , what's happened to your tail , he said in surprise . 
_t4 		what has happened to it , said Eeyore . 
_t4 		it isn't there ! 
_t4 		are you sure ? 
_t4 		well , either a tail is there , or isn't there , you can't make a mistake about it , and yours isn't there . 
_t4 		then what is ? 
_t4 		nothing ! 
_t4 		well , it looks like the bunny rabbit and Kanga have baskets . 
_t4 		mmmm+hmmm . 
_t4 		they're carrying baskets , what do you think is in the baskets ? 
_t4 		mmmm+hmmm .
_t4 		mmmm+hmmm . 
_t4 		what do you think is in the baskets ? 
_t4 		I think there may be some +//.
_t4 		or Tigger came down the tree , you're right . 
_t4 		I think there might be some picnic food in the baskets . 
_t4 		what are the animals going to do ? 
_t4 		what are they going to do ? 
_t4 		you think they're going to eat ? 
_t4 		at , at the table .
_t4 		hmmm . 
_t4 		they went to the hundred acre wood . 
_t4 		yeah , that's Piglet . 
_t4 		it looks like Piglet is looking up at Pooh bear (.) who is trying to +... 
