_d4930 		xxx .
_d4974 		it looks perfectly ripe .
_d4974 		what ? 
_d4974 		you like that song about Henry the octopus , don't you ? 
_d4974 		he likes to swim . 
_d4974 		how's the avocado ? 
_d4974 		swim , Henry , swim swim  . 
_d4974 		hey (re)member what you learned how to do today ? 
_d4974 		hum . 
_d4974 		you learned how to hum today . 
_d4974 		no , you learned at home , Mommy showed you how to hum and you did it . 
_d4974 		yeah with your lips closed , singing with your lips closed . 
_d4974 		singing with your lips closed . 
_d4974 		do you want more  +...
_d4974 		hmmm what's the matter with that ? 
_d4974 		I was gonna ask if you wanted more macaroni .
_d4974 		there you go . 
_d4974 		you can use your fork . 
_d4974 		I'll get you a spoon . 
_d4974 		thick spoon .
_d4975 		sorry , you got more cabbage , I'm sorry . 
_d4975 		don't even think about eating the cabbage . 
_d4975 		okay . 
_d4975 		yep [: yes] , you okay ?
_d4975 		do you want yogurt ? 
_d4975 		yep [: yes] .
_d4975 		oh we forgot to buy blueberries , we forgot to even look for blueberries .
_d4975 		you're right Naima . 
_d4975 		we don't have some , no we don't . 
_d4975 		oh . 
_d4975 		you mean at the store I forgot to look at when we were at cape cod natural foods . 
_d4975 		here's plain yogurt , here here here . 
_d4976 		you've got two big spoons there . 
_d4976 		oh we met some new children there .
_d4976 		let's see , we're in a new class an(d) there was a little girl sitting on your left +... 
_d4976 		whose name is  . 
_d4976 		xxx is her name . 
_d4976 		an(d) on your right there was a little girl whose name was  . 
_d4976 		and who else ? 
_d4976 		a little boy named  . 
_d4976 		whose also just two years old . 
_d4976 		and a little boy named  . 
_d4976 		and a little boy named  . 
_d4976 		um who else ? 
_d4976 		I'm trying to remember the other kids . 
_d4976 		oh  , there was a kid named  there . 
_d4976 		what ? 
_d4976 		are you making up funny rhymes ? 
_d4976 		are you finished eating your macaroni ? 
_d4976 		oh .
_d4976 		do you want somethin(g) else to eat ? 
_d4976 		you want some fresh apple , slices ? 
_d4976 		do you wanna eat grated apple ? 
_d4976 		you want some cheese ? 
_d4976 		it looks to me like you're actually done eating because you don't look very hungry .
_d4976 		we do what ? 
_d4976 		you want me to grate salty cheese ?
_d4976 		you want macaroni , I think you have a whole pile of it in your bowl . 
_d4976 		oh you want salt and cheese on your macaroni .
_d4976 		I can do that . 
_d4976 		I can do that for you . 
_d4976 		if I can find the salt and cheese I can do that for you . 
_d4976 		I don't think you're really drinking that so I'll put it here .
_d4976 		you want some salty cheese right on that macaroni ? 
_d4976 		okay .
_d4976 		there .
_d4976 		there's your fork spoon item thing . 
_d4976 		no ? 
_d4976 		okay . 
_d4976 		hey hey hey . 
_d4976 		don't put it on the floor . 
_d4976 		do not put it on the floor .
_d4976 		I'll take you out right away .
_d4976 		if you're gonna eat that's fine , but you can't throw things on the floor (be)cause that makes me mad , that makes a mess . 
_d4976 		you can just eat , did you get enough salty cheese there ? 
_d4976 		what makes you happy ?
_d4976 		xxx .
_d4976 		what ?
_d4976 		miss macaroni mouth . 
_d4976 		macaroni mouth . 
_d4976 		I was whistling actually .
_d4976 		what ? 
_d4976 		singing and whistling , yeah .
_d4976 		I guess I was sort [: sort of] doin(g) that . 
_d4976 		yes . 
_d4976 		yes Naima .
_d4977 		how's the salty cheese , is it very salty ? 
_d4977 		uh huh .
_d4977 		do you wanna give Sally a bath when you're done ? 
_d4977 		I think she needs a bath .
_d4977 		I think it would be a good idea if you gave her a bath , are you finished eating ? 
_d4977 		yeah I think that means that you wanna give Sally a bath too . 
_d4977 		yes I heard you , I understand .
_d4977 		well you can , I'm gonna clean you up an(d) then I'll bring her over and get you a bathtub .
_d4977 		yep [: yes] .
_d4977 		she'll definitely need a towel . 
_d4977 		you can get her dry when she's done having her bath . 
_d4977 		she's near the sink right now . 
_d4977 		I know exactly where she is . 
_d4977 		yes .
_d4977 		yea:h [: yes] that cabbage that wasn't too spicy wasn't it ? 
_d4977 		that cabbage was way too spicy .
_d4977 		you did not eat very much supper and you did not eat very much lunch . 
_d4977 		maybe you'll have a snack later . 
_d4977 		bathie+o's .
_d4977 		oh okay , bathie+o's .
_d4978 		take all the little food items out of there . 
_d4978 		mmmm+hmmm .
_d4978 		okay .
_d4978 		baby . 
_d4978 		Mommy's cleaning yo(ur) tray . 
_d4978 		oh you doin(g) that on purpose ?
_d4978 		I don't really want you to get my shirt all dirty . 
_d4978 		all+right , here is Sally .
_d4978 		I'm dirty , I need a bath . 
_d4979 		I seem to think she got something sticky on her . 
_d4979 		that's why she needs a bath . 
_d4979 		you gonna gonna test the temperature of the water for her and make sure it's not too hot ?
_d4979 		make sure it's not too hot for her . 
_d4979 		oh gotcha , testing it . 
_d4979 		I don't remember why she got sticky , but she did . 
_d4979 		I think you held her when she , when your hands were dirty . 
_d4979 		but I don't remember what they were dirty with . 
_d4979 		yes .
_d4979 		she's floating . 
_d4979 		mmmm maybe she'd like to go in this bath too . 
_d4980 		would she like to rinse her off in that special bathtub ? 
_d4980 		you scrubbing her a li(tt)le bit ? 
_d4980 		oh is she all wet an(d) ready to get out ? 
_d4980 		oh you've got her out already , okay . 
_d4980 		okay . 
_d4980 		mmmm let's see .
_d4980 		towel for her . 
_d4980 		oh , but there's a lot of water here now . 
_d4980 		there's a lot of water here , let me take the tray and pour the water off +... 
_d4980 		an(d) then I will give you the towel  , actually you can have that towel for her . 
_d4980 		I'll bring the tray back in just a minute . 
_d4980 		hmmm looks like your legs got cleaned too . 
_d4980 		you gonna dry her off with that towel ? 
_d4980 		with her in it ? 
_d4980 		you gonna put her in it ?
_d4980 		okay . 
_d4980 		she looks like Naima after Naima takes a bath . 
_d4980 		yes ?
_d4981 		xxx is whose friend ? 
_d4981 		oh I do have a friend named  , is that who you're thinking of ?
_d4981 		oh Mommy has to take a vitamin . 
_d4981 		yes .
_d4981 		yes . 
_d4981 		yuk . 
_d4981 		oh I said yuk . 
_d4981 		I said yuk .
_d4981 		with what ? 
_d4981 		that bucket ? 
_d4981 		I might use it to put seedlings in . 
_d4981 		that's what I mean . 
_d4981 		I might do some gardening with that . 
_d4982 		do you wanna get out of your chair ? 
_d4982 		oh okay .
_d4982 		okay . 
_d4982 		do you want me to help you ?
_d4982 		she wanna get cozy ? 
_d4982 		you wanna roll her up , like that ? 
_d4982 		like that ?
_d4982 		now she looks like Naima after a bath . 
_d4982 		is the problem that the towel's [: towel is] now wet ? 
_d4982 		I think you're feeling upset .
_d4982 		&aw . 
_d4982 		what , I'm just taking your bib off .
_d4982 		let's take off the bib . 
_d4982 		oh sweetie pie .
_d4982 		you can stay in , you can stay in .
_d4982 		I jus(t) wanna take this off of you . 
_d4982 		what do you need , do you need Sally back ? 
_d4982 		you wanna have her on the tray ? 
_d4982 		hey pumpkin .
_d4982 		you wanna read pop+up Rumble in the Jungle ?
_d4982 		oh yeah .
_d4983 		a fro(g) ,  that's the frog . 
_d4983 		the frog's hand was sticking out . 
_d4983 		let's just dry this off so that  +//.
_d4983 		where did the frog go , did the crocodile eat the frog ?
_d4983 		hmmm  . 
_d4983 		there's a rumble in the jungle .
_d4983 		xxx .
_d4983 		oh I think you're right .
_d4983 		chimpanzees . 
_d4983 		is the ant under the leaves ?
_d4983 		is it ? 
_d4983 		is it ?
_d4983 		oh  . 
_d4983 		I see a funny looking bird over there . 
_d4983 		hmmm that's a lion .
_d4983 		xxx . 
_d4983 		all+right .
_d4983 		he's opening his tongue he's showing his tongue he's sticking his tongue right out actually . 
_d4983 		do you like the snake page ? 
_d4984 		another ant . 
_d4984 		let's try calling Daddy and see if the  coming home yet  . 
_d4984 		under where ?
_d4984 		oh under that flap ?
_d4984 		yes one ant and one elephant . 
_d4984 		you know we could read this in the living room , you could get out your chair to read it . 
_d4984 		yeah that's  , Sally's bath+water all over you . 
_d4984 		was it Lucy ?
_d4984 		lemme [: let me] see , who did we give a bath to ? 
_d4984 		Sally . 
_d4984 		okay let's , let's go get you some dry clothes .
_d4984 		wha(t) do you think ? 
_d4984 		I think some dry clothes would be a good thing for you .
_d4984 		oh you like having wet clothes ?
_d4984 		hmmm . 
_d4984 		Daddy said he'd be coming home before you go to sleep .
_d4985 		this is just a few minutes , this is twenty minutes later on the same day April second . 
_d4985 		o:h  I think there's a lion in here . 
_d4985 		I hear a little lion baby . 
_d4985 		o:h oh+my+goodness . 
_d4985 		o:h oh+my+goodness . 
_d4985 		gracious me . 
_d4985 		oh+my+goodness gracious me .
_d4985 		yeah .
_d4985 		you're all wet . 
_d4985 		and you have yogurt .
_d4985 		what is that , you have pasta , you have macaroni on your bottom . 
_d4985 		how'd the macaroni get on your bottom ? 
_d4985 		how did tha(t) happen ? 
_d4985 		it was right here on the back of your thigh .
_d4985 		xxx .
_d4985 		there too , macaroni bottom , I'm jus(t) gonna call you macaroni bottom now . 
_d4985 		xxx yeah it was over there , miss macaroni bottom . 
_d4985 		yeah .
_d4985 		I thought it was yogurt and then I saw that it was actually +...
_d4985 		macaroni . 
_d4985 		macaroni . 
_d4985 		I threw it in the garbage Naima .
_d4985 		it was macaroni on your bottom . 
_d4985 		I put it in the garbage , it was just one little piece .
_d4985 		oh you think there were two pieces ? 
_d4985 		I think there was only one . 
_d4985 		of macaroni on your bottom . 
_d4985 		it was .
_d4985 		the shirt .
_d4986 		no wonder you're so crabby , your shirt is completely soaked . 
_d4986 		your shirt is crabby . 
_d4986 		yeah , I thin(k) yeah you're right . 
_d4986 		it's the shirt that's crabby not you of course .
_d4986 		of course it's not you . 
_d4986 		okay let's get out the Grizzly bear , is he gonna play ?
_d4986 		wha(t) does he like to play ? 
_d4986 		wha(t) kind o(f) things does he like to play with ? 
_d4986 		oh that's right he had that boo+boo on his foot . 
_d4986 		I think he has a blue band+aid , not a blue boo+boo .
_d4986 		he had a blue band+aid .
_d4986 		yes he does , on his foot .
_d4986 		oh let's see here .
_d4987 		what a(re) you gonna wear for pajamas ? 
_d4987 		you're outgrowin(g) all your clothes Naima . 
_d4987 		oh what a(re) you doing ? 
_d4987 		that looks like a good game . 
_d4987 		doing something with the toolbox ? 
_d4987 		what is that , is it a cylinder ? 
_d4987 		looks kind o(f) like a cylinder . 
_d4987 		yeah you need to wear a shirt , it's going to be too cold not to wear pajamas . 
_d4987 		gonna wear this for pajamas . 
_d4987 		yep [: yes] . 
_d4987 		you gonna put it back in ? 
_d4987 		here it is .
_d4987 		oh I see , fits in there , yeah it does fit in there .
_d4988 		I think that's supposed to be a nail . 
_d4988 		there it is . 
_d4988 		it's bouncing . 
_d4988 		how'd you get it to stay like that ? 
_d4988 		oh there you go , I see what you're doing . 
_d4988 		there you're getting it to bounce right there . 
_d4988 		there it is , it's not falling yet . 
_d4988 		now it's falling . 
_d4988 		oh there it is , it didn't fall yet . 
_d4989 		did you have enough supper Naima ? 
_d4989 		what's so funny ? 
_d4989 		that you put it like that ?
_d4989 		yes that it's balancing again ? 
_d4989 		you're very good at balancing it . 
_d4989 		it's not falling , it's balancing . 
_d4989 		it's balancing . 
_d4989 		now it's falling . 
_d4989 		Naima is putting the nail in the hole of her toolbox . 
_d4989 		and . 
_d4989 		it just fits but it's not falling through unless you push it with your little finger , Mommy did it . 
_d4989 		now you did it .
_d4989 		is that a fun game ? 
_d4989 		what a(re) we gonna play next , is there another game we should play ? 
_d4989 		you wanna play the sentences game ? 
_d4989 		do you wanna play the matching game ? 
_d4989 		I think I saw your animal cards in the living room , is that where they are ? 
_d4989 		on the floor near the slide ? 
_d4989 		so let's bring this +... 
_d4989 		alphabet blocks , and we'll match them to the +... 
_d4989 		letters on the back of the animal cards . 
_d4989 		we could even play the matching game with your magnetic letters too , if we wanted too . 
_d4989 		oh let's play the matching game with these letters . 
_d4989 		oh you have a you have a good card there too .
_d4989 		which new card ? 
_d4989 		you can bring (th)em all over here if you want . 
_d4989 		okay . 
_d4989 		actually I'll bring you some more of your cards . 
_d4989 		let's see hear , sorry about that , a little technical +... 
_d4989 		glitch .
_d4989 		I'm trying to get your other animal cards with the letters on them .
_d4989 		so we can play the matching game . 
_d4989 		okay . 
_d4989 		oh a(re) you gonna match the c and the e ? 
_d4989 		there's a c there's a a small e . 
_d4989 		there's an x . 
_d4989 		can you find those letters there ? 
_d4989 		in the blocks ? 
_d4989 		there's the x , you're right . 
_d4989 		there's the x . 
_d4989 		there . 
_d4989 		c an(d) c . 
_d4989 		right . 
_d4989 		you're gonna put it right on the top , okay . 
_d4989 		how (a)bout e ? 
_d4989 		where's letter e ? 
_d4989 		you gonna match the small e to the small e ? 
_d4989 		where's the , here's big e . 
_d4989 		I bet there's a small e on the side somewhere . 
_d4989 		there that matches see ? 
_d4989 		great . 
_d4989 		and where was that x ? 
_d4989 		oh there . 
_d4989 		lookin(g) for an x on the fox . 
_d4989 		f o x spells fox . 
_d4989 		do foxes have tails Naima ? 
_d4989 		does this baby fox have a tail ?
_d4989 		there it is . 
_d4989 		and do foxes have whiskers ? 
_d4989 		xxx .
_d4989 		and cats do , who else has whiskers ? 
_d4989 		dogs have whiskers .
_d4989 		um . 
_d4989 		beavers have whiskers . 
_d4989 		mice have whiskers . 
_d4989 		okay , here's the next letter . 
_d4989 		yeah it's a small i , you wanna find a small i ? 
_d4989 		yeah there's big i , so small I must be on the block also . 
_d4989 		no look .
_d4989 		yep [: yes] . 
_d4989 		(o)kay I'll find you another letter . 
_d4989 		here's a tricky one . 
_d4989 		f , what does f stand for ? 
_d4989 		wanna see what's on the other side ? 
_d4989 		yes .
_d4989 		okay , we need to find an f .
_d4989 		there any f's here ? 
_d4989 		oh I think I see it over here . 
_d4989 		I think the small f will be on another side of the big f block . 
_d4989 		but not in color it will just be brown . 
_d4989 		keep looking . 
_d4989 		keep no , keep looking on this block . 
_d4989 		somewhere on this block you'll find a small f . 
_d4989 		there it is . 
_d4989 		there i(t) matches . 
_d4989 		great . 
_d4989 		we are .
_d4989 		here's s for squirrel . 
_d4989 		I think that's a big s , you don't need to find a small s you can just find a big s . 
_d4989 		do you have a block that said that has an s on it ? 
_d4989 		yeah . 
_d4989 		let's see what else . 
_d4989 		yeah I'm lookin(g) for more letters .
_d4989 		lemme [: let me] see lemme [: let me] see . 
_d4989 		gonna find a good one a good letter for you +//. 
_d4989 		oh here's one , here's another hard one . 
_d4989 		small r . 
_d4989 		okay .
_d4989 		but here's an r , r is for +... 
_d4989 		raccoon .
_d4989 		that looks like a big alpha lion . 
_d4989 		so can you find a small r and a big l ? 
_d4989 		those are the next ones to find . 
_d4989 		I see a big l . 
_d4989 		for lion an(d) I see a big r an(d) there must be a small +//. 
_d4989 		I see two big  two big r's . 
_d4989 		so where's the small r on that block , can you look for it ? 
_d4989 		turn the block over an(d) over an(d) over until you find it . 
_d4989 		keep turnin(g) keep turnin(g) . 
_d4989 		turnin(g) r is for rake , there's a rake on that block . 
_d4989 		there must be a little r somewhere . 
_d4989 		there it is . 
_d4989 		good you matched . 
_d4989 		mmmm+hmmm big l .
_d4989 		you wanna put that card over here , so it's all lined up ? 
_d4989 		with the other ones ? 
_d4989 		where is big l ? 
_d4989 		hmmm . 
_d4989 		I think I see a yellow l . 
_d4989 		yeah .
_d4989 		yeah . 
_d4989 		yeah good job Naima . 
_d4989 		yeah this is a fun game , isn't it ? 
_d4989 		oh here's one here's one , look at this . 
_d4989 		is that big q or little q ?
_d4989 		yes .
_d4989 		hmmm .
_d4989 		okay , you can have those cards .
_d4990 		gotta turn them upside down to see if there's a q . 
_d4990 		w j t g n a . 
_d4990 		you gonna put put it where it belongs ? 
_d4990 		let's take these out of the way . 
_d4990 		there's a quail card . 
_d4990 		q is for quail . 
_d4990 		good . 
_d4990 		mmmm grasshopper .
_d4990 		a giraffe .
_d4990 		you finished with the matching game or you wanna keep playing ? 
_d4990 		yeah .
_d4990 		yeah .
_d4990 		a fox . 
_d4990 		you haven't seen that one in a long time ?
_d4991 		it wasn't that long ago until we started getting these cards to play with . 
_d4991 		it wasn't all that long ago Naima boo . 
_d4991 		mmmm you liked them , as soon as we started getting these cards you liked them a lot . 
_d4991 		there a good fun thing +//. 
_d4991 		you know what , I'm sortin(g) them because they're actually two different +... 
_d4991 		actually there are +... 
_d4991 		three or four different kinds of cards here . 
_d4991 		the ones with the fish on the back +... 
_d4991 		I'm puttin(g) all those in one pile . 
_d4991 		mmmm+hmmm . 
_d4991 		you takin(g) those out ? 
_d4991 		I'll help you , there . 
_d4991 		okay . 
_d4991 		whoa: . 
_d4991 		they're all over the place now . 
_d4991 		Mommy's gonna look at them too , you have a pile an(d) I have a pile . 
_d4991 		I'm sortin(g) , I'm sorting things . 
_d4991 		an(d) you're throwing things an(d) I'm sortin(g) things . 
_d4991 		oh why don't you , is that in your way ? 
_d4991 		that's the backpack with the microphone on it .
_d4991 		what's up boo ? 
_d4991 		you lookin(g) at the crack in the bricks ?
_d4991 		there's a crack in the bricks in the fireplace right now . 
_d4991 		small . 
_d4991 		what a(re) you gonna build with the legos , you gonna [: going to] build you know , what . 
_d4991 		do you wanna build a restaurant or a coffee+shop or a cafeteria ? 
_d4991 		a coffee+shop , what's the name of the coffee+shop ?
_d4992 		are you gonna give your coffee+shop a name ? 
_d4992 		Persey's Place , that's where we had lunch today .
_d4992 		that's a good name for a coffee+shop . 
_d4992 		who's going to eat there ? 
_d4992 		Pooh bear's gonna eat at Persey's Place ?
_d4992 		mmmm .
_d4992 		do you think they have honey on the menu ?
_d4992 		do you think they will give him some honey ? 
_d4992 		she will give him some honey ? 
_d4992 		oh that person . 
_d4992 		good . 
_d4992 		oh a table an(d) a high chair , it's kind o(f) crowded up there , isn't it ?
_d4992 		I was just gonna suggest you make room for your table .
_d4992 		yeah .
_d4993 		now you have room to put a table up there . 
_d4993 		an(d) make Persey's Place . 
_d4993 		who's gonna sit in the high+chair ? 
_d4993 		she's very little .
_d4993 		she is very little . 
_d4993 		do you (re)member what you did there ? 
_d4993 		did she check you out ? 
_d4993 		an(d) when we got out of the door you said , I think you might had a nice good visit . 
_d4993 		right , did you say that ? 
_d4993 		that was nice , I'm gonna tell her you said that . 
_d4993 		she knows how to keep you healthy . 
_d4993 		an(d) you were such a big girl , you even had a shot . 
_d4993 		you had a vaccination in your leg . 
_d4993 		and it hurt and you were crying but you stopped crying almost right away . 
_d4993 		yeah . 
_d4993 		and you wanted to nurse right away and I don't blame you yeah [: yes] .
_d4993 		it's good . 
_d4993 		I'm gonna leave these here ? 
_d4993 		these cards ? 
_d4993 		yes you're playing with Persey's Place anyway .
_d4993 		yeah .
_d4993 		you gonna make the coffee machine also ? 
_d4993 		she's gonna make it , the coffee ,  good .
_d4993 		can she make some for Mommy please ? 
_d4993 		Mommy would like some coffee . 
_d4993 		yeah .
_d4993 		it makes a big funny noise , doesn't it ?
_d4993 		oh there's a butterfly card .
_d4994 		those are the animal cards , those are the ones you had first . 
_d4994 		spider . 
_d4994 		okay , you can open it up .
_d4994 		and there's panda . 
_d4994 		panda goes with those animal cards . 
_d4994 		xxx . 
_d4994 		I just found another person of yours . 
_d4994 		lego person ,  I think this was the pilot . 
_d4994 		she's the pilot . 
_d4994 		you hear an ambulance truck ? 
_d4995 		Mommy was goin(g) ? 
_d4995 		something's happening with your cards ? 
_d4995 		oh they're fine ?
_d4995 		oh you wanna play what's under , that's a good game .
_d4995 		okay .
_d4995 		here's  , see this is yours too .
_d4996 		okay . 
_d4996 		she's standing on the bear .
_d4996 		are we gonna play what's under ? 
_d4996 		she was steppin(g) on the bear , she stopped stepping on the bear .
_d4996 		what's under the bear ? 
_d4996 		a fox , what's under the fox ?
_d4996 		oh what's under the fox ? 
_d4996 		what's that ?
_d4996 		that is a chimpanzee ?
_d4996 		what's under that owl ?
_d4996 		a bed ? 
_d4996 		a bed is under the owl ?
_d4996 		let's see what it is . 
_d4996 		oh you don't want me to see , okay . 
_d4996 		oh the toucan is under the owl . 
_d4996 		a bed , that doesn't look like a bed , that looks like a toucan .
_d4996 		there's a fox .
_d4996 		a raccoon .
_d4996 		can you read those letters that spell raccoon ? 
_d4996 		mmmm that sounds like a musical instrument . 
_d4996 		okay . 
_d4996 		you haven't seen that for a long time , that wagon ? 
