_t4 		xxx .
_t4 		uh huh .
_t4 		do you wanna give Sally a bath when you're done ? 
_t4 		I think she needs a bath .
_t4 		I think it would be a good idea if you gave her a bath , are you finished eating ? 
_t4 		yeah I think that means that you wanna give Sally a bath too . 
_t4 		yes I heard you , I understand .
_t4 		well you can , I'm gonna clean you up an(d) then I'll bring her over and get you a bathtub .
_t4 		yep [: yes] .
_t4 		she'll definitely need a towel . 
_t4 		you can get her dry when she's done having her bath . 
_t4 		she's near the sink right now . 
_t4 		I know exactly where she is . 
_t4 		yes .
_t4 		yea:h [: yes] that cabbage that wasn't too spicy wasn't it ? 
_t4 		that cabbage was way too spicy .
_t4 		you did not eat very much supper and you did not eat very much lunch . 
_t4 		maybe you'll have a snack later . 
_t4 		bathie+o's .
_t4 		oh okay , bathie+o's .
_t4 		take all the little food items out of there . 
_t4 		mmmm+hmmm .
_t4 		okay .
_t4 		baby . 
_t4 		Mommy's cleaning yo(ur) tray . 
_t4 		oh you doin(g) that on purpose ?
_t4 		I don't really want you to get my shirt all dirty . 
_t4 		all+right , here is Sally .
_t4 		I'm dirty , I need a bath . 
_t4 		I seem to think she got something sticky on her . 
_t4 		that's why she needs a bath . 
_t4 		you gonna gonna test the temperature of the water for her and make sure it's not too hot ?
_t4 		make sure it's not too hot for her . 
_t4 		oh gotcha , testing it . 
_t4 		I don't remember why she got sticky , but she did . 
_t4 		I think you held her when she , when your hands were dirty . 
_t4 		but I don't remember what they were dirty with . 
_t4 		yes .
_t4 		she's floating . 
_t4 		mmmm maybe she'd like to go in this bath too . 
_t4 		would she like to rinse her off in that special bathtub ? 
_t4 		you scrubbing her a li(tt)le bit ? 
_t4 		oh is she all wet an(d) ready to get out ? 
_t4 		oh you've got her out already , okay . 
_t4 		okay . 
_t4 		mmmm let's see .
_t4 		towel for her . 
_t4 		oh , but there's a lot of water here now . 
_t4 		there's a lot of water here , let me take the tray and pour the water off +... 
_t4 		an(d) then I will give you the towel  , actually you can have that towel for her . 
_t4 		I'll bring the tray back in just a minute . 
_t4 		hmmm looks like your legs got cleaned too . 
_t4 		you gonna dry her off with that towel ? 
_t4 		with her in it ? 
_t4 		you gonna put her in it ?
_t4 		okay . 
_t4 		she looks like Naima after Naima takes a bath . 
_t4 		yes ?
_t4 		xxx is whose friend ? 
_t4 		oh I do have a friend named  , is that who you're thinking of ?
_t4 		oh Mommy has to take a vitamin . 
_t4 		yes .
_t4 		yes . 
_t4 		yuk . 
_t4 		oh I said yuk . 
_t4 		I said yuk .
_t4 		with what ? 
_t4 		that bucket ? 
_t4 		I might use it to put seedlings in . 
_t4 		that's what I mean . 
_t4 		I might do some gardening with that . 
_t4 		do you wanna get out of your chair ? 
_t4 		oh okay .
_t4 		okay . 
_t4 		do you want me to help you ?
_t4 		she wanna get cozy ? 
_t4 		you wanna roll her up , like that ? 
_t4 		like that ?
_t4 		now she looks like Naima after a bath . 
_t4 		is the problem that the towel's [: towel is] now wet ? 
_t4 		I think you're feeling upset .
_t4 		&aw . 
_t4 		what , I'm just taking your bib off .
_t4 		let's take off the bib . 
_t4 		oh sweetie pie .
_t4 		you can stay in , you can stay in .
_t4 		I jus(t) wanna take this off of you . 
_t4 		what do you need , do you need Sally back ? 
_t4 		you wanna have her on the tray ? 
_t4 		hey pumpkin .
_t4 		you wanna read pop+up Rumble in the Jungle ?
_t4 		oh yeah .
_t4 		a fro(g) ,  that's the frog . 
_t4 		the frog's hand was sticking out . 
_t4 		let's just dry this off so that  +//.
_t4 		where did the frog go , did the crocodile eat the frog ?
_t4 		hmmm  . 
_t4 		there's a rumble in the jungle .
_t4 		xxx .
_t4 		oh I think you're right .
_t4 		chimpanzees . 
_t4 		is the ant under the leaves ?
_t4 		is it ? 
_t4 		is it ?
_t4 		oh  . 
_t4 		I see a funny looking bird over there . 
_t4 		hmmm that's a lion .
_t4 		xxx . 
_t4 		all+right .
_t4 		he's opening his tongue he's showing his tongue he's sticking his tongue right out actually . 
_t4 		do you like the snake page ? 
_t4 		another ant . 
_t4 		let's try calling Daddy and see if the  coming home yet  . 
_t4 		under where ?
_t4 		oh under that flap ?
_t4 		yes one ant and one elephant . 
_t4 		you know we could read this in the living room , you could get out your chair to read it . 
_t4 		yeah that's  , Sally's bath+water all over you . 
_t4 		was it Lucy ?
_t4 		lemme [: let me] see , who did we give a bath to ? 
_t4 		Sally . 
_t4 		okay let's , let's go get you some dry clothes .
_t4 		wha(t) do you think ? 
_t4 		I think some dry clothes would be a good thing for you .
_t4 		oh you like having wet clothes ?
_t4 		hmmm . 
_t4 		Daddy said he'd be coming home before you go to sleep .
_t4 		this is just a few minutes , this is twenty minutes later on the same day April second . 
_t4 		o:h  I think there's a lion in here . 
_t4 		I hear a little lion baby . 
_t4 		o:h oh+my+goodness . 
_t4 		o:h oh+my+goodness . 
_t4 		gracious me . 
_t4 		oh+my+goodness gracious me .
_t4 		yeah .
_t4 		you're all wet . 
_t4 		and you have yogurt .
_t4 		what is that , you have pasta , you have macaroni on your bottom . 
_t4 		how'd the macaroni get on your bottom ? 
_t4 		how did tha(t) happen ? 
_t4 		it was right here on the back of your thigh .
_t4 		xxx .
_t4 		there too , macaroni bottom , I'm jus(t) gonna call you macaroni bottom now . 
_t4 		xxx yeah it was over there , miss macaroni bottom . 
_t4 		yeah .
_t4 		I thought it was yogurt and then I saw that it was actually +...
_t4 		macaroni . 
_t4 		macaroni . 
_t4 		I threw it in the garbage Naima .
_t4 		it was macaroni on your bottom . 
_t4 		I put it in the garbage , it was just one little piece .
_t4 		oh you think there were two pieces ? 
_t4 		I think there was only one . 
_t4 		of macaroni on your bottom . 
_t4 		it was .
_t4 		the shirt .
_t4 		no wonder you're so crabby , your shirt is completely soaked . 
_t4 		your shirt is crabby . 
_t4 		yeah , I thin(k) yeah you're right . 
_t4 		it's the shirt that's crabby not you of course .
_t4 		of course it's not you . 
_t4 		okay let's get out the Grizzly bear , is he gonna play ?
_t4 		wha(t) does he like to play ? 
_t4 		wha(t) kind o(f) things does he like to play with ? 
_t4 		oh that's right he had that boo+boo on his foot . 
_t4 		I think he has a blue band+aid , not a blue boo+boo .
_t4 		he had a blue band+aid .
_t4 		yes he does , on his foot .
_t4 		oh let's see here .
_t4 		what a(re) you gonna wear for pajamas ? 
_t4 		you're outgrowin(g) all your clothes Naima . 
_t4 		oh what a(re) you doing ? 
_t4 		that looks like a good game . 
_t4 		doing something with the toolbox ? 
_t4 		what is that , is it a cylinder ? 
_t4 		looks kind o(f) like a cylinder . 
_t4 		yeah you need to wear a shirt , it's going to be too cold not to wear pajamas . 
_t4 		gonna wear this for pajamas . 
_t4 		yep [: yes] . 
_t4 		you gonna put it back in ? 
_t4 		here it is .
_t4 		oh I see , fits in there , yeah it does fit in there .
_t4 		I think that's supposed to be a nail . 
_t4 		there it is . 
_t4 		it's bouncing . 
_t4 		how'd you get it to stay like that ? 
_t4 		oh there you go , I see what you're doing . 
_t4 		there you're getting it to bounce right there . 
_t4 		there it is , it's not falling yet . 
_t4 		now it's falling . 
_t4 		oh there it is , it didn't fall yet . 
_t4 		did you have enough supper Naima ? 
_t4 		what's so funny ? 
_t4 		that you put it like that ?
_t4 		yes that it's balancing again ? 
_t4 		you're very good at balancing it . 
_t4 		it's not falling , it's balancing . 
_t4 		it's balancing . 
_t4 		now it's falling . 
_t4 		Naima is putting the nail in the hole of her toolbox . 
_t4 		and . 
_t4 		it just fits but it's not falling through unless you push it with your little finger , Mommy did it . 
_t4 		now you did it .
_t4 		is that a fun game ? 
_t4 		what a(re) we gonna play next , is there another game we should play ? 
_t4 		you wanna play the sentences game ? 
_t4 		do you wanna play the matching game ? 
_t4 		I think I saw your animal cards in the living room , is that where they are ? 
_t4 		on the floor near the slide ? 
_t4 		so let's bring this +... 
_t4 		alphabet blocks , and we'll match them to the +... 
_t4 		letters on the back of the animal cards . 
_t4 		we could even play the matching game with your magnetic letters too , if we wanted too . 
_t4 		oh let's play the matching game with these letters . 
_t4 		oh you have a you have a good card there too .
_t4 		which new card ? 
_t4 		you can bring (th)em all over here if you want . 
_t4 		okay . 
_t4 		actually I'll bring you some more of your cards . 
_t4 		let's see hear , sorry about that , a little technical +... 
_t4 		glitch .
_t4 		I'm trying to get your other animal cards with the letters on them .
_t4 		so we can play the matching game . 
_t4 		okay . 
_t4 		oh a(re) you gonna match the c and the e ? 
_t4 		there's a c there's a a small e . 
_t4 		there's an x . 
_t4 		can you find those letters there ? 
_t4 		in the blocks ? 
_t4 		there's the x , you're right . 
_t4 		there's the x . 
_t4 		there . 
_t4 		c an(d) c . 
_t4 		right . 
_t4 		you're gonna put it right on the top , okay . 
_t4 		how (a)bout e ? 
_t4 		where's letter e ? 
_t4 		you gonna match the small e to the small e ? 
_t4 		where's the , here's big e . 
_t4 		I bet there's a small e on the side somewhere . 
_t4 		there that matches see ? 
_t4 		great . 
_t4 		and where was that x ? 
_t4 		oh there . 
_t4 		lookin(g) for an x on the fox . 
_t4 		f o x spells fox . 
_t4 		do foxes have tails Naima ? 
_t4 		does this baby fox have a tail ?
_t4 		there it is . 
_t4 		and do foxes have whiskers ? 
_t4 		xxx .
_t4 		and cats do , who else has whiskers ? 
_t4 		dogs have whiskers .
_t4 		um . 
_t4 		beavers have whiskers . 
_t4 		mice have whiskers . 
_t4 		okay , here's the next letter . 
_t4 		yeah it's a small i , you wanna find a small i ? 
_t4 		yeah there's big i , so small I must be on the block also . 
_t4 		no look .
_t4 		yep [: yes] . 
_t4 		(o)kay I'll find you another letter . 
_t4 		here's a tricky one . 
_t4 		f , what does f stand for ? 
_t4 		wanna see what's on the other side ? 
_t4 		yes .
_t4 		okay , we need to find an f .
_t4 		there any f's here ? 
_t4 		oh I think I see it over here . 
_t4 		I think the small f will be on another side of the big f block . 
_t4 		but not in color it will just be brown . 
_t4 		keep looking . 
_t4 		keep no , keep looking on this block . 
_t4 		somewhere on this block you'll find a small f . 
_t4 		there it is . 
_t4 		there i(t) matches . 
_t4 		great . 
_t4 		we are .
_t4 		here's s for squirrel . 
_t4 		I think that's a big s , you don't need to find a small s you can just find a big s . 
_t4 		do you have a block that said that has an s on it ? 
_t4 		yeah . 
_t4 		let's see what else . 
_t4 		yeah I'm lookin(g) for more letters .
_t4 		lemme [: let me] see lemme [: let me] see . 
_t4 		gonna find a good one a good letter for you +//. 
_t4 		oh here's one , here's another hard one . 
_t4 		small r . 
_t4 		okay .
_t4 		but here's an r , r is for +... 
_t4 		raccoon .
_t4 		that looks like a big alpha lion . 
_t4 		so can you find a small r and a big l ? 
_t4 		those are the next ones to find . 
_t4 		I see a big l . 
_t4 		for lion an(d) I see a big r an(d) there must be a small +//. 
_t4 		I see two big  two big r's . 
_t4 		so where's the small r on that block , can you look for it ? 
_t4 		turn the block over an(d) over an(d) over until you find it . 
_t4 		keep turnin(g) keep turnin(g) . 
_t4 		turnin(g) r is for rake , there's a rake on that block . 
_t4 		there must be a little r somewhere . 
_t4 		there it is . 
_t4 		good you matched . 
_t4 		mmmm+hmmm big l .
_t4 		you wanna put that card over here , so it's all lined up ? 
_t4 		with the other ones ? 
_t4 		where is big l ? 
_t4 		hmmm . 
_t4 		I think I see a yellow l . 
_t4 		yeah .
_t4 		yeah . 
_t4 		yeah good job Naima . 
_t4 		yeah this is a fun game , isn't it ? 
_t4 		oh here's one here's one , look at this . 
_t4 		is that big q or little q ?
_t4 		yes .
_t4 		hmmm .
_t4 		okay , you can have those cards .
_t4 		gotta turn them upside down to see if there's a q . 
_t4 		w j t g n a . 
_t4 		you gonna put put it where it belongs ? 
_t4 		let's take these out of the way . 
_t4 		there's a quail card . 
_t4 		q is for quail . 
_t4 		good . 
_t4 		mmmm grasshopper .
_t4 		a giraffe .
_t4 		you finished with the matching game or you wanna keep playing ? 
_t4 		yeah .
_t4 		yeah .
_t4 		a fox . 
_t4 		you haven't seen that one in a long time ?
_t4 		it wasn't that long ago until we started getting these cards to play with . 
_t4 		it wasn't all that long ago Naima boo . 
_t4 		mmmm you liked them , as soon as we started getting these cards you liked them a lot . 
_t4 		there a good fun thing +//. 
_t4 		you know what , I'm sortin(g) them because they're actually two different +... 
_t4 		actually there are +... 
_t4 		three or four different kinds of cards here . 
_t4 		the ones with the fish on the back +... 
_t4 		I'm puttin(g) all those in one pile . 
_t4 		mmmm+hmmm . 
_t4 		you takin(g) those out ? 
_t4 		I'll help you , there . 
_t4 		okay . 
_t4 		whoa: . 
_t4 		they're all over the place now . 
_t4 		Mommy's gonna look at them too , you have a pile an(d) I have a pile . 
_t4 		I'm sortin(g) , I'm sorting things . 
_t4 		an(d) you're throwing things an(d) I'm sortin(g) things . 
_t4 		oh why don't you , is that in your way ? 
_t4 		that's the backpack with the microphone on it .
_t4 		what's up boo ? 
_t4 		you lookin(g) at the crack in the bricks ?
_t4 		there's a crack in the bricks in the fireplace right now . 
_t4 		small . 
_t4 		what a(re) you gonna build with the legos , you gonna [: going to] build you know , what . 
_t4 		do you wanna build a restaurant or a coffee+shop or a cafeteria ? 
_t4 		a coffee+shop , what's the name of the coffee+shop ?
_t4 		are you gonna give your coffee+shop a name ? 
_t4 		Persey's Place , that's where we had lunch today .
_t4 		that's a good name for a coffee+shop . 
_t4 		who's going to eat there ? 
_t4 		Pooh bear's gonna eat at Persey's Place ?
_t4 		mmmm .
_t4 		do you think they have honey on the menu ?
_t4 		do you think they will give him some honey ? 
_t4 		she will give him some honey ? 
_t4 		oh that person . 
_t4 		good . 
_t4 		oh a table an(d) a high chair , it's kind o(f) crowded up there , isn't it ?
_t4 		I was just gonna suggest you make room for your table .
_t4 		yeah .
_t4 		now you have room to put a table up there . 
_t4 		an(d) make Persey's Place . 
_t4 		who's gonna sit in the high+chair ? 
_t4 		she's very little .
_t4 		she is very little . 
_t4 		do you (re)member what you did there ? 
_t4 		did she check you out ? 
_t4 		an(d) when we got out of the door you said , I think you might had a nice good visit . 
_t4 		right , did you say that ? 
_t4 		that was nice , I'm gonna tell her you said that . 
_t4 		she knows how to keep you healthy . 
_t4 		an(d) you were such a big girl , you even had a shot . 
_t4 		you had a vaccination in your leg . 
_t4 		and it hurt and you were crying but you stopped crying almost right away . 
_t4 		yeah . 
_t4 		and you wanted to nurse right away and I don't blame you yeah [: yes] .
_t4 		it's good . 
_t4 		I'm gonna leave these here ? 
_t4 		these cards ? 
_t4 		yes you're playing with Persey's Place anyway .
_t4 		yeah .
_t4 		you gonna make the coffee machine also ? 
_t4 		she's gonna make it , the coffee ,  good .
_t4 		can she make some for Mommy please ? 
_t4 		Mommy would like some coffee . 
_t4 		yeah .
_t4 		it makes a big funny noise , doesn't it ?
_t4 		oh there's a butterfly card .
_t4 		those are the animal cards , those are the ones you had first . 
_t4 		spider . 
_t4 		okay , you can open it up .
_t4 		and there's panda . 
_t4 		panda goes with those animal cards . 
_t4 		xxx . 
_t4 		I just found another person of yours . 
_t4 		lego person ,  I think this was the pilot . 
_t4 		she's the pilot . 
_t4 		you hear an ambulance truck ? 
_t4 		Mommy was goin(g) ? 
_t4 		something's happening with your cards ? 
_t4 		oh they're fine ?
_t4 		oh you wanna play what's under , that's a good game .
_t4 		okay .
_t4 		here's  , see this is yours too .
_t4 		okay . 
_t4 		she's standing on the bear .
_t4 		are we gonna play what's under ? 
_t4 		she was steppin(g) on the bear , she stopped stepping on the bear .
_t4 		what's under the bear ? 
_t4 		a fox , what's under the fox ?
_t4 		oh what's under the fox ? 
_t4 		what's that ?
_t4 		that is a chimpanzee ?
_t4 		what's under that owl ?
_t4 		a bed ? 
_t4 		a bed is under the owl ?
_t4 		let's see what it is . 
_t4 		oh you don't want me to see , okay . 
_t4 		oh the toucan is under the owl . 
_t4 		a bed , that doesn't look like a bed , that looks like a toucan .
_t4 		there's a fox .
_t4 		a raccoon .
_t4 		can you read those letters that spell raccoon ? 
_t4 		mmmm that sounds like a musical instrument . 
_t4 		okay . 
_t4 		you haven't seen that for a long time , that wagon ? 
